date,number,latitude,longitude,tp
2017-05-10,3,34.0,127.0,251.94
2017-05-10,3,34.0,128.0,259.25
2017-05-10,3,34.0,129.0,262.36
2017-05-10,3,33.0,126.0,276.71
2017-05-10,3,33.0,127.0,317.04
2017-05-10,3,33.0,128.0,318.57
2017-05-10,3,33.0,129.0,321.66
2017-05-10,4,40.0,126.0,107.08
2017-05-10,4,40.0,127.0,101.06
2017-05-10,4,40.0,128.0,97.6
2017-05-10,4,40.0,129.0,96.76
2017-05-10,4,39.0,126.0,108.58
2017-05-10,4,39.0,127.0,102.62
2017-05-10,4,39.0,128.0,90.86
2017-05-10,4,39.0,129.0,89.92
2017-05-10,4,38.0,126.0,89.89
2017-05-10,4,38.0,127.0,106.51
2017-05-10,4,38.0,128.0,94.86
2017-05-10,4,38.0,129.0,95.61
2017-05-10,4,37.0,126.0,72.08
2017-05-10,4,37.0,127.0,88.92
2017-05-10,4,37.0,128.0,117.74
2017-05-10,4,37.0,129.0,118.65
2017-05-10,4,36.0,126.0,82.69
2017-05-10,4,36.0,127.0,98.7
2017-05-10,4,36.0,128.0,127.86
2017-05-10,4,36.0,129.0,172.55
2017-05-10,4,35.0,126.0,122.92
2017-05-10,4,35.0,127.0,139.06
2017-05-10,4,35.0,128.0,163.93
2017-05-10,4,35.0,129.0,209.19
2017-05-10,4,34.0,126.0,195.41
2017-05-10,4,34.0,127.0,204.65
2017-05-10,4,34.0,128.0,229.81
2017-05-10,4,34.0,129.0,256.83
2017-05-10,4,33.0,126.0,296.55
2017-05-10,4,33.0,127.0,306.06
2017-05-10,4,33.0,128.0,341.67
2017-05-10,4,33.0,129.0,369.12
2017-05-10,5,40.0,126.0,97.33
2017-05-10,5,40.0,127.0,113.9
2017-05-10,5,40.0,128.0,118.95
2017-05-10,5,40.0,129.0,106.11
2017-05-10,5,39.0,126.0,100.85
2017-05-10,5,39.0,127.0,117.74
2017-05-10,5,39.0,128.0,118.84
2017-05-10,5,39.0,129.0,105.82
2017-05-10,5,38.0,126.0,125.56
2017-05-10,5,38.0,127.0,164.69
2017-05-10,5,38.0,128.0,166.0
2017-05-10,5,38.0,129.0,147.26
2017-05-10,5,37.0,126.0,177.85
2017-05-10,5,37.0,127.0,217.49
2017-05-10,5,37.0,128.0,239.91
2017-05-10,5,37.0,129.0,220.92
2017-05-10,5,36.0,126.0,254.31
2017-05-10,5,36.0,127.0,279.82
2017-05-10,5,36.0,128.0,302.46
2017-05-10,5,36.0,129.0,271.84
2017-05-10,5,35.0,126.0,272.6
2017-05-10,5,35.0,127.0,298.27
2017-05-10,5,35.0,128.0,299.32
2017-05-10,5,35.0,129.0,268.35
2017-05-10,5,34.0,126.0,267.65
2017-05-10,5,34.0,127.0,256.83
2017-05-10,5,34.0,128.0,257.74
2017-05-10,5,34.0,129.0,244.58
2017-05-10,5,33.0,126.0,279.52
2017-05-10,5,33.0,127.0,268.49
2017-05-10,5,33.0,128.0,249.63
2017-05-10,5,33.0,129.0,236.31
2017-05-10,6,40.0,126.0,162.64
2017-05-10,6,40.0,127.0,161.03
2017-05-10,6,40.0,128.0,148.11
2017-05-10,6,40.0,129.0,129.48
2017-05-10,6,39.0,126.0,154.45
2017-05-10,6,39.0,127.0,152.92
2017-05-10,6,39.0,128.0,144.14
2017-05-10,6,39.0,129.0,125.29
2017-05-10,6,38.0,126.0,153.97
2017-05-10,6,38.0,127.0,188.88
2017-05-10,6,38.0,128.0,180.37
2017-05-10,6,38.0,129.0,177.17
2017-05-10,6,37.0,126.0,175.24
2017-05-10,6,37.0,127.0,210.64
2017-05-10,6,37.0,128.0,255.25
2017-05-10,6,37.0,129.0,252.05
2017-05-10,6,36.0,126.0,171.86
2017-05-10,6,36.0,127.0,209.4
2017-05-10,6,36.0,128.0,254.55
2017-05-10,6,36.0,129.0,259.46
2017-05-10,6,35.0,126.0,166.19
2017-05-10,6,35.0,127.0,204.16
2017-05-10,6,35.0,128.0,229.57
2017-05-10,6,35.0,129.0,234.49
2017-05-10,6,34.0,126.0,192.64
2017-05-10,6,34.0,127.0,217.22
2017-05-10,6,34.0,128.0,242.84
2017-05-10,6,34.0,129.0,269.27
2017-05-10,6,33.0,126.0,263.73
2017-05-10,6,33.0,127.0,288.31
2017-05-10,6,33.0,128.0,271.95
2017-05-10,6,33.0,129.0,298.75
2017-05-10,7,40.0,126.0,79.31
2017-05-10,7,40.0,127.0,98.62
2017-05-10,7,40.0,128.0,103.86
2017-05-10,7,40.0,129.0,90.78
2017-05-10,7,39.0,126.0,82.15
2017-05-10,7,39.0,127.0,101.76
2017-05-10,7,39.0,128.0,117.07
2017-05-10,7,39.0,129.0,103.77
2017-05-10,7,38.0,126.0,83.5
2017-05-10,7,38.0,127.0,103.83
2017-05-10,7,38.0,128.0,119.43
2017-05-10,7,38.0,129.0,117.28
2017-05-10,7,37.0,126.0,69.88
2017-05-10,7,37.0,127.0,90.35
2017-05-10,7,37.0,128.0,98.99
2017-05-10,7,37.0,129.0,96.93
2017-05-10,7,36.0,126.0,79.52
2017-05-10,7,36.0,127.0,76.35
2017-05-10,7,36.0,128.0,85.08
2017-05-10,7,36.0,129.0,92.23
2017-05-10,7,35.0,126.0,86.88
2017-05-10,7,35.0,127.0,83.66
2017-05-10,7,35.0,128.0,90.13
2017-05-10,7,35.0,129.0,97.41
2017-05-10,7,34.0,126.0,123.57
2017-05-10,7,34.0,127.0,107.78
2017-05-10,7,34.0,128.0,114.25
2017-05-10,7,34.0,129.0,139.12
2017-05-10,7,33.0,126.0,216.17
2017-05-10,7,33.0,127.0,200.0
2017-05-10,7,33.0,128.0,183.3
2017-05-10,7,33.0,129.0,208.6
2017-05-10,8,40.0,126.0,114.87
2017-05-10,8,40.0,127.0,109.36
2017-05-10,8,40.0,128.0,88.87
2017-05-10,8,40.0,129.0,87.28
2017-05-10,8,39.0,126.0,102.24
2017-05-10,8,39.0,127.0,96.74
2017-05-10,8,39.0,128.0,96.63
2017-05-10,8,39.0,129.0,95.02
2017-05-10,8,38.0,126.0,106.46
2017-05-10,8,38.0,127.0,121.1
2017-05-10,8,38.0,128.0,121.07
2017-05-10,8,38.0,129.0,113.15
2017-05-10,8,37.0,126.0,111.46
2017-05-10,8,37.0,127.0,126.39
2017-05-10,8,37.0,128.0,151.12
2017-05-10,8,37.0,129.0,143.23
2017-05-10,8,36.0,126.0,103.51
2017-05-10,8,36.0,127.0,138.55
2017-05-10,8,36.0,128.0,163.66
2017-05-10,8,36.0,129.0,175.0
2017-05-10,8,35.0,126.0,124.35
2017-05-10,8,35.0,127.0,159.8
2017-05-10,8,35.0,128.0,186.63
2017-05-10,8,35.0,129.0,198.15
2017-05-10,8,34.0,126.0,166.11
2017-05-10,8,34.0,127.0,209.11
2017-05-10,8,34.0,128.0,236.18
2017-05-10,8,34.0,129.0,254.17
2017-05-10,8,33.0,126.0,230.83
2017-05-10,8,33.0,127.0,274.21
2017-05-10,8,33.0,128.0,297.98
2017-05-10,8,33.0,129.0,316.37
2017-05-10,9,40.0,126.0,142.96
2017-05-10,9,40.0,127.0,155.07
2017-05-10,9,40.0,128.0,142.5
2017-05-10,9,40.0,129.0,135.09
2017-05-10,9,39.0,126.0,167.59
2017-05-10,9,39.0,127.0,179.86
2017-05-10,9,39.0,128.0,157.94
2017-05-10,9,39.0,129.0,150.13
2017-05-10,9,38.0,126.0,181.87
2017-05-10,9,38.0,127.0,177.6
2017-05-10,9,38.0,128.0,155.45
2017-05-10,9,38.0,129.0,120.67
2017-05-10,9,37.0,126.0,178.3
2017-05-10,9,37.0,127.0,173.98
2017-05-10,9,37.0,128.0,176.07
2017-05-10,9,37.0,129.0,140.94
2017-05-10,9,36.0,126.0,210.8
2017-05-10,9,36.0,127.0,218.1
2017-05-10,9,36.0,128.0,220.2
2017-05-10,9,36.0,129.0,218.53
2017-05-10,9,35.0,126.0,230.83
2017-05-10,9,35.0,127.0,238.27
2017-05-10,9,35.0,128.0,241.71
2017-05-10,9,35.0,129.0,240.02
2017-05-10,9,34.0,126.0,224.98
2017-05-10,9,34.0,127.0,229.33
2017-05-10,9,34.0,128.0,232.82
2017-05-10,9,34.0,129.0,232.85
2017-05-10,9,33.0,126.0,218.37
2017-05-10,9,33.0,127.0,222.72
2017-05-10,9,33.0,128.0,224.98
2017-05-10,9,33.0,129.0,225.09
2017-05-11,0,40.0,126.0,49.34
2017-05-11,0,40.0,127.0,40.1
2017-05-11,0,40.0,128.0,27.23
2017-05-11,0,40.0,129.0,26.96
2017-05-11,0,39.0,126.0,56.16
2017-05-11,0,39.0,127.0,46.89
2017-05-11,0,39.0,128.0,34.91
2017-05-11,0,39.0,129.0,34.59
2017-05-11,0,38.0,126.0,75.12
2017-05-11,0,38.0,127.0,70.98
2017-05-11,0,38.0,128.0,58.82
2017-05-11,0,38.0,129.0,53.02
2017-05-11,0,37.0,126.0,81.78
2017-05-11,0,37.0,127.0,77.56
2017-05-11,0,37.0,128.0,80.01
2017-05-11,0,37.0,129.0,74.23
2017-05-11,0,36.0,126.0,106.62
2017-05-11,0,36.0,127.0,119.19
2017-05-11,0,36.0,128.0,121.74
2017-05-11,0,36.0,129.0,127.52
2017-05-11,0,35.0,126.0,174.81
2017-05-11,0,35.0,127.0,187.65
2017-05-11,0,35.0,128.0,196.11
2017-05-11,0,35.0,129.0,201.8
2017-05-11,0,34.0,126.0,204.25
2017-05-11,0,34.0,127.0,236.74
2017-05-11,0,34.0,128.0,245.36
2017-05-11,0,34.0,129.0,231.29
2017-05-11,0,33.0,126.0,188.83
2017-05-11,0,33.0,127.0,221.73
2017-05-11,0,33.0,128.0,240.93
2017-05-11,0,33.0,129.0,226.81
2017-05-11,1,40.0,126.0,73.83
2017-05-11,1,40.0,127.0,81.62
2017-05-11,1,40.0,128.0,77.67
2017-05-11,1,40.0,129.0,65.91
2017-05-11,1,39.0,126.0,54.38
2017-05-11,1,39.0,127.0,62.31
2017-05-11,1,39.0,128.0,79.76
2017-05-11,1,39.0,129.0,67.97
2017-05-11,1,38.0,126.0,59.62
2017-05-11,1,38.0,127.0,69.45
2017-05-11,1,38.0,128.0,87.1
2017-05-11,1,38.0,129.0,91.45
2017-05-11,1,37.0,126.0,79.09
2017-05-11,1,37.0,127.0,89.03
2017-05-11,1,37.0,128.0,113.87
2017-05-11,1,37.0,129.0,118.38
2017-05-11,1,36.0,126.0,122.01
2017-05-11,1,36.0,127.0,130.9
2017-05-11,1,36.0,128.0,156.15
2017-05-11,1,36.0,129.0,180.21
2017-05-11,1,35.0,126.0,199.33
2017-05-11,1,35.0,127.0,208.35
2017-05-11,1,35.0,128.0,228.63
2017-05-11,1,35.0,129.0,252.91
2017-05-11,1,34.0,126.0,297.76
2017-05-11,1,34.0,127.0,312.02
2017-05-11,1,34.0,128.0,332.38
2017-05-11,1,34.0,129.0,343.87
2017-05-11,1,33.0,126.0,407.52
2017-05-11,1,33.0,127.0,422.0
2017-05-11,1,33.0,128.0,419.48
2017-05-11,1,33.0,129.0,431.02
2017-05-11,2,40.0,126.0,120.13
2017-05-11,2,40.0,127.0,138.63
2017-05-11,2,40.0,128.0,138.82
2017-05-11,2,40.0,129.0,133.02
2017-05-11,2,39.0,126.0,107.83
2017-05-11,2,39.0,127.0,126.5
2017-05-11,2,39.0,128.0,134.61
2017-05-11,2,39.0,129.0,128.72
2017-05-11,2,38.0,126.0,107.51
2017-05-11,2,38.0,127.0,114.73
2017-05-11,2,38.0,128.0,123.14
2017-05-11,2,38.0,129.0,131.92
2017-05-11,2,37.0,126.0,106.67
2017-05-11,2,37.0,127.0,113.95
2017-05-11,2,37.0,128.0,134.96
2017-05-11,2,37.0,129.0,143.87
2017-05-11,2,36.0,126.0,150.48
2017-05-11,2,36.0,127.0,172.8
2017-05-11,2,36.0,128.0,194.07
2017-05-11,2,36.0,129.0,191.3
2017-05-11,2,35.0,126.0,210.15
2017-05-11,2,35.0,127.0,232.87
2017-05-11,2,35.0,128.0,256.75
2017-05-11,2,35.0,129.0,253.85
2017-05-11,2,34.0,126.0,244.26
2017-05-11,2,34.0,127.0,259.19
2017-05-11,2,34.0,128.0,283.18
2017-05-11,2,34.0,129.0,286.4
2017-05-11,2,33.0,126.0,294.08
2017-05-11,2,33.0,127.0,309.17
2017-05-11,2,33.0,128.0,298.86
2017-05-11,2,33.0,129.0,302.08
2017-05-11,3,40.0,126.0,121.74
2017-05-11,3,40.0,127.0,121.58
2017-05-11,3,40.0,128.0,98.97
2017-05-11,3,40.0,129.0,79.12
2017-05-11,3,39.0,126.0,110.46
2017-05-11,3,39.0,127.0,110.35
2017-05-11,3,39.0,128.0,93.27
2017-05-11,3,39.0,129.0,73.13
2017-05-11,3,38.0,126.0,104.39
2017-05-11,3,38.0,127.0,122.65
2017-05-11,3,38.0,128.0,105.49
2017-05-11,3,38.0,129.0,80.01
2017-05-11,3,37.0,126.0,98.89
2017-05-11,3,37.0,127.0,117.39
2017-05-11,3,37.0,128.0,139.98
2017-05-11,3,37.0,129.0,114.25
2017-05-11,3,36.0,126.0,106.65
2017-05-11,3,36.0,127.0,148.14
2017-05-11,3,36.0,128.0,170.94
2017-05-11,3,36.0,129.0,148.81
2017-05-11,3,35.0,126.0,158.67
2017-05-11,3,35.0,127.0,200.67
2017-05-11,3,35.0,128.0,207.95
2017-05-11,3,35.0,129.0,185.58
2017-05-11,3,34.0,126.0,215.18
2017-05-11,3,34.0,127.0,252.08
2017-05-11,3,34.0,128.0,259.38
2017-05-11,3,34.0,129.0,262.36
2017-05-11,3,33.0,126.0,281.22
2017-05-11,3,33.0,127.0,318.47
2017-05-11,3,33.0,128.0,318.76
2017-05-11,3,33.0,129.0,321.72
2017-05-11,4,40.0,126.0,107.08
2017-05-11,4,40.0,127.0,101.06
2017-05-11,4,40.0,128.0,97.6
2017-05-11,4,40.0,129.0,96.76
2017-05-11,4,39.0,126.0,108.58
2017-05-11,4,39.0,127.0,102.62
2017-05-11,4,39.0,128.0,90.86
2017-05-11,4,39.0,129.0,89.92
2017-05-11,4,38.0,126.0,89.92
2017-05-11,4,38.0,127.0,106.51
2017-05-11,4,38.0,128.0,94.88
2017-05-11,4,38.0,129.0,95.61
2017-05-11,4,37.0,126.0,72.08
2017-05-11,4,37.0,127.0,88.92
2017-05-11,4,37.0,128.0,117.74
2017-05-11,4,37.0,129.0,118.65
2017-05-11,4,36.0,126.0,82.69
2017-05-11,4,36.0,127.0,98.7
2017-05-11,4,36.0,128.0,127.86
2017-05-11,4,36.0,129.0,172.64
2017-05-11,4,35.0,126.0,123.03
2017-05-11,4,35.0,127.0,139.17
2017-05-11,4,35.0,128.0,164.15
2017-05-11,4,35.0,129.0,209.48
2017-05-11,4,34.0,126.0,196.81
2017-05-11,4,34.0,127.0,205.05
2017-05-11,4,34.0,128.0,230.32
2017-05-11,4,34.0,129.0,257.37
2017-05-11,4,33.0,126.0,300.39
2017-05-11,4,33.0,127.0,308.85
2017-05-11,4,33.0,128.0,342.75
2017-05-11,4,33.0,129.0,370.19
2017-05-11,5,40.0,126.0,97.33
2017-05-11,5,40.0,127.0,113.9
2017-05-11,5,40.0,128.0,118.95
2017-05-11,5,40.0,129.0,106.11
2017-05-11,5,39.0,126.0,100.85
2017-05-11,5,39.0,127.0,117.74
2017-05-11,5,39.0,128.0,118.84
2017-05-11,5,39.0,129.0,105.82
2017-05-11,5,38.0,126.0,125.58
2017-05-11,5,38.0,127.0,164.69
2017-05-11,5,38.0,128.0,166.0
2017-05-11,5,38.0,129.0,147.26
2017-05-11,5,37.0,126.0,177.87
2017-05-11,5,37.0,127.0,217.49
2017-05-11,5,37.0,128.0,239.91
2017-05-11,5,37.0,129.0,220.92
2017-05-11,5,36.0,126.0,254.49
2017-05-11,5,36.0,127.0,279.85
2017-05-11,5,36.0,128.0,302.49
2017-05-11,5,36.0,129.0,271.84
2017-05-11,5,35.0,126.0,276.54
2017-05-11,5,35.0,127.0,302.03
2017-05-11,5,35.0,128.0,299.51
2017-05-11,5,35.0,129.0,268.51
2017-05-11,5,34.0,126.0,282.94
2017-05-11,5,34.0,127.0,271.44
2017-05-11,5,34.0,128.0,268.7
2017-05-11,5,34.0,129.0,245.69
2017-05-11,5,33.0,126.0,300.98
2017-05-11,5,33.0,127.0,289.3
2017-05-11,5,33.0,128.0,269.37
2017-05-11,5,33.0,129.0,246.06
2017-05-11,6,40.0,126.0,162.64
2017-05-11,6,40.0,127.0,161.03
2017-05-11,6,40.0,128.0,148.11
2017-05-11,6,40.0,129.0,129.48
2017-05-11,6,39.0,126.0,154.45
2017-05-11,6,39.0,127.0,152.92
2017-05-11,6,39.0,128.0,144.14
2017-05-11,6,39.0,129.0,125.29
2017-05-11,6,38.0,126.0,153.97
2017-05-11,6,38.0,127.0,188.88
2017-05-11,6,38.0,128.0,180.37
2017-05-11,6,38.0,129.0,177.17
2017-05-11,6,37.0,126.0,175.24
2017-05-11,6,37.0,127.0,210.64
2017-05-11,6,37.0,128.0,255.25
2017-05-11,6,37.0,129.0,252.05
2017-05-11,6,36.0,126.0,171.86
2017-05-11,6,36.0,127.0,209.4
2017-05-11,6,36.0,128.0,254.55
2017-05-11,6,36.0,129.0,259.46
2017-05-11,6,35.0,126.0,166.19
2017-05-11,6,35.0,127.0,204.16
2017-05-11,6,35.0,128.0,229.57
2017-05-11,6,35.0,129.0,234.49
2017-05-11,6,34.0,126.0,192.64
2017-05-11,6,34.0,127.0,217.22
2017-05-11,6,34.0,128.0,242.84
2017-05-11,6,34.0,129.0,269.27
2017-05-11,6,33.0,126.0,263.73
2017-05-11,6,33.0,127.0,288.31
2017-05-11,6,33.0,128.0,271.95
2017-05-11,6,33.0,129.0,298.75
2017-05-11,7,40.0,126.0,80.79
2017-05-11,7,40.0,127.0,100.26
2017-05-11,7,40.0,128.0,104.9
2017-05-11,7,40.0,129.0,91.02
2017-05-11,7,39.0,126.0,83.77
2017-05-11,7,39.0,127.0,103.53
2017-05-11,7,39.0,128.0,118.68
2017-05-11,7,39.0,129.0,104.58
2017-05-11,7,38.0,126.0,84.81
2017-05-11,7,38.0,127.0,106.7
2017-05-11,7,38.0,128.0,122.2
2017-05-11,7,38.0,129.0,121.02
2017-05-11,7,37.0,126.0,71.09
2017-05-11,7,37.0,127.0,93.17
2017-05-11,7,37.0,128.0,107.88
2017-05-11,7,37.0,129.0,106.84
2017-05-11,7,36.0,126.0,82.24
2017-05-11,7,36.0,127.0,83.98
2017-05-11,7,36.0,128.0,98.86
2017-05-11,7,36.0,129.0,109.68
2017-05-11,7,35.0,126.0,92.04
2017-05-11,7,35.0,127.0,93.78
2017-05-11,7,35.0,128.0,103.26
2017-05-11,7,35.0,129.0,114.22
2017-05-11,7,34.0,126.0,127.17
2017-05-11,7,34.0,127.0,113.25
2017-05-11,7,34.0,128.0,122.74
2017-05-11,7,34.0,129.0,146.64
2017-05-11,7,33.0,126.0,216.87
2017-05-11,7,33.0,127.0,202.58
2017-05-11,7,33.0,128.0,185.69
2017-05-11,7,33.0,129.0,209.99
2017-05-11,8,40.0,126.0,114.92
2017-05-11,8,40.0,127.0,109.49
2017-05-11,8,40.0,128.0,89.41
2017-05-11,8,40.0,129.0,88.01
2017-05-11,8,39.0,126.0,102.24
2017-05-11,8,39.0,127.0,96.79
2017-05-11,8,39.0,128.0,96.68
2017-05-11,8,39.0,129.0,95.26
2017-05-11,8,38.0,126.0,106.46
2017-05-11,8,38.0,127.0,121.1
2017-05-11,8,38.0,128.0,121.07
2017-05-11,8,38.0,129.0,113.2
2017-05-11,8,37.0,126.0,111.46
2017-05-11,8,37.0,127.0,126.39
2017-05-11,8,37.0,128.0,151.12
2017-05-11,8,37.0,129.0,143.28
2017-05-11,8,36.0,126.0,103.51
2017-05-11,8,36.0,127.0,138.55
2017-05-11,8,36.0,128.0,163.66
2017-05-11,8,36.0,129.0,175.0
2017-05-11,8,35.0,126.0,124.35
2017-05-11,8,35.0,127.0,159.8
2017-05-11,8,35.0,128.0,186.63
2017-05-11,8,35.0,129.0,198.15
2017-05-11,8,34.0,126.0,166.11
2017-05-11,8,34.0,127.0,209.11
2017-05-11,8,34.0,128.0,236.18
2017-05-11,8,34.0,129.0,254.17
2017-05-11,8,33.0,126.0,230.83
2017-05-11,8,33.0,127.0,274.21
2017-05-11,8,33.0,128.0,297.98
2017-05-11,8,33.0,129.0,316.37
2017-05-11,9,40.0,126.0,148.54
2017-05-11,9,40.0,127.0,166.43
2017-05-11,9,40.0,128.0,156.33
2017-05-11,9,40.0,129.0,146.15
2017-05-11,9,39.0,126.0,175.78
2017-05-11,9,39.0,127.0,193.85
2017-05-11,9,39.0,128.0,179.56
2017-05-11,9,39.0,129.0,168.93
2017-05-11,9,38.0,126.0,193.18
2017-05-11,9,38.0,127.0,192.91
2017-05-11,9,38.0,128.0,178.46
2017-05-11,9,38.0,129.0,145.08
2017-05-11,9,37.0,126.0,188.99
2017-05-11,9,37.0,127.0,188.75
2017-05-11,9,37.0,128.0,194.71
2017-05-11,9,37.0,129.0,161.01
2017-05-11,9,36.0,126.0,217.84
2017-05-11,9,36.0,127.0,227.88
2017-05-11,9,36.0,128.0,233.92
2017-05-11,9,36.0,129.0,236.45
2017-05-11,9,35.0,126.0,234.59
2017-05-11,9,35.0,127.0,244.83
2017-05-11,9,35.0,128.0,253.98
2017-05-11,9,35.0,129.0,256.56
2017-05-11,9,34.0,126.0,227.88
2017-05-11,9,34.0,127.0,239.0
2017-05-11,9,34.0,128.0,248.29
2017-05-11,9,34.0,129.0,250.95
2017-05-11,9,33.0,126.0,225.11
2017-05-11,9,33.0,127.0,236.29
2017-05-11,9,33.0,128.0,244.24
2017-05-11,9,33.0,129.0,247.0
2017-05-12,0,40.0,126.0,49.42
2017-05-12,0,40.0,127.0,40.1
2017-05-12,0,40.0,128.0,27.23
2017-05-12,0,40.0,129.0,26.96
2017-05-12,0,39.0,126.0,56.29
2017-05-12,0,39.0,127.0,46.92
2017-05-12,0,39.0,128.0,34.91
2017-05-12,0,39.0,129.0,34.59
2017-05-12,0,38.0,126.0,75.92
2017-05-12,0,38.0,127.0,71.2
2017-05-12,0,38.0,128.0,59.0
2017-05-12,0,38.0,129.0,55.11
2017-05-12,0,37.0,126.0,87.28
2017-05-12,0,37.0,127.0,82.56
2017-05-12,0,37.0,128.0,88.36
2017-05-12,0,37.0,129.0,84.49
2017-05-12,0,36.0,126.0,128.11
2017-05-12,0,36.0,127.0,149.54
2017-05-12,0,36.0,128.0,155.53
2017-05-12,0,36.0,129.0,156.39
2017-05-12,0,35.0,126.0,217.43
2017-05-12,0,35.0,127.0,239.24
2017-05-12,0,35.0,128.0,247.16
2017-05-12,0,35.0,129.0,247.91
2017-05-12,0,34.0,126.0,254.92
2017-05-12,0,34.0,127.0,285.86
2017-05-12,0,34.0,128.0,293.92
2017-05-12,0,34.0,129.0,270.96
2017-05-12,0,33.0,126.0,229.92
2017-05-12,0,33.0,127.0,261.18
2017-05-12,0,33.0,128.0,276.89
2017-05-12,0,33.0,129.0,253.85
2017-05-12,1,40.0,126.0,73.83
2017-05-12,1,40.0,127.0,81.62
2017-05-12,1,40.0,128.0,77.67
2017-05-12,1,40.0,129.0,65.91
2017-05-12,1,39.0,126.0,54.55
2017-05-12,1,39.0,127.0,62.44
2017-05-12,1,39.0,128.0,79.76
2017-05-12,1,39.0,129.0,67.97
2017-05-12,1,38.0,126.0,59.76
2017-05-12,1,38.0,127.0,69.59
2017-05-12,1,38.0,128.0,87.1
2017-05-12,1,38.0,129.0,91.45
2017-05-12,1,37.0,126.0,79.12
2017-05-12,1,37.0,127.0,89.03
2017-05-12,1,37.0,128.0,113.87
2017-05-12,1,37.0,129.0,118.38
2017-05-12,1,36.0,126.0,122.09
2017-05-12,1,36.0,127.0,130.9
2017-05-12,1,36.0,128.0,156.15
2017-05-12,1,36.0,129.0,180.21
2017-05-12,1,35.0,126.0,199.38
2017-05-12,1,35.0,127.0,208.35
2017-05-12,1,35.0,128.0,228.63
2017-05-12,1,35.0,129.0,252.91
2017-05-12,1,34.0,126.0,297.84
2017-05-12,1,34.0,127.0,312.02
2017-05-12,1,34.0,128.0,332.38
2017-05-12,1,34.0,129.0,343.87
2017-05-12,1,33.0,126.0,408.3
2017-05-12,1,33.0,127.0,422.67
2017-05-12,1,33.0,128.0,420.04
2017-05-12,1,33.0,129.0,431.61
2017-05-12,2,40.0,126.0,120.29
2017-05-12,2,40.0,127.0,138.72
2017-05-12,2,40.0,128.0,138.85
2017-05-12,2,40.0,129.0,133.02
2017-05-12,2,39.0,126.0,108.34
2017-05-12,2,39.0,127.0,126.95
2017-05-12,2,39.0,128.0,134.63
2017-05-12,2,39.0,129.0,128.72
2017-05-12,2,38.0,126.0,109.09
2017-05-12,2,38.0,127.0,115.3
2017-05-12,2,38.0,128.0,123.27
2017-05-12,2,38.0,129.0,131.92
2017-05-12,2,37.0,126.0,107.96
2017-05-12,2,37.0,127.0,114.25
2017-05-12,2,37.0,128.0,135.12
2017-05-12,2,37.0,129.0,143.93
2017-05-12,2,36.0,126.0,152.73
2017-05-12,2,36.0,127.0,174.11
2017-05-12,2,36.0,128.0,195.25
2017-05-12,2,36.0,129.0,191.38
2017-05-12,2,35.0,126.0,215.79
2017-05-12,2,35.0,127.0,237.55
2017-05-12,2,35.0,128.0,258.9
2017-05-12,2,35.0,129.0,254.84
2017-05-12,2,34.0,126.0,254.17
2017-05-12,2,34.0,127.0,265.51
2017-05-12,2,34.0,128.0,286.91
2017-05-12,2,34.0,129.0,287.8
2017-05-12,2,33.0,126.0,303.11
2017-05-12,2,33.0,127.0,314.57
2017-05-12,2,33.0,128.0,302.62
2017-05-12,2,33.0,129.0,303.45
2017-05-12,3,40.0,126.0,125.74
2017-05-12,3,40.0,127.0,124.56
2017-05-12,3,40.0,128.0,100.42
2017-05-12,3,40.0,129.0,80.17
2017-05-12,3,39.0,126.0,113.01
2017-05-12,3,39.0,127.0,111.91
2017-05-12,3,39.0,128.0,93.94
2017-05-12,3,39.0,129.0,73.4
2017-05-12,3,38.0,126.0,121.07
2017-05-12,3,38.0,127.0,125.34
2017-05-12,3,38.0,128.0,107.24
2017-05-12,3,38.0,129.0,80.27
2017-05-12,3,37.0,126.0,133.48
2017-05-12,3,37.0,127.0,137.75
2017-05-12,3,37.0,128.0,144.01
2017-05-12,3,37.0,129.0,116.72
2017-05-12,3,36.0,126.0,166.27
2017-05-12,3,36.0,127.0,183.51
2017-05-12,3,36.0,128.0,189.82
2017-05-12,3,36.0,129.0,157.86
2017-05-12,3,35.0,126.0,233.76
2017-05-12,3,35.0,127.0,251.35
2017-05-12,3,35.0,128.0,254.39
2017-05-12,3,35.0,129.0,222.02
2017-05-12,3,34.0,126.0,289.06
2017-05-12,3,34.0,127.0,332.81
2017-05-12,3,34.0,128.0,335.68
2017-05-12,3,34.0,129.0,320.27
2017-05-12,3,33.0,126.0,365.44
2017-05-12,3,33.0,127.0,409.51
2017-05-12,3,33.0,128.0,383.22
2017-05-12,3,33.0,129.0,367.48
2017-05-12,4,40.0,126.0,107.35
2017-05-12,4,40.0,127.0,101.33
2017-05-12,4,40.0,128.0,98.03
2017-05-12,4,40.0,129.0,97.19
2017-05-12,4,39.0,126.0,108.58
2017-05-12,4,39.0,127.0,102.62
2017-05-12,4,39.0,128.0,90.86
2017-05-12,4,39.0,129.0,89.92
2017-05-12,4,38.0,126.0,89.92
2017-05-12,4,38.0,127.0,106.54
2017-05-12,4,38.0,128.0,94.88
2017-05-12,4,38.0,129.0,95.61
2017-05-12,4,37.0,126.0,72.11
2017-05-12,4,37.0,127.0,88.95
2017-05-12,4,37.0,128.0,117.77
2017-05-12,4,37.0,129.0,118.68
2017-05-12,4,36.0,126.0,82.75
2017-05-12,4,36.0,127.0,98.75
