date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,mean,obs
2017-09-01,1,0.0,0.06,0.0,0.01,0.0,0.08,0.0,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.01,0.0
2017-09-02,1,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.11000000000000001,0.0,0.04,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,-0.010000000000000002,0.0,0.0,0.010000000000000002,0.0,0.0,0.01,0.0,0.01,0.0
2017-09-03,1,0.08,0.26,0.0,0.04,0.08,0.009999999999999995,0.0,0.09,0.04000000000000001,0.16,0.02,0.020000000000000004,0.03,0.0,0.07,0.0,0.009999999999999995,0.09,0.02,0.12,0.0,0.03999999999999998,0.01,0.21,0.0,0.0,0.0,0.1,0.01,0.04,0.02,0.01,0.41,0.21,0.04,0.04,0.01,0.09,0.02,0.06,0.04,0.26,0.08,0.0,0.08,0.07,0.0,0.01,0.0,0.049999999999999996,0.03,0.06,0.0
2017-09-04,1,0.0,0.08000000000000002,0.01,0.11,5.79,0.020000000000000004,0.0,0.0,0.01999999999999999,0.010000000000000009,0.009999999999999998,0.13,0.0,0.01,0.22999999999999998,0.28,2.9,0.45000000000000007,0.0,0.0,0.0,0.35000000000000003,0.0,1.3,0.08,0.03,0.0,19.99,0.01,2.53,0.78,0.07,0.010000000000000009,0.03,0.0,5.54,0.0,0.020000000000000004,0.0,0.009999999999999995,0.0,0.02999999999999997,0.5900000000000001,0.010000000000000002,0.09000000000000001,2.33,0.0,0.019999999999999997,0.35,0.03,0.36000000000000004,0.87,0.0
2017-09-05,1,0.22999999999999998,0.38999999999999996,0.11,0.61,28.430000000000003,8.17,0.27,0.11000000000000001,37.129999999999995,0.11000000000000001,0.0,13.32,1.54,1.04,0.47000000000000003,0.03999999999999998,14.939999999999998,40.58,1.08,6.11,3.38,0.30999999999999994,27.11,5.19,0.0,34.699999999999996,10.33,5.030000000000001,0.0,4.23,16.59,5.78,0.010000000000000009,3.5300000000000002,55.12,11.110000000000001,0.03,1.0999999999999999,0.66,5.8,0.0,0.0,0.7999999999999999,0.0,0.5599999999999999,16.5,0.04,0.0,1.2200000000000002,0.4700000000000001,28.44,7.7,0.02
2017-09-06,1,0.8199999999999998,0.0,1.5899999999999999,0.010000000000000009,0.09999999999999432,0.14000000000000057,1.7799999999999998,0.8300000000000001,2.3200000000000003,0.21999999999999997,0.010000000000000002,0.19000000000000128,0.8899999999999999,0.050000000000000044,13.13,0.06,0.22000000000000242,0.020000000000003126,0.0,0.27999999999999936,6.119999999999999,0.13,4.889999999999997,0.08000000000000007,2.49,0.4000000000000057,1.67,0.019999999999999574,0.0,0.0,9.52,0.019999999999999574,0.09999999999999998,0.020000000000000018,0.13000000000000256,0.00999999999999801,0.07999999999999999,0.020000000000000018,0.4899999999999999,0.10000000000000053,8.950000000000001,0.07,0.06000000000000005,0.0,0.19000000000000006,0.060000000000002274,0.039999999999999994,0.21,2.6399999999999997,0.04999999999999993,0.019999999999999574,1.2,1.26
2017-09-07,1,0.020000000000000018,0.12,0.20999999999999996,0.010000000000000009,0.020000000000003126,0.009999999999999787,2.9800000000000004,31.29,0.3200000000000003,0.42000000000000004,0.07,0.6499999999999986,0.06999999999999984,0.039999999999999813,0.3699999999999992,0.02999999999999997,0.0,40.769999999999996,0.07999999999999985,0.20999999999999996,0.08999999999999986,0.010000000000000009,0.8000000000000043,0.04999999999999982,17.549999999999997,0.00999999999999801,0.019999999999999574,0.00999999999999801,0.06999999999999999,0.0,0.019999999999999574,0.33999999999999986,0.06000000000000005,0.16999999999999993,0.3999999999999986,0.129999999999999,0.6900000000000001,0.030000000000000027,1.17,0.54,0.7300000000000004,0.0,1.5599999999999998,0.11,0.0,0.46999999999999886,0.06,0.010000000000000009,0.15000000000000036,2.87,0.0,2.07,0.08
2017-09-08,1,0.32000000000000006,0.030000000000000027,0.0,0.0,0.11999999999999744,0.08000000000000007,0.27999999999999936,0.6300000000000026,0.030000000000001137,1.2200000000000002,0.12000000000000001,0.0,0.040000000000000036,0.0,1.4800000000000004,0.56,0.05000000000000071,3.8299999999999983,0.9099999999999999,0.28000000000000025,0.08000000000000007,0.1499999999999999,3.1499999999999986,0.4900000000000002,0.6600000000000001,0.11999999999999744,1.4700000000000006,0.0400000000000027,1.25,0.009999999999999787,0.08000000000000185,0.11000000000000032,0.0,0.13999999999999968,0.0800000000000054,0.22000000000000242,0.1499999999999999,0.010000000000000009,0.2400000000000002,0.5299999999999994,0.14999999999999858,0.020000000000000018,0.0900000000000003,0.21,0.019999999999999907,0.9400000000000013,0.36000000000000004,0.06,0.15999999999999925,0.029999999999999805,0.0,0.41,0.01
2017-09-09,1,0.3400000000000001,0.020000000000000018,0.16999999999999993,0.48,0.5200000000000031,0.5700000000000003,1.7300000000000004,0.8099999999999952,0.00999999999999801,0.0,0.0,0.009999999999999787,0.0900000000000003,0.0,0.019999999999999574,0.17999999999999994,0.04999999999999716,0.0,0.1200000000000001,0.05999999999999961,0.7000000000000011,0.26,0.6700000000000017,3.3099999999999996,6.41,0.10000000000000142,0.16999999999999993,26.3,0.6899999999999997,0.2600000000000007,0.019999999999999574,0.1299999999999999,0.010000000000000009,0.28000000000000025,0.0,0.5,1.6099999999999999,0.010000000000000009,2.5700000000000003,0.03000000000000025,0.46000000000000085,0.0,4.09,1.8599999999999999,0.10000000000000009,0.9899999999999984,1.9500000000000002,0.9299999999999999,0.2600000000000007,2.0600000000000005,0.0,1.21,0.0
2017-09-10,1,0.31999999999999984,0.0,0.03000000000000025,2.86,0.6199999999999974,0.0600000000000005,1.96,55.440000000000005,0.07000000000000028,45.839999999999996,0.0,0.0,1.21,7.87,0.009999999999999787,0.010000000000000009,0.019999999999999574,0.0,0.0,1.0700000000000012,0.009999999999999787,0.0,0.02999999999999403,0.2400000000000002,0.0,0.3400000000000034,1.0999999999999996,1.9600000000000009,0.13000000000000034,5.49,0.1999999999999993,1.2599999999999998,0.010000000000000009,0.3899999999999997,5.609999999999999,1.1400000000000006,0.0,2.1500000000000004,0.29000000000000004,0.9399999999999995,0.07000000000000028,0.0,24.73,0.29000000000000004,0.6299999999999999,0.7600000000000016,0.8499999999999996,1.05,0.8399999999999999,0.08999999999999986,0.0,3.29,0.0
