date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,mean,obs
2015-10-01,1,17.3,19.73,11.93,26.82,13.82,12.53,23.9,27.45,11.85,19.09,13.69,25.43,22.72,16.2,14.61,18.58,18.04,11.17,28.03,21.9,19.05,21.87,13.0,16.71,17.27,18.51,35.12
2015-10-02,1,0.019999999999999574,0.03999999999999915,0.009999999999999787,0.030000000000001137,0.16000000000000014,0.02000000000000135,1.2000000000000028,0.019999999999999574,0.16999999999999993,0.05999999999999872,0.14000000000000057,0.05999999999999872,0.19000000000000128,0.08000000000000185,0.20000000000000107,0.07000000000000028,0.05000000000000071,0.040000000000000924,0.019999999999999574,0.010000000000001563,0.05000000000000071,0.03999999999999915,0.0,0.25,0.030000000000001137,0.12,0.02
2015-10-03,1,0.05000000000000071,0.370000000000001,0.009999999999999787,0.1999999999999993,0.4800000000000004,0.019999999999999574,0.3299999999999983,0.13000000000000256,0.4800000000000004,0.23000000000000043,0.34999999999999964,0.0400000000000027,0.26000000000000156,0.16999999999999815,0.1899999999999995,0.33000000000000185,0.14000000000000057,0.05999999999999872,0.09999999999999787,0.120000000000001,0.46999999999999886,0.0799999999999983,0.09999999999999964,0.41000000000000014,0.5799999999999983,0.23,0.0
2015-10-04,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11999999999999744,0.17999999999999972,0.0,0.0,0.0,0.0,0.0,0.9100000000000001,0.0,0.0,0.0,0.010000000000001563,0.0,0.0,0.0,0.0,0.11999999999999744,0.010000000000001563,0.05,0.02
2015-10-06,1,0.0,0.019999999999999574,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999574,0.010000000000001563,0.0,0.0,0.00999999999999801,0.0,0.05000000000000071,0.0,0.00999999999999801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
2015-10-07,1,0.0,0.05000000000000071,0.0,0.17999999999999972,0.0,0.0,0.0,0.0,0.19000000000000128,0.0,0.22000000000000064,0.00999999999999801,0.03999999999999915,0.0,0.009999999999999787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000001563,0.0,0.03,0.02
2015-10-08,1,0.019999999999999574,0.0,0.010000000000001563,0.7100000000000009,0.0,0.08999999999999986,0.0,0.0,0.9100000000000001,0.0,1.6899999999999995,0.010000000000001563,1.2300000000000004,0.0,0.0,0.030000000000001137,0.0,0.05000000000000071,0.0,0.0,0.0,0.0,0.019999999999999574,0.010000000000001563,0.00999999999999801,0.19,0.0
2015-10-09,1,0.28999999999999915,0.00999999999999801,0.14999999999999858,1.7999999999999972,0.0,0.16000000000000014,0.10000000000000142,0.5400000000000027,1.3099999999999987,0.0,0.28999999999999915,0.029999999999997584,0.010000000000001563,0.0,0.7200000000000006,0.00999999999999801,0.5400000000000027,0.9900000000000002,0.05999999999999872,0.0,0.03999999999999915,0.08999999999999986,0.040000000000000924,0.0,1.1600000000000001,0.33,0.01
2015-10-10,1,0.3999999999999986,0.0400000000000027,0.0,2.9400000000000013,1.5,0.5800000000000001,1.1199999999999974,0.5599999999999987,0.15000000000000036,0.0,0.030000000000001137,0.18000000000000327,0.3000000000000007,0.5,0.00999999999999801,0.08000000000000185,0.0,0.15000000000000036,0.05000000000000071,0.0,2.16,0.020000000000003126,0.07000000000000028,0.0,0.08999999999999986,0.44,7.24
2015-10-11,1,0.0,0.3099999999999987,0.0600000000000005,0.0,3.879999999999999,0.9399999999999995,0.9100000000000001,2.3200000000000003,7.4,0.08999999999999986,0.0,4.149999999999999,0.00999999999999801,0.5399999999999991,0.0,0.9599999999999973,0.129999999999999,0.0,0.05000000000000071,0.129999999999999,0.33999999999999986,0.11999999999999744,0.009999999999999787,0.00999999999999801,0.0,0.89,1.73
2015-10-12,1,0.010000000000001563,0.4299999999999997,0.8300000000000001,0.28999999999999915,0.03999999999999915,1.3900000000000006,0.05000000000000071,0.25,33.989999999999995,0.21999999999999886,0.17999999999999972,1.2100000000000009,0.010000000000001563,0.020000000000003126,0.0,0.6500000000000021,0.0,0.16999999999999993,0.0,0.0,0.010000000000001563,0.07000000000000028,1.9100000000000001,0.5599999999999987,0.0,1.69,0.08
2015-10-13,1,0.030000000000001137,0.25,0.0,0.14000000000000057,0.5600000000000023,0.0,0.35999999999999943,0.0,7.200000000000003,0.0,0.10999999999999943,5.27,0.029999999999997584,0.10999999999999943,0.16000000000000014,0.00999999999999801,0.0,3.67,0.00999999999999801,0.0,1.8999999999999986,0.0,0.129999999999999,10.400000000000002,0.0,1.21,0.03
2015-10-14,1,0.00999999999999801,0.3500000000000014,0.0,0.3100000000000023,3.5299999999999976,0.0,0.0,0.10999999999999943,0.10000000000000142,0.0,0.0,1.509999999999998,0.020000000000003126,0.14000000000000057,11.560000000000002,0.0,0.019999999999999574,0.0,24.11,0.17999999999999972,14.180000000000003,0.0,0.21000000000000085,4.16,0.0,2.42,0.0
