date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,mean,obs
2012-10-01,1,0.15,0.18,0.39,0.22,0.28,0.18,0.26,0.15,0.16,0.25,0.1,0.74,0.11,0.28,0.16,0.42,0.0,0.67,0.4,0.06,0.21,0.09,0.07,0.37,0.13,0.24,0.0
2012-10-02,1,0.010000000000000009,0.14,0.019999999999999962,0.18999999999999997,0.009999999999999953,0.0,0.03999999999999998,0.0,0.04000000000000001,1.18,0.01999999999999999,0.10999999999999999,0.22000000000000003,0.25,0.29000000000000004,0.010000000000000009,0.0,0.45999999999999985,0.37,0.07,0.16,0.07,0.009999999999999995,0.07,0.09,0.15,0.0
2012-10-03,1,0.010000000000000009,0.010000000000000009,0.040000000000000036,0.020000000000000018,0.020000000000000018,0.0,0.010000000000000009,0.04000000000000001,0.01999999999999999,0.020000000000000018,0.0,0.030000000000000027,0.0,0.0,0.03999999999999998,0.0,0.0,0.010000000000000009,0.41999999999999993,0.0,0.4,0.0,0.009999999999999995,0.09000000000000002,0.0,0.05,0.0
2012-10-04,1,0.23,0.12,0.06,0.11000000000000004,0.09000000000000002,0.0,0.09000000000000002,0.03,0.22,0.28,0.05000000000000002,0.09999999999999998,0.03999999999999998,0.0,0.14,0.3,0.03,0.030000000000000027,0.10000000000000009,0.010000000000000009,0.16999999999999993,0.0,0.010000000000000009,0.08999999999999997,0.05000000000000002,0.09,0.0
2012-10-05,1,0.0,-0.020000000000000018,0.0,0.0,0.009999999999999953,0.0,0.0,0.0,0.020000000000000018,0.0,0.009999999999999981,0.0,0.04999999999999999,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.010000000000000009,0.01,0.0
2012-10-06,1,2.87,0.030000000000000027,0.5800000000000001,0.2899999999999999,0.10000000000000003,0.6399999999999999,0.0,0.48,0.0,0.16999999999999993,0.05000000000000002,0.0,1.11,3.5699999999999994,0.14,0.33000000000000007,0.039999999999999994,0.030000000000000027,0.11999999999999988,0.09000000000000002,0.3800000000000001,0.07,0.48,0.14,0.37,0.48,0.24
2012-10-07,1,3.7600000000000002,0.31,0.5599999999999998,2.1999999999999997,1.28,0.010000000000000009,0.51,0.030000000000000027,0.6500000000000001,0.29000000000000004,0.97,0.09000000000000008,0.0,1.08,1.5,0.07999999999999985,0.06,0.3500000000000001,1.7500000000000002,0.06,1.91,0.51,5.04,0.08999999999999997,2.81,1.04,0.0
2012-10-08,1,0.0,0.52,0.010000000000000009,0.26000000000000023,1.65,0.0,0.0,0.0,0.44999999999999996,0.050000000000000266,0.050000000000000044,0.16999999999999993,0.010000000000000009,0.05000000000000071,0.009999999999999787,0.040000000000000036,0.15,0.0,0.6799999999999997,0.0,0.020000000000000018,0.0,0.05999999999999961,0.0,0.43000000000000016,0.18,0.0
2012-10-09,1,0.009999999999999787,0.26,0.0,0.0,1.94,0.040000000000000036,0.020000000000000018,0.0,0.52,0.0,0.06000000000000005,0.1200000000000001,0.08999999999999986,0.0,0.050000000000000266,0.0,0.0,0.06000000000000005,0.0,0.0,0.71,0.6100000000000001,0.0600000000000005,0.7500000000000001,0.040000000000000036,0.21,0.0
2012-10-10,1,0.33999999999999986,0.10999999999999988,1.1199999999999999,0.0,3.63,0.84,0.44000000000000006,0.0,17.92,1.1599999999999997,5.58,0.5999999999999999,1.3200000000000003,0.75,1.92,0.7,1.65,0.2999999999999998,1.37,0.02999999999999997,3.6399999999999997,0.20999999999999996,0.5,2.01,0.020000000000000018,1.85,0.38
2012-10-11,1,0.0,0.6599999999999999,1.8000000000000003,3.13,30.11,0.08000000000000007,0.009999999999999787,8.28,0.9400000000000013,1.0800000000000005,0.0,0.010000000000000009,0.1299999999999999,0.0,5.949999999999999,0.010000000000000009,0.010000000000000009,7.98,6.579999999999999,3.83,0.0,0.10999999999999988,7.1899999999999995,-0.009999999999999787,0.009999999999999787,3.12,0.17
2012-10-12,1,0.04999999999999982,4.779999999999999,0.0,0.0600000000000005,1.2899999999999991,0.6699999999999999,0.0,2.9700000000000006,0.0,0.10999999999999943,0.28000000000000025,1.5999999999999999,0.0,0.0,0.010000000000001563,0.15999999999999992,0.0,0.019999999999999574,0.11000000000000121,2.1100000000000003,0.1200000000000001,0.0,9.41,2.5399999999999996,0.5499999999999998,1.07,0.0
2012-10-13,1,1.3100000000000005,0.9399999999999995,0.009999999999999787,0.009999999999999787,0.12000000000000455,0.14000000000000012,1.31,0.9100000000000001,0.29999999999999716,0.0,0.3200000000000003,2.86,0.3599999999999999,0.3799999999999999,0.33999999999999986,0.56,0.0,0.08999999999999986,0.0600000000000005,0.7299999999999995,0.0,0.0,0.0,0.0,0.28000000000000025,0.44,0.0
2012-10-14,1,0.009999999999999787,0.0,0.0,1.5299999999999994,0.6999999999999957,0.06999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.009999999999999787,0.0,0.0,0.02999999999999936,0.0,0.0,0.0,0.0,0.030000000000001137,0.0,0.0,0.1,0.0
2012-10-15,1,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,0.11000000000000032,0.0,0.03000000000000025,0.5900000000000003,0.13999999999999968,0.0,0.08000000000000007,0.0,0.25,0.05999999999999872,0.040000000000000036,0.4900000000000011,0.0,0.029999999999997584,0.010000000000000675,0.0,0.21,0.0
2012-10-16,1,0.0,2.6900000000000013,1.3900000000000006,0.0,0.0,0.03000000000000025,0.08999999999999986,0.16999999999999993,0.0,0.0699999999999994,0.7699999999999996,0.08000000000000007,0.04999999999999982,0.21999999999999975,0.6099999999999994,0.010000000000000231,0.33000000000000007,0.0,0.0,0.25,0.0,0.0,0.0,0.04999999999999982,0.04999999999999982,0.27,0.0
2012-10-17,1,0.17999999999999972,4.07,0.0,0.0,1.5600000000000023,0.1599999999999997,0.020000000000000462,0.8200000000000003,0.060000000000002274,0.07000000000000028,0.02999999999999936,0.1299999999999999,1.25,0.0,4.77,0.029999999999999805,5.6,0.0,0.2900000000000009,0.1200000000000001,0.06999999999999851,0.13000000000000012,0.0,0.10999999999999943,1.6000000000000005,0.84,2.91
2012-10-18,1,0.08000000000000007,0.0,0.03999999999999915,0.0,5.219999999999999,0.41000000000000014,0.0,0.21999999999999886,0.03999999999999915,5.16,0.20000000000000107,0.0,0.16999999999999993,0.0,17.490000000000002,0.0,0.0,0.0,0.15000000000000036,0.08000000000000007,0.41000000000000014,0.0,0.08999999999999986,0.3100000000000005,0.0,1.2,0.0
2012-10-19,1,0.14000000000000057,0.009999999999999787,0.1800000000000006,0.0,1.3300000000000054,0.16000000000000014,1.6899999999999995,0.11000000000000121,0.0,0.1999999999999993,0.41000000000000014,0.07000000000000028,0.20999999999999996,0.0,2.990000000000002,0.22999999999999998,0.0,16.86,0.05999999999999872,0.05999999999999961,3.08,1.01,0.370000000000001,0.7299999999999995,0.02999999999999936,1.2,0.0
2012-10-20,1,0.4900000000000002,1.589999999999998,0.0,0.0,0.8799999999999955,0.0,3.9299999999999997,7.099999999999998,0.0,9.32,0.8899999999999988,0.10999999999999943,9.13,0.0,1.1299999999999955,0.3500000000000001,0.0,2.960000000000001,0.08000000000000007,1.13,0.0,0.040000000000000036,2.5600000000000023,3.0700000000000003,0.010000000000000675,1.79,0.0
2012-10-21,1,0.009999999999999787,2.1700000000000017,0.03000000000000025,0.0,0.23000000000000398,0.0,0.7200000000000006,4.170000000000002,0.030000000000001137,0.0,0.0,2.780000000000001,0.0,0.4400000000000004,2.3800000000000026,0.08999999999999986,0.0600000000000005,0.7899999999999991,0.3600000000000012,0.009999999999999787,0.009999999999999787,0.0,0.00999999999999801,32.58,0.0,1.87,0.0
2012-10-22,1,0.0,0.0,0.0,2.0600000000000005,3.1699999999999946,2.7600000000000002,0.33999999999999986,0.3200000000000003,0.14000000000000057,0.0,0.0,1.9799999999999986,0.0,3.619999999999999,57.38,0.31000000000000005,0.019999999999999574,0.9399999999999977,0.0,0.10000000000000142,0.009999999999999787,0.0,0.28000000000000114,0.1599999999999966,1.46,3.0,30.86
2012-10-23,1,0.33000000000000007,0.03999999999999915,0.04999999999999982,6.630000000000001,0.010000000000005116,1.3499999999999996,1.1099999999999994,0.0,0.029999999999997584,0.0,0.9400000000000013,0.4400000000000013,0.0,0.05000000000000071,14.659999999999997,1.5099999999999998,0.08000000000000096,0.120000000000001,0.8499999999999996,0.0,3.1000000000000014,0.020000000000000018,0.23999999999999844,0.0,4.79,1.45,0.03
2012-10-24,1,0.8699999999999992,-0.00999999999999801,0.10999999999999943,0.379999999999999,0.0,0.0,0.16999999999999993,0.0,0.6799999999999997,0.0,4.029999999999999,0.0,0.009999999999999787,11.479999999999999,0.7000000000000028,0.5200000000000005,0.0,30.390000000000004,16.519999999999996,0.629999999999999,14.09,0.17999999999999972,0.05000000000000071,2.510000000000005,0.0,3.33,0.0
2012-10-25,1,0.13000000000000078,0.00999999999999801,2.3600000000000003,0.8300000000000018,0.00999999999999801,0.05999999999999961,0.0,0.18999999999999773,19.75,0.0,1.8100000000000005,0.0,0.02999999999999936,0.2699999999999996,0.04999999999999716,10.680000000000001,0.0,6.319999999999993,0.07000000000000028,0.1899999999999995,4.620000000000001,0.0,0.0,8.96,0.03999999999999915,2.26,0.0
2012-10-26,1,1.8699999999999992,0.0,0.0,0.0,0.269999999999996,0.0,0.009999999999999787,0.0,2.25,0.0,3.5500000000000007,1.0699999999999985,0.0,0.0,1.7000000000000028,0.5499999999999972,0.0,0.0,1.1600000000000001,0.0,0.5799999999999983,0.08000000000000007,0.39000000000000057,-0.010000000000005116,1.9800000000000004,0.62,0.0
2012-10-27,1,0.17999999999999972,0.0,0.07000000000000028,1.1099999999999994,0.0,7.540000000000001,1.7100000000000009,0.0,2.0,0.0,0.0,0.0,0.009999999999999787,1.9800000000000004,18.83999999999999,0.0,0.0,0.04999999999999716,0.2699999999999996,0.08000000000000007,0.0,0.28000000000000025,2.4399999999999977,0.0,0.14000000000000057,1.47,18.75
2012-10-28,1,0.030000000000001137,0.8100000000000023,0.09999999999999964,10.73,0.3500000000000014,0.8399999999999999,0.1800000000000015,2.0,0.8200000000000003,17.209999999999997,1.7399999999999984,0.030000000000001137,4.02,0.22000000000000242,2.5600000000000023,1.0400000000000027,0.0,0.020000000000010232,0.30000000000000426,0.10000000000000142,0.0,2.42,0.2700000000000031,0.1600000000000037,0.08000000000000007,1.84,0.26
2012-10-29,1,0.11999999999999922,0.00999999999999801,27.65,0.00999999999999801,0.4100000000000037,11.57,4.52,1.120000000000001,0.0,0.44000000000000483,3.8500000000000014,1.0999999999999996,0.120000000000001,0.0,3.5500000000000114,0.23999999999999844,0.009999999999999787,0.10999999999999943,0.0,3.789999999999999,0.14999999999999858,10.05,17.97,0.22999999999999687,8.38,3.82,0.0
2012-10-30,1,0.5,0.0,7.479999999999997,0.0,3.25,0.4399999999999977,0.0,0.10000000000000142,0.18999999999999773,0.0,0.33999999999999986,16.05,0.0,0.0,9.789999999999992,0.0,0.6699999999999999,1.3499999999999943,0.0,11.729999999999999,3.0700000000000003,1.2299999999999986,0.020000000000003126,0.07000000000000028,1.6099999999999994,2.32,0.05
