date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,obs,mean
2019-09-01,1,1.1,1.59,0.27,0.54,0.33,1.63,0.26,1.38,0.0,0.26,0.8,1.42,1.33,0.79,0.91,1.49,0.2,0.47,0.07,0.36,2.31,0.89,0.23,0.72,0.34,2.52,1.09,2.23,0.09,0.23,0.98,1.85,2.99,0.15,0.32,0.23,1.87,0.22,2.07,0.38,1.93,0.64,0.64,0.61,0.16,0.58,0.28,0.94,0.44,0.1,0.15,0.03,0.85
2019-09-02,1,4.45,21.47,0.11,12.14,2.68,0.14,14.5,0.67,3.92,9.45,1.42,1.92,1.76,4.4,1.62,5.01,7.63,7.76,0.01,18.36,10.75,2.14,1.22,0.29,3.22,6.54,5.93,13.58,11.69,0.02,12.96,2.04,3.76,2.6,0.01,6.73,24.19,1.45,1.84,3.08,3.91,15.53,0.13,1.08,20.55,1.68,0.71,3.74,2.96,0.31,0.52,0.33,5.58
2019-09-03,1,21.79,47.04,1.37,38.03,20.55,11.75,21.6,25.71,17.93,30.56,17.2,24.01,22.33,11.37,16.2,18.05,38.59,11.48,14.31,34.23,7.96,23.21,2.7,11.98,15.61,24.08,31.42,1.56,40.65,19.65,45.99,11.52,16.57,20.41,10.66,17.44,7.02,25.91,16.88,5.39,13.3,11.4,4.6,34.14,22.63,6.3,9.72,20.79,19.14,14.27,7.04,9.26,18.9
2019-09-04,1,26.69,10.47,12.92,17.84,18.29,25.11,36.16,60.31,21.54,13.02,15.0,20.59,24.85,10.32,31.35,27.34,18.66,14.46,21.57,3.29,24.33,22.5,19.2,34.47,13.69,14.19,17.13,12.8,7.56,38.61,32.49,34.89,16.04,28.56,22.09,19.74,13.96,38.39,27.18,7.85,12.01,18.65,20.83,21.46,11.98,22.27,18.51,20.97,4.47,15.81,23.62,5.42,20.9
2019-09-05,1,47.28,1.23,5.95,2.85,20.77,16.08,4.45,1.65,3.94,8.82,0.51,0.2,15.45,0.93,8.1,1.9,12.09,1.78,21.27,0.43,17.87,17.14,3.17,6.64,20.58,0.34,2.14,15.01,3.49,6.19,23.21,0.87,45.27,4.33,3.01,8.73,11.16,3.36,13.34,19.84,6.52,17.53,6.33,1.32,9.53,16.22,19.38,1.41,2.71,4.46,10.75,29.27,9.76
2019-09-06,1,2.02,19.04,23.35,3.4,0.86,4.85,25.81,2.13,45.12,23.81,11.75,0.0,54.45,0.62,17.31,6.76,8.62,48.54,11.98,17.32,2.18,13.12,23.25,40.58,2.29,0.0,1.62,61.65,9.16,23.93,0.05,0.15,5.88,6.44,8.39,11.98,4.62,31.34,3.64,12.44,43.02,23.75,7.1,0.07,4.78,43.98,22.52,0.11,8.86,41.52,0.17,1.27,15.42
2019-09-07,1,31.66,23.63,8.04,45.13,18.41,2.14,27.31,1.73,8.01,13.0,46.72,6.76,11.11,36.84,5.78,1.03,26.79,24.73,33.86,29.92,7.77,28.23,17.88,17.29,8.16,0.0,43.2,12.19,3.43,38.5,4.62,8.23,12.48,3.65,35.02,6.39,0.61,1.55,34.24,23.27,29.51,28.94,25.18,0.29,16.87,5.57,21.75,26.01,22.9,10.3,5.14,3.45,17.68
2019-09-08,1,45.59,4.52,6.42,26.7,3.53,6.09,1.59,0.11,14.99,2.81,8.03,33.78,0.99,57.67,7.19,2.26,1.16,38.5,5.43,4.24,0.7,6.88,13.24,6.31,11.63,1.96,15.87,0.27,5.92,4.66,4.87,8.33,12.92,4.84,2.49,0.67,0.98,1.9,6.24,9.48,5.39,1.01,1.61,2.21,0.58,2.44,0.17,7.04,0.14,0.01,0.26,0.35,8.09
2019-09-09,1,0.54,0.57,37.55,0.64,36.12,2.71,12.73,0.02,9.17,11.86,0.06,13.46,0.38,0.01,15.68,1.15,15.37,3.22,5.81,0.71,1.47,0.95,1.19,0.45,25.02,0.85,0.06,0.07,6.24,51.42,9.9,29.9,1.03,10.9,0.06,0.55,3.15,3.55,4.76,12.27,1.68,14.64,1.44,1.22,34.13,0.13,0.15,35.25,0.13,10.06,4.33,3.34,8.52
2019-09-10,1,0.18,1.13,15.81,4.46,4.13,0.03,0.68,1.22,2.78,1.84,0.0,1.35,1.67,4.24,29.6,1.68,51.15,0.0,22.4,6.59,0.01,0.03,0.06,0.3,13.51,0.0,0.21,21.47,1.26,16.19,3.29,0.16,1.33,5.65,5.9,6.52,3.1,8.76,2.54,0.89,2.56,0.34,9.91,0.98,67.97,2.0,0.05,1.49,0.01,0.37,2.87,4.37,6.48
