date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,obs,mean
2020-08-01,1,19.24,15.84,21.95,25.33,20.2,13.4,17.95,21.06,22.58,36.3,21.43,28.15,22.0,17.51,27.98,15.16,12.96,12.23,28.97,24.29,20.34,26.88,19.07,23.11,14.24,21.74,19.73,12.69,29.03,24.18,14.74,20.96,26.49,27.72,21.82,42.14,18.81,29.15,18.35,20.77,31.95,18.46,21.36,19.96,27.62,18.71,19.25,21.1,23.02,26.44,21.02,17.11,22.07
2020-08-02,1,18.84,6.04,12.59,16.73,7.96,24.58,5.86,5.62,8.31,22.41,11.26,10.88,11.06,21.16,13.94,9.67,21.87,37.92,7.41,10.85,22.46,16.24,19.12,14.91,14.35,11.1,7.66,20.55,14.29,8.63,17.72,40.44,9.06,15.22,10.63,9.97,16.09,5.03,11.59,7.43,23.28,15.52,13.5,13.73,9.81,9.76,19.48,5.81,10.38,10.02,11.65,91.96,14.13
2020-08-03,1,5.13,6.34,3.52,5.31,2.89,3.43,4.3,2.94,2.43,6.06,5.55,3.81,12.53,3.11,0.88,0.85,5.17,8.21,3.03,1.2,3.58,2.73,6.21,2.97,7.63,2.02,4.22,2.53,6.76,1.64,2.99,3.24,2.42,31.87,4.14,2.37,5.21,0.88,4.4,4.14,9.27,3.23,5.99,1.22,7.88,6.74,5.81,7.07,1.91,6.19,7.56,41.9,4.93
2020-08-04,1,46.69,23.66,15.46,27.14,6.24,5.85,18.86,12.84,1.53,21.63,46.98,5.48,5.51,31.51,1.27,4.94,10.59,15.94,2.64,10.39,3.25,14.99,4.11,14.78,19.49,12.9,16.23,5.64,40.72,23.88,4.54,4.01,23.25,40.06,3.8,11.72,19.11,0.51,6.34,7.99,11.8,2.0,3.95,3.48,11.85,32.0,1.09,5.73,11.98,13.97,1.57,36.73,13.57
2020-08-05,1,3.75,33.45,30.69,35.5,9.14,27.84,21.97,20.88,20.94,22.04,32.57,24.14,34.96,42.08,31.58,37.13,32.69,24.75,1.48,42.09,0.72,42.68,37.56,20.82,24.23,16.66,45.29,11.01,18.56,26.47,4.77,39.28,41.24,24.97,22.52,32.46,30.37,2.28,15.22,4.68,15.16,17.67,13.21,35.82,38.2,24.49,14.88,13.09,21.42,35.5,14.19,24.43,24.22
2020-08-06,1,80.13,87.18,11.2,22.84,18.86,54.31,1.36,5.92,90.2,30.42,39.33,21.74,11.67,75.25,20.45,8.44,44.16,4.62,29.13,35.67,2.63,51.46,10.08,34.68,12.94,57.1,11.99,18.96,1.78,25.49,3.03,25.46,48.68,25.09,29.4,8.74,53.46,5.06,19.86,1.59,30.35,6.23,5.66,7.34,85.62,3.79,14.7,20.78,31.83,6.17,28.03,57.95,27.08
2020-08-07,1,36.84,53.17,36.21,20.94,41.6,63.59,1.64,7.77,25.02,19.22,15.25,17.92,20.03,114.54,28.65,3.67,0.6,14.12,72.15,56.07,9.59,45.74,3.62,57.83,36.08,32.68,7.98,71.79,9.29,65.47,58.72,27.36,31.82,42.33,44.46,33.04,108.61,34.68,52.66,18.5,7.23,0.23,12.78,7.44,110.42,14.05,50.34,68.31,76.25,47.96,39.82,4.58,36.79
2020-08-08,1,38.61,47.44,3.5,13.48,4.52,51.12,49.87,26.1,15.21,18.58,40.92,35.57,100.11,14.48,14.55,28.29,16.78,39.58,66.72,19.63,14.6,24.2,3.18,57.72,68.73,4.96,8.98,7.34,38.06,14.8,64.28,28.73,3.06,19.99,87.42,20.57,30.54,23.88,73.51,5.93,0.42,0.66,14.61,23.19,2.07,81.88,44.14,57.06,63.12,69.68,11.25,15.09,31.64
2020-08-09,1,0.97,21.6,49.74,49.87,3.71,21.67,6.9,28.26,11.68,10.49,82.82,1.96,19.18,43.08,65.12,7.22,9.37,19.53,10.76,52.15,27.97,37.0,1.58,50.78,19.71,11.72,26.64,58.99,29.55,6.84,73.98,34.82,5.62,2.22,28.15,1.75,6.31,5.97,21.28,15.16,12.93,4.46,20.33,13.25,31.48,16.47,0.75,19.81,20.88,77.25,1.87,22.31,23.56
2020-08-10,1,0.73,14.49,0.91,7.11,13.37,30.32,0.9,3.03,2.26,7.65,23.32,1.54,24.62,45.86,36.29,5.21,4.09,8.73,0.92,5.85,18.99,8.94,0.73,28.08,10.4,13.52,25.4,8.31,14.16,54.93,16.6,11.22,3.31,4.1,12.04,17.34,5.57,22.24,28.58,9.72,22.15,2.16,28.24,4.95,40.62,10.56,0.93,104.76,1.67,18.29,29.83,27.76,15.99
2020-08-11,1,2.38,1.39,23.9,0.71,16.96,28.66,0.04,4.28,14.62,1.75,0.62,2.1,44.67,41.61,0.01,1.51,3.1,23.59,0.98,7.93,1.49,3.19,1.24,39.27,0.24,5.6,29.91,4.29,1.88,3.47,1.16,7.5,12.77,7.07,15.19,14.35,0.75,11.1,1.14,14.36,4.01,1.1,13.22,0.99,5.84,2.5,0.33,7.77,13.76,14.44,3.25,52.75,9.1
2020-08-12,1,3.14,1.15,8.2,0.49,5.34,38.48,0.88,5.78,7.13,2.14,1.81,0.79,49.03,48.62,7.98,0.13,0.06,46.47,2.74,15.27,4.08,0.47,0.47,9.03,1.7,3.4,1.51,2.65,1.08,0.69,0.02,0.66,7.53,0.67,7.26,2.01,0.69,9.53,0.2,2.86,2.27,0.59,19.73,0.3,1.95,0.05,0.14,13.61,22.53,0.37,1.39,0.6,7.16
2020-08-13,1,0.69,1.78,5.75,1.05,8.25,29.57,2.28,5.14,0.62,0.75,2.61,7.45,4.17,6.22,0.6,0.56,0.08,38.4,1.16,3.03,9.21,0.48,0.12,0.96,1.4,14.16,1.28,17.6,2.21,0.14,0.05,1.27,0.25,0.11,6.59,1.46,0.44,0.51,0.0,0.3,0.66,1.93,21.73,0.84,6.29,0.26,0.88,2.73,6.66,0.22,2.79,0.2,4.39
2020-08-14,1,7.05,0.6,1.72,0.6,19.99,19.41,35.56,21.91,4.1,3.2,0.73,0.38,3.84,0.31,0.84,0.77,0.07,43.38,0.25,0.83,1.84,0.24,0.72,0.36,2.43,1.39,0.38,35.78,0.3,0.17,0.02,1.71,0.65,0.12,2.26,6.25,1.15,0.87,0.5,0.91,1.69,3.31,1.96,1.75,2.98,1.1,0.05,1.6,29.39,0.42,15.64,3.07,5.56
2020-08-15,1,0.43,2.31,6.37,4.74,0.74,25.27,21.83,41.54,2.8,7.53,1.16,0.17,1.51,1.22,1.98,5.5,0.13,2.28,0.57,2.89,20.16,1.42,0.5,0.24,11.26,1.28,0.38,0.06,1.02,0.31,0.04,22.62,1.33,0.33,22.74,10.53,0.88,17.58,4.54,7.96,1.66,8.19,10.75,4.48,0.5,1.34,0.01,34.31,16.7,0.62,0.66,44.43,6.58
2020-08-16,1,0.24,1.96,7.25,0.01,2.61,6.3,3.12,25.07,2.7,16.42,0.36,0.6,0.0,0.2,3.77,2.49,0.48,7.77,0.57,3.48,2.26,0.29,2.88,0.26,3.1,0.53,1.7,0.05,3.87,0.01,3.35,19.51,0.73,0.94,0.84,5.69,3.22,43.96,1.38,19.12,26.78,2.88,5.73,12.45,1.0,0.32,0.04,35.98,30.86,8.61,2.62,0.08,6.4
2020-08-17,1,0.45,25.1,0.0,0.69,0.13,1.97,0.84,27.99,1.63,46.0,1.05,2.55,0.0,0.39,3.84,29.93,0.65,7.2,0.56,0.29,0.28,0.08,38.32,2.02,0.92,0.35,1.21,28.28,7.35,0.01,18.14,0.39,0.13,8.48,4.64,0.42,1.27,3.26,0.43,0.28,3.4,46.13,19.34,1.73,3.32,0.6,4.17,8.93,2.43,0.5,11.19,0.0,7.24
2020-08-18,1,0.32,4.19,0.02,1.36,4.64,0.26,21.79,29.36,0.86,23.97,3.23,3.09,0.16,0.08,1.93,4.11,0.25,4.46,1.4,8.53,0.23,0.04,0.75,0.06,0.65,0.81,1.64,23.1,53.34,6.78,19.36,0.5,0.38,2.68,4.27,0.2,0.06,1.36,0.02,0.18,3.14,0.71,71.61,3.09,11.65,0.08,3.65,11.53,0.36,0.2,1.11,0.0,6.62
2020-08-19,1,0.14,2.83,0.0,2.39,27.05,5.25,20.06,4.84,1.11,0.86,1.91,8.76,0.63,0.06,0.97,0.32,10.08,8.18,0.13,14.12,0.11,0.0,14.18,1.84,2.2,0.19,7.62,0.79,0.92,3.07,52.4,2.13,0.93,1.45,2.22,8.6,0.02,10.19,0.02,22.22,2.16,0.41,4.48,1.75,12.46,0.72,1.02,13.25,0.47,0.2,0.39,0.0,5.45
