date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2016-06-01,1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2016-06-02,1,0.0,0.01,0.0,0.19,0.58,0.0,0.0,0.0,0.0,0.07,0.0,0.09,0.28,0.32,0.0,0.0,0.0,0.0,0.02,0.76,0.0,0.02,0.0,0.43,0.0,0.0,0.11
2016-06-03,1,0.0,0.0,0.14,0.03,0.01,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.16,0.61,0.04,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2016-06-04,1,0.13,0.1,0.27,0.01,1.49,0.01,0.29,0.18,0.02,0.07,0.42,0.63,0.0,0.04,14.07,0.22,0.0,0.35,0.05,0.55,0.0,0.04,0.13,6.44,0.08,0.0,1.02
2016-06-05,1,0.19,0.04,0.01,0.0,1.02,0.0,0.18,0.28,0.01,0.18,0.1,0.04,0.01,0.0,1.85,0.3,0.0,0.07,0.1,0.09,0.43,0.19,0.01,0.67,0.13,0.0,0.24
2016-06-06,1,0.4,3.55,0.01,4.37,0.0,2.11,0.0,0.01,0.0,2.7,0.05,0.27,0.0,0.28,0.09,6.72,0.64,0.0,0.02,0.0,6.9,10.26,0.0,0.0,0.0,0.04,1.54
2016-06-07,1,0.01,0.52,0.05,10.91,0.0,12.45,0.01,0.01,0.11,7.37,0.02,0.02,0.01,0.25,1.19,0.1,0.44,0.0,0.01,0.0,2.11,1.33,0.0,0.0,0.0,0.23,1.48
2016-06-08,1,0.0,0.01,0.4,0.57,0.01,0.06,0.98,0.0,0.03,0.28,0.17,0.01,0.01,0.19,0.23,0.04,0.01,0.01,0.43,0.01,2.33,0.6,0.0,0.16,0.02,0.82,0.26
2016-06-09,1,0.0,0.07,0.24,1.37,0.65,0.11,0.84,0.0,0.14,0.67,0.04,0.44,0.29,0.04,0.02,0.0,0.0,0.0,0.31,0.0,0.67,0.68,7.84,0.55,0.01,0.01,0.6
2016-06-10,1,0.04,0.0,0.04,1.14,1.16,1.21,0.01,0.0,0.14,3.39,0.01,0.4,0.01,0.2,0.0,0.54,0.13,0.02,0.49,1.97,0.04,7.86,21.28,0.45,0.0,0.0,1.62
2016-06-11,1,4.09,0.0,0.0,0.03,5.27,1.11,4.94,0.34,0.04,19.45,0.31,0.08,0.01,0.25,0.01,0.07,0.06,0.12,3.08,0.16,0.27,2.64,0.16,3.71,0.05,0.32,1.85
2016-06-12,1,16.53,1.02,3.87,0.16,14.72,3.0,25.25,8.81,19.52,2.44,0.07,0.95,0.02,1.46,1.12,0.01,1.52,0.01,13.01,0.0,3.65,0.49,0.54,14.66,2.74,7.56,5.42
2016-06-13,1,4.13,23.84,26.55,3.77,0.43,0.06,6.35,6.38,25.82,2.34,0.0,25.68,0.13,12.13,4.59,0.1,0.26,0.0,0.84,0.0,5.05,0.13,0.0,0.15,0.02,1.25,5.95
2016-06-14,1,21.23,0.38,0.17,4.69,0.08,0.09,2.02,2.42,9.51,0.64,5.43,0.16,0.01,2.31,0.81,0.16,0.16,1.55,0.15,0.04,40.66,0.31,0.07,0.0,0.0,6.36,3.72
2016-06-15,1,5.73,0.05,0.0,0.77,0.1,13.9,0.48,0.64,20.45,1.15,2.77,0.0,0.08,0.59,0.51,0.34,1.83,0.01,0.32,2.65,3.77,0.37,14.0,0.0,0.01,6.5,2.82
2016-06-16,1,11.06,0.28,0.0,1.11,0.75,0.04,0.08,0.01,0.96,0.09,0.46,0.0,33.03,0.35,0.62,23.51,0.85,0.01,1.32,2.53,3.19,0.98,0.01,0.45,0.46,0.32,3.29
2016-06-17,1,0.63,0.03,10.08,17.93,0.2,0.62,0.13,1.23,0.73,0.11,0.46,0.17,0.07,0.83,0.32,1.74,0.03,0.04,0.79,3.42,4.68,1.59,0.07,0.93,4.97,0.0,2.07
2016-06-18,1,0.07,14.18,0.02,0.12,0.71,0.65,1.42,12.31,2.92,0.0,0.19,24.12,0.31,0.28,0.6,0.45,0.01,4.11,0.0,9.29,1.69,50.87,5.27,0.51,0.75,0.0,5.23
2016-06-19,1,1.67,45.2,0.05,0.0,0.89,0.49,0.19,0.75,0.83,0.23,0.88,11.26,6.73,0.01,0.57,0.85,11.41,1.58,1.54,1.32,0.21,1.07,17.89,0.76,2.46,0.38,4.35
2016-06-20,1,0.05,2.0,0.0,0.01,0.79,6.38,0.01,1.88,6.76,2.44,0.09,0.1,8.14,0.01,0.85,0.1,20.7,0.31,27.17,0.34,0.16,0.0,10.99,5.08,0.22,0.0,3.78
2016-06-21,1,11.82,0.32,0.19,0.01,0.73,0.46,0.0,0.12,7.88,33.39,1.39,0.28,2.2,0.0,3.62,0.0,1.14,28.16,2.31,0.3,6.38,0.02,5.76,3.24,0.23,0.01,4.4
2016-06-22,1,8.06,0.05,28.46,0.07,9.85,15.58,0.02,0.04,0.33,2.36,0.13,0.1,17.15,0.01,2.44,4.12,0.16,8.07,0.38,0.37,16.52,0.0,28.32,0.03,1.44,2.66,5.76
2016-06-23,1,1.55,1.67,17.86,0.01,0.77,9.91,1.59,10.18,0.28,0.72,0.0,0.1,23.78,5.03,11.35,8.22,2.07,1.36,1.72,3.89,5.58,0.0,0.47,0.0,1.34,0.01,4.38
2016-06-24,1,0.84,0.55,11.53,7.66,0.04,2.38,6.92,39.8,1.88,0.33,0.04,0.02,5.38,1.25,17.8,34.27,17.91,2.26,4.62,0.28,0.7,0.01,0.16,13.51,1.06,19.63,6.85
2016-06-25,1,0.1,0.37,1.29,1.4,0.18,6.46,0.42,32.69,6.23,0.38,13.86,1.03,4.29,5.99,0.79,2.03,8.57,0.01,5.79,0.01,11.63,3.19,41.33,37.47,2.29,0.18,7.51
2016-06-26,1,0.25,0.83,7.55,3.21,15.71,9.4,1.25,5.7,0.64,0.04,4.09,1.64,0.81,0.1,1.96,2.15,14.7,1.66,2.43,4.06,1.81,36.35,22.77,35.33,5.17,0.01,7.18
2016-06-27,1,2.33,1.8,4.54,2.37,15.81,2.29,0.77,19.84,2.41,40.2,7.89,1.44,1.63,0.61,23.42,2.54,23.56,2.0,5.91,0.04,0.65,30.15,20.55,3.57,34.75,0.34,10.04
2016-06-28,1,0.1,0.6,5.54,8.75,0.9,23.6,0.39,19.39,0.14,0.71,14.29,2.55,1.94,14.23,57.08,13.04,0.61,0.16,15.05,2.47,46.19,16.08,4.55,0.81,5.84,0.11,10.2
2016-06-29,1,0.01,0.01,2.1,1.03,0.07,6.47,0.61,2.44,0.04,8.72,10.05,2.06,0.79,19.01,0.66,6.42,0.59,1.07,0.13,27.72,20.73,8.51,7.77,1.23,0.62,0.0,5.15
2016-06-30,1,8.16,2.62,1.48,1.12,35.45,0.4,6.57,3.38,0.58,6.91,0.22,0.15,0.24,7.85,0.4,1.62,13.53,2.45,0.0,4.0,0.15,2.01,2.62,13.48,2.44,0.58,4.71
2016-07-01,2,4.67,6.56,2.03,0.46,6.07,0.36,7.38,1.95,1.38,0.09,3.99,0.01,0.09,0.01,0.1,0.56,2.07,0.79,0.04,0.07,0.75,3.3,24.82,2.72,2.09,62.1,2.89
2016-07-02,2,24.96,19.6,2.58,8.5,47.56,2.08,9.15,1.24,0.54,1.32,8.97,0.01,0.04,18.51,0.27,10.19,1.13,0.13,0.27,23.56,0.8,16.19,42.09,1.26,0.21,16.02,9.65
2016-07-03,2,2.6,53.02,0.19,34.03,0.59,2.02,1.44,12.02,0.11,0.0,35.49,2.67,0.0,9.84,4.76,0.79,1.72,0.19,4.51,20.71,26.98,1.13,7.31,1.5,0.91,1.57,8.98
2016-07-04,2,0.83,53.52,0.19,29.44,0.84,17.86,6.86,8.55,1.33,0.12,27.48,0.31,0.21,115.73,17.54,0.37,3.99,0.07,1.19,2.26,70.11,0.55,0.56,3.26,0.0,138.72,14.53
2016-07-05,2,1.87,22.19,0.9,14.1,5.17,10.36,36.39,2.56,10.46,2.19,23.23,1.16,0.0,54.7,25.87,0.68,8.56,0.04,48.43,3.3,3.89,0.01,0.24,1.25,0.01,63.3,11.1
2016-07-06,2,5.81,0.72,58.06,34.59,1.03,9.77,16.31,0.58,41.91,17.36,16.01,1.31,1.74,7.8,33.05,0.19,12.11,1.95,48.22,3.49,10.82,1.83,1.8,20.3,0.02,23.85,13.87
2016-07-07,2,42.74,0.35,101.57,12.41,1.99,19.28,2.44,35.77,19.81,0.2,10.06,9.09,0.1,0.0,48.31,0.02,6.79,2.38,63.56,0.24,23.93,2.5,0.08,17.18,0.79,0.91,16.86
