date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,obs,mean
2018-07-01,1,25.7,19.93,38.11,44.11,15.86,29.09,42.32,40.0,19.48,47.01,37.32,46.21,36.02,29.12,30.25,21.88,41.13,33.94,24.21,47.4,28.85,43.63,30.8,23.3,40.26,47.43,16.14,43.17,40.73,28.89,42.77,40.7,25.84,33.86,41.65,40.47,40.26,36.12,30.8,33.71,32.52,26.31,38.91,27.38,33.74,41.38,27.02,24.25,46.63,18.75,36.92,78.98,33.97
2018-07-02,1,21.82,31.1,13.73,17.38,23.41,22.91,20.36,29.62,18.74,35.11,16.79,23.22,20.83,23.47,11.22,33.14,11.57,13.08,17.72,22.73,20.29,21.25,35.36,17.03,19.11,21.45,31.79,31.85,18.3,6.1,29.71,25.35,17.81,14.7,25.39,21.56,18.28,13.34,33.33,32.91,20.16,16.08,21.34,14.42,35.64,33.35,16.54,34.19,18.47,15.75,26.38,51.62,22.26
2018-07-03,1,21.86,11.16,22.63,14.25,9.06,22.38,8.72,26.74,1.29,12.39,28.8,21.1,9.94,17.63,8.61,3.95,6.98,8.36,17.13,9.66,16.78,14.14,13.64,32.98,2.41,8.71,16.66,11.64,15.75,9.41,13.28,19.44,10.69,8.75,36.41,19.15,11.35,11.04,31.05,13.98,18.33,5.01,14.68,14.31,14.67,23.11,5.53,11.51,12.51,18.92,48.87,4.01,15.44
2018-07-04,1,1.53,4.07,0.51,6.76,2.96,7.74,1.91,25.63,10.3,10.47,1.42,5.44,13.85,6.84,0.24,1.23,5.5,2.37,3.58,8.82,1.65,16.1,16.01,1.48,4.58,4.25,2.52,5.7,0.65,3.4,6.89,1.04,2.36,6.97,1.07,1.25,4.68,1.72,1.39,3.07,6.96,5.26,2.93,2.37,0.13,1.21,42.34,5.11,1.51,10.57,0.78,22.41,5.63
2018-07-05,1,0.73,1.35,4.65,5.49,8.31,72.6,0.48,0.33,96.01,9.77,1.35,7.47,56.49,17.27,0.86,7.07,4.73,15.37,55.71,2.26,4.17,15.42,0.43,2.2,1.96,0.31,18.8,0.97,0.96,0.14,2.29,0.94,72.32,8.72,1.08,3.95,5.74,2.24,2.42,2.25,3.75,6.2,2.59,2.47,1.56,1.12,0.73,34.55,6.58,2.09,0.71,14.96,11.33
2018-07-06,1,0.8,1.13,4.12,15.9,70.3,0.66,1.02,0.46,61.26,1.37,3.69,2.68,0.84,1.12,27.81,1.41,1.64,7.21,48.07,0.3,37.53,7.49,0.61,16.44,0.37,5.45,0.77,2.2,7.22,1.93,0.81,1.16,5.4,3.76,0.97,4.5,1.2,0.85,2.43,1.15,1.42,1.77,7.42,8.31,0.51,1.24,1.15,7.84,1.29,48.13,0.77,1.7,8.51
2018-07-07,1,0.2,1.06,0.77,2.41,1.15,0.32,1.41,0.51,0.39,35.21,2.49,3.33,0.57,1.16,24.05,3.53,0.08,0.4,0.33,0.85,3.41,1.42,9.5,3.11,1.89,0.16,0.27,12.21,26.97,1.31,1.77,2.9,0.08,1.9,0.32,0.9,0.55,1.05,1.19,1.03,1.53,0.27,1.02,1.3,1.28,1.44,11.53,0.6,0.92,7.05,1.59,0.46,3.54
2018-07-08,1,0.45,3.03,5.57,27.49,0.16,0.77,1.59,0.33,0.07,15.35,1.94,8.67,7.12,1.26,7.74,4.92,0.0,0.0,0.01,1.8,0.5,1.05,54.98,7.74,55.31,0.88,2.71,1.32,0.27,2.43,0.46,9.32,24.53,0.04,20.8,0.34,1.36,0.22,0.31,0.08,0.62,0.09,0.78,1.19,1.27,0.3,1.17,0.46,0.33,0.15,25.31,0.01,5.97
2018-07-09,1,27.87,0.9,1.87,37.63,2.07,3.02,0.56,0.1,0.19,24.5,28.01,16.13,45.39,1.84,0.59,4.12,26.39,0.03,3.51,0.91,52.34,50.43,5.48,4.56,4.9,17.52,7.96,3.74,0.53,1.42,9.95,6.46,20.06,12.45,0.57,1.55,0.74,45.46,20.57,2.47,2.78,0.81,1.37,40.48,0.68,1.86,20.75,81.73,0.02,0.75,43.26,24.59,13.52
2018-07-10,1,17.43,1.15,2.63,38.76,1.23,0.98,0.16,0.65,0.23,0.73,43.97,81.9,0.56,46.04,17.17,0.25,6.8,31.52,34.05,0.08,1.16,84.25,0.05,1.59,7.63,20.76,24.36,0.46,59.65,1.32,90.41,3.99,69.91,29.25,0.2,0.56,0.13,8.4,7.03,1.58,12.34,8.67,4.28,16.68,10.04,4.29,8.09,26.0,39.93,0.24,4.65,3.2,17.14
2018-07-11,1,21.7,2.75,2.91,15.66,21.42,1.13,0.57,0.0,1.16,9.0,45.06,9.08,1.19,11.24,6.74,0.05,2.47,28.13,40.61,1.12,6.02,30.66,0.75,5.59,1.09,15.96,3.89,2.15,1.66,13.21,2.87,4.22,8.72,26.59,0.65,3.95,3.81,0.11,44.55,0.33,6.15,20.28,0.28,24.23,6.64,4.17,0.65,49.54,18.93,4.12,0.6,3.94,10.48
2018-07-12,1,23.16,0.91,0.24,4.53,0.93,0.75,1.51,0.04,2.15,3.87,0.26,40.64,8.95,29.28,8.96,0.35,25.31,10.74,24.58,9.94,3.02,1.2,9.89,4.63,0.01,3.57,18.34,3.25,1.33,5.82,1.71,11.06,6.78,26.68,1.08,4.27,21.51,0.6,46.53,3.65,5.14,6.1,1.63,25.34,0.96,8.89,1.83,6.14,30.13,1.8,1.2,0.06,9.04
