date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,obs,mean
2018-04-01,1,0.44,0.06,0.73,0.43,0.34,0.64,0.15,0.21,0.62,0.73,0.16,0.42,0.27,0.24,0.31,0.3,0.23,0.29,0.28,0.24,0.75,0.08,0.71,0.12,0.68,0.73,0.17,0.24,0.43,0.09,1.39,0.17,0.39,0.08,0.68,0.58,0.23,1.3,0.34,0.59,0.88,0.3,0.14,0.65,0.12,0.92,0.19,0.37,0.2,0.73,0.25,0.0,0.42
2018-04-02,1,0.03,0.0,0.13,0.0,0.13,0.05,0.06,0.0,0.22,0.04,0.07,0.09,0.03,0.0,0.05,0.11,0.01,0.03,0.02,0.0,0.14,0.0,0.15,0.0,0.18,0.08,0.02,0.04,0.16,0.13,0.0,0.15,0.03,0.02,0.04,0.01,0.14,0.01,0.17,0.28,0.0,0.28,0.07,0.05,0.06,0.0,0.11,0.14,0.02,0.17,0.04,0.0,0.07
2018-04-03,1,7.05,1.83,12.29,3.62,14.59,11.86,3.85,16.66,9.77,3.02,9.24,4.8,16.09,2.63,8.52,6.14,5.42,3.67,7.41,5.06,2.95,3.44,11.47,1.8,7.14,1.32,6.9,7.8,8.37,10.26,5.6,3.49,11.54,8.21,7.97,3.73,3.84,6.15,10.91,2.53,18.6,21.89,1.43,3.5,1.72,3.98,16.73,9.52,4.15,1.73,16.19,0.03,7.42
2018-04-04,1,15.86,11.47,8.3,19.46,18.75,14.63,11.74,8.66,12.72,8.23,13.87,8.07,17.57,8.57,13.75,11.94,7.35,22.51,2.07,11.8,15.37,9.62,20.03,24.89,1.03,4.97,12.88,6.85,10.55,32.97,8.47,13.19,6.49,2.13,3.17,21.72,16.29,9.7,21.0,13.92,5.12,0.72,15.66,8.47,10.91,18.61,5.25,12.99,23.12,13.28,11.15,24.04,12.31
2018-04-05,1,17.83,6.85,19.34,15.34,31.75,3.63,27.69,15.94,17.84,25.48,7.42,18.52,8.97,5.24,35.84,4.35,13.58,15.52,17.43,14.55,25.76,24.74,7.07,14.19,16.61,25.11,20.33,14.39,34.32,12.75,10.66,28.64,29.28,36.79,6.36,2.86,19.18,14.26,2.18,9.92,19.69,1.82,10.59,10.02,17.67,21.28,15.36,15.97,16.77,1.0,19.14,11.77,16.23
2018-04-06,1,0.93,10.21,0.74,2.25,2.86,0.19,5.81,2.79,2.19,2.15,1.82,6.87,4.12,3.67,2.48,0.28,2.88,1.08,1.8,1.09,0.81,3.33,1.34,1.91,1.29,5.75,0.3,9.62,0.66,0.54,7.39,7.31,2.23,2.53,6.39,4.09,2.13,1.08,6.07,4.3,13.21,7.33,1.45,1.53,2.59,10.24,1.46,3.67,1.77,12.82,0.93,11.3,3.57
2018-04-07,1,0.32,0.29,0.66,1.94,0.92,0.0,0.29,0.28,0.61,0.18,0.09,2.04,2.89,1.32,1.76,0.0,0.63,1.74,0.0,0.08,0.21,0.54,0.0,0.79,1.21,0.0,5.59,0.85,0.05,0.21,0.81,0.05,0.18,0.04,1.38,0.1,1.33,4.1,0.96,0.94,0.28,0.26,0.27,0.93,1.07,0.74,0.04,0.66,0.07,0.33,0.41,1.27,0.79
2018-04-08,1,0.33,0.02,1.12,0.0,1.31,0.44,0.89,3.72,0.03,0.04,0.48,0.0,0.31,0.63,0.23,0.0,0.92,0.4,4.33,1.3,0.33,0.47,2.04,0.57,1.48,13.83,0.24,0.0,0.01,1.26,3.0,0.2,0.32,0.08,5.65,2.27,0.15,0.42,0.0,0.62,0.7,0.0,0.28,0.15,0.15,0.51,0.15,0.58,4.3,0.44,0.28,1.73,1.12
2018-04-09,1,7.71,4.32,3.8,3.32,0.0,5.44,5.23,13.16,10.8,11.05,0.01,5.47,0.4,3.79,8.38,16.2,0.77,0.59,1.23,8.52,4.17,0.52,2.9,10.41,7.96,8.38,1.53,9.12,10.07,0.01,0.09,21.82,0.0,0.4,0.56,14.33,0.84,0.22,9.86,0.0,6.3,10.96,4.42,0.12,0.0,0.24,0.01,0.25,0.81,0.13,2.04,0.21,4.68
2018-04-10,1,1.4,0.44,0.0,0.1,7.79,0.15,5.54,1.39,1.49,0.0,0.0,16.32,17.49,0.58,0.1,6.51,0.01,0.05,3.03,12.99,0.45,0.15,0.0,6.9,0.0,2.79,0.5,0.81,7.23,0.0,0.0,2.25,0.0,3.63,0.0,0.1,7.21,0.41,0.01,0.59,1.2,1.44,8.12,1.51,1.43,1.45,14.62,2.48,4.86,0.0,2.46,2.36,2.9
