date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2014-06-01,1,0.31,0.11,0.25,0.22,0.34,0.19,0.27,0.3,0.54,0.16,0.44,1.13,0.34,0.64,0.04,0.02,0.32,0.04,0.09,0.53,0.71,0.09,0.42,0.06,0.31,0.0,0.31
2014-06-02,1,10.91,13.51,7.8,14.92,9.23,5.79,12.68,9.73,10.54,6.65,15.39,8.98,13.03,5.32,4.09,13.92,7.79,10.92,3.17,6.59,6.6,6.47,10.32,10.13,9.23,0.15,9.35
2014-06-03,1,16.68,5.4,18.37,14.88,13.56,14.07,11.6,19.68,10.78,9.13,9.75,11.76,13.51,15.16,3.21,16.76,10.76,18.0,16.86,14.72,24.15,10.14,12.46,13.94,9.71,6.35,13.4
2014-06-04,1,11.28,1.01,5.9,9.15,11.35,8.37,7.53,5.49,6.22,5.27,12.85,5.67,12.75,5.23,5.31,5.39,6.38,8.6,18.61,4.76,2.59,11.12,7.49,6.37,1.36,0.77,7.44
2014-06-05,1,1.76,1.32,0.02,1.85,3.32,0.89,2.11,0.73,1.08,1.38,9.49,1.99,0.14,0.73,0.24,0.3,0.53,1.22,3.6,0.09,3.25,2.09,1.44,1.44,1.76,1.58,1.71
2014-06-06,1,0.48,0.46,0.45,0.41,1.14,0.02,0.13,0.19,0.07,0.93,0.64,0.78,0.31,0.87,0.07,0.13,0.19,0.07,0.47,0.19,0.99,0.3,2.02,2.84,1.07,0.03,0.61
2014-06-07,1,0.4,0.46,3.36,5.16,4.19,0.11,0.15,9.28,2.16,0.36,1.96,0.73,0.16,3.6,0.05,0.1,0.01,0.42,0.88,3.93,2.98,2.74,0.54,1.58,0.86,0.43,1.85
2014-06-08,1,0.49,0.55,1.82,1.96,1.67,6.0,0.08,11.85,0.01,3.6,0.34,0.03,0.28,0.16,0.21,0.0,3.66,2.76,0.47,0.74,0.19,0.3,0.74,3.91,1.2,3.14,1.72
2014-06-09,1,0.22,0.73,3.69,1.16,0.64,12.59,1.19,0.13,2.9,0.15,0.26,0.1,0.89,0.07,0.03,0.53,0.15,0.4,0.0,0.66,0.45,7.71,1.05,0.04,0.29,12.81,1.44
2014-06-10,1,0.07,0.56,10.3,1.8,0.02,1.49,0.97,0.02,6.41,1.33,0.43,0.15,5.4,0.01,0.0,7.48,0.0,2.94,0.1,14.75,0.37,1.05,0.58,0.02,0.02,5.69,2.25
2014-06-11,1,0.0,0.37,2.93,8.73,0.01,0.32,0.12,0.93,0.82,4.63,0.07,0.47,2.63,0.01,0.04,3.98,0.03,0.06,0.0,1.86,0.25,5.07,2.77,0.73,0.0,1.93,1.47
2014-06-12,1,0.0,0.01,8.37,0.11,0.01,0.1,0.01,0.01,0.01,3.71,2.41,0.0,4.53,0.33,0.04,0.42,0.0,0.65,0.18,0.04,0.3,0.73,0.05,0.0,0.0,3.15,0.88
2014-06-13,1,0.06,0.02,1.26,0.08,0.11,0.01,1.56,0.65,0.01,0.29,1.45,0.0,0.43,0.58,0.6,0.22,0.41,5.91,0.04,0.48,6.26,0.0,1.47,0.0,0.0,1.72,0.88
2014-06-14,1,0.03,0.53,0.75,0.09,0.03,0.01,0.75,0.77,0.07,0.07,1.01,0.26,1.51,0.57,17.89,0.1,2.23,1.14,1.08,0.2,1.79,0.13,2.1,0.01,0.0,0.01,1.32
