date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2013-11-01,1,0.07,0.12,0.22,0.16,0.12,0.07,0.27,0.11,0.21,0.28,0.11,0.22,0.21,0.2,0.2,0.28,0.21,0.45,0.13,0.1,0.26,0.29,0.06,0.12,0.26,0.0,0.19
2013-11-02,1,0.5,0.89,1.4,0.46,1.5,0.98,0.21,0.98,3.13,1.88,0.2,0.11,0.74,0.27,1.76,0.19,2.27,4.05,4.68,2.13,0.27,1.19,2.58,0.61,1.3,2.95,1.37
2013-11-03,1,2.03,0.02,2.4,2.12,0.05,0.94,1.09,0.03,6.14,2.96,0.3,0.26,0.51,1.73,0.12,0.35,0.06,0.24,1.1,0.36,2.32,3.18,0.45,0.02,1.66,0.06,1.22
2013-11-04,1,0.07,0.04,0.26,0.11,0.13,0.07,0.02,0.02,0.3,0.16,0.04,0.13,0.07,0.03,0.07,0.06,0.27,0.01,0.67,0.15,0.13,3.24,0.0,0.24,0.04,1.61,0.25
2013-11-05,1,0.15,0.22,0.0,0.0,0.8,0.0,0.78,0.05,0.0,0.04,0.04,0.04,0.49,0.02,0.05,0.19,0.02,1.24,0.13,0.01,0.07,0.02,0.0,0.04,0.68,0.0,0.2
2013-11-06,1,0.28,0.12,0.02,0.28,0.49,0.07,0.77,0.7,0.08,0.03,1.27,2.18,1.57,0.12,0.28,0.16,0.14,0.87,0.15,0.31,0.25,0.26,0.24,0.34,0.71,0.3,0.47
2013-11-07,1,0.0,0.01,0.0,0.0,0.01,3.85,0.0,0.09,2.78,7.83,0.0,0.0,6.52,0.45,0.0,0.0,0.02,0.01,0.0,0.38,0.0,0.05,0.15,2.23,0.01,1.09,0.98
2013-11-08,1,20.56,15.36,1.16,0.27,9.47,0.0,0.41,0.12,0.0,5.58,0.69,0.42,0.21,0.19,0.4,0.65,0.0,0.11,0.24,1.19,8.2,0.17,0.24,0.06,3.21,0.0,2.76
2013-11-09,1,2.01,0.02,2.43,1.25,0.72,0.21,0.59,1.43,0.0,0.0,0.0,0.7,0.0,3.47,11.08,0.01,4.51,0.0,0.22,0.02,0.83,0.01,1.47,0.0,0.13,6.06,1.24
2013-11-10,1,0.15,0.0,0.02,0.07,0.0,5.69,0.02,0.21,9.85,0.0,0.0,0.58,0.0,0.34,1.5,0.05,10.67,0.0,0.0,0.6,0.0,0.0,0.09,0.0,0.24,2.35,1.2
2013-11-11,1,0.4,0.61,0.07,0.02,0.0,0.02,0.63,0.05,1.04,0.02,0.0,0.1,0.0,0.0,0.23,0.0,0.19,1.13,0.01,0.44,0.24,0.0,0.34,0.0,0.01,0.0,0.22
2013-11-12,1,0.0,0.35,0.05,0.02,0.93,0.0,1.05,0.05,0.0,0.5,0.07,0.02,0.01,2.22,0.38,0.0,0.0,11.28,0.0,0.02,2.03,0.0,0.0,0.0,0.5,0.0,0.78
2013-11-13,1,1.1,0.0,0.0,0.36,3.74,0.0,3.49,0.01,0.0,3.27,0.02,0.0,0.03,2.98,0.0,0.25,0.21,0.86,0.25,0.0,9.46,5.95,0.0,8.36,1.83,0.0,1.69
