date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2015-10-01,1,13.64,15.55,9.41,21.14,10.9,9.88,18.84,21.64,9.34,15.05,10.79,20.05,17.91,12.77,11.52,14.65,14.22,8.81,22.1,17.27,15.02,17.24,10.25,13.17,13.62,35.12,14.59
2015-10-02,1,0.02,0.03,0.01,0.02,0.13,0.02,0.95,0.02,0.13,0.05,0.11,0.05,0.15,0.06,0.16,0.06,0.04,0.03,0.02,0.01,0.04,0.03,0.0,0.2,0.02,0.02,0.09
2015-10-03,1,0.04,0.29,0.01,0.16,0.38,0.02,0.26,0.1,0.38,0.18,0.28,0.03,0.2,0.13,0.15,0.26,0.11,0.05,0.08,0.09,0.37,0.06,0.08,0.32,0.46,0.0,0.18
2015-10-04,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.09,0.01,0.02,0.04
2015-10-06,1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.01,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
2015-10-07,1,0.0,0.04,0.0,0.14,0.0,0.0,0.0,0.0,0.15,0.0,0.17,0.01,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.02
2015-10-08,1,0.02,0.0,0.01,0.56,0.0,0.07,0.0,0.0,0.72,0.0,1.33,0.01,0.97,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.15
2015-10-09,1,0.23,0.01,0.12,1.42,0.0,0.13,0.08,0.43,1.03,0.0,0.23,0.02,0.01,0.0,0.57,0.01,0.43,0.78,0.05,0.0,0.03,0.07,0.03,0.0,0.91,0.01,0.26
2015-10-10,1,0.32,0.03,0.0,2.32,1.18,0.46,0.88,0.44,0.12,0.0,0.02,0.14,0.24,0.39,0.01,0.06,0.0,0.12,0.04,0.0,1.7,0.02,0.06,0.0,0.07,7.24,0.34
2015-10-11,1,0.0,0.24,0.05,0.0,3.06,0.74,0.72,1.83,5.83,0.07,0.0,3.27,0.01,0.43,0.0,0.76,0.1,0.0,0.04,0.1,0.27,0.09,0.01,0.01,0.0,1.73,0.71
2015-10-12,1,0.01,0.34,0.65,0.23,0.03,1.1,0.04,0.2,26.8,0.17,0.14,0.95,0.01,0.02,0.0,0.51,0.0,0.13,0.0,0.0,0.01,0.06,1.51,0.44,0.0,0.08,1.33
2015-10-13,1,0.02,0.2,0.0,0.11,0.44,0.0,0.28,0.0,5.68,0.0,0.09,4.15,0.02,0.09,0.13,0.01,0.0,2.89,0.01,0.0,1.5,0.0,0.1,8.2,0.0,0.03,0.96
