date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2012-07-01,1,0.28,0.62,0.22,0.19,0.27,0.11,0.54,0.43,0.1,0.37,0.45,0.07,0.38,0.18,0.27,0.36,0.21,0.15,0.33,0.26,0.36,0.44,0.21,0.39,0.21,0.26,0.3
2012-07-02,1,1.04,0.12,0.67,0.57,0.12,0.01,0.25,0.31,0.42,0.18,0.34,0.5,0.39,0.03,0.8,0.03,0.19,0.72,0.01,0.05,1.59,0.73,0.22,0.02,0.07,0.0,0.38
2012-07-03,1,14.26,1.51,18.36,43.96,12.59,1.08,11.67,3.84,3.13,7.5,2.07,3.61,0.97,3.15,2.91,1.63,5.32,12.66,2.09,3.23,6.31,24.17,1.0,6.23,2.15,1.03,7.82
2012-07-04,1,31.84,6.54,8.98,0.89,2.56,32.3,20.42,6.62,30.25,37.59,4.95,1.58,2.03,8.68,13.93,1.04,17.48,29.46,2.82,2.91,32.54,0.36,18.07,0.62,6.35,0.12,12.83
2012-07-05,1,0.04,3.06,0.1,0.08,1.02,2.9,0.01,1.72,0.14,1.62,33.28,0.22,41.51,1.23,35.38,0.57,8.23,1.51,0.16,3.61,1.95,0.46,0.59,0.03,5.65,11.11,5.8
2012-07-06,1,0.02,60.32,2.31,1.0,0.36,1.29,0.13,0.04,46.32,0.04,73.9,0.43,62.0,0.39,0.83,4.45,0.49,2.19,22.55,9.78,0.15,14.38,0.1,10.42,6.02,172.91,12.8
2012-07-07,1,5.39,1.6,12.97,0.01,1.4,15.43,31.85,9.68,6.41,51.05,0.04,14.57,1.94,6.79,0.77,10.25,16.87,30.37,37.86,64.78,1.56,28.34,3.66,14.91,0.83,0.53,14.77
2012-07-08,1,7.88,0.08,1.99,10.63,1.31,2.85,23.58,1.59,14.54,0.93,1.99,3.87,18.11,5.48,1.38,0.5,8.07,3.33,18.81,1.96,7.13,15.0,14.46,0.16,12.45,0.0,7.12
2012-07-09,1,2.42,1.4,0.98,36.69,0.43,43.75,66.32,15.72,24.0,0.54,0.78,0.02,25.81,16.55,31.97,0.11,0.25,0.39,0.21,5.02,2.08,13.22,0.66,13.36,19.4,0.77,12.88
2012-07-10,1,60.38,12.58,29.79,7.65,0.33,3.93,6.2,13.04,36.85,0.44,4.25,0.51,8.39,4.56,49.48,0.43,0.0,11.41,5.84,2.05,0.2,1.35,35.95,8.3,16.31,0.04,12.81
