date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2014-11-01,1,1.59,1.43,1.12,1.6,1.3,1.38,1.53,1.86,1.03,2.18,0.39,0.89,2.01,1.69,1.9,1.45,1.8,1.99,1.27,0.98,2.34,1.86,0.88,1.3,1.83,3.58,1.5
2014-11-02,1,0.14,0.24,0.02,1.17,0.35,0.37,0.57,0.03,0.13,0.84,0.02,0.0,0.26,0.09,0.32,0.2,0.46,1.07,0.02,0.07,0.41,1.15,0.07,0.11,0.31,3.02,0.34
2014-11-03,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-04,1,0.02,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-05,1,0.12,0.11,0.08,0.0,0.07,0.02,0.04,0.09,0.02,0.21,0.06,0.09,0.06,0.01,0.02,0.02,0.02,0.12,0.16,0.02,0.34,0.03,0.02,0.02,0.08,0.0,0.07
2014-11-06,1,0.22,0.31,1.52,0.19,0.0,0.4,1.66,3.06,1.51,0.58,0.98,0.49,0.36,1.05,1.72,0.38,0.4,0.42,0.84,0.21,1.79,0.4,0.96,0.55,1.1,0.04,0.84
2014-11-07,1,0.11,0.54,0.21,0.62,0.16,0.26,0.1,0.04,0.47,0.03,0.52,1.11,1.85,6.16,0.98,0.77,0.23,1.24,1.6,0.0,0.21,0.76,1.09,0.1,0.54,0.44,0.79
2014-11-08,1,2.52,0.0,0.09,0.14,0.0,0.0,0.03,0.0,0.0,0.03,1.36,0.0,0.27,1.99,0.0,0.38,0.65,0.07,1.68,0.01,0.13,0.18,0.0,2.41,0.02,0.18,0.48
2014-11-09,1,0.0,0.0,3.39,0.62,0.01,0.0,0.0,0.12,2.55,0.0,4.37,0.01,0.07,0.08,0.0,0.0,0.02,0.76,0.14,0.25,0.9,0.0,0.0,0.0,0.06,0.02,0.53
2014-11-10,1,0.0,0.55,7.86,3.11,0.02,0.0,0.17,0.0,0.15,0.01,0.1,0.35,0.0,0.03,0.08,0.08,0.17,0.96,0.61,0.0,20.42,0.01,0.03,0.0,1.8,0.0,1.46
