date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,obs,mean
2018-11-01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-02,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
2018-11-03,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-04,1,0.0,0.0,0.01,0.16,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
2018-11-05,1,0.02,0.12,1.78,0.87,1.01,0.07,1.03,0.06,0.12,0.36,0.19,0.88,0.11,1.02,1.01,0.06,1.56,1.03,0.05,1.15,1.04,0.04,0.4,0.05,0.87,0.28,1.26,1.15,0.2,0.17,0.63,0.37,0.84,0.08,0.16,0.03,1.47,2.26,2.09,0.66,0.07,1.75,0.02,0.43,0.55,0.0,0.36,0.1,0.21,0.73,0.34,0.0,0.61
2018-11-06,1,2.11,0.72,1.86,3.44,2.62,0.31,4.53,3.95,0.13,1.01,0.01,2.21,1.93,2.46,1.74,0.45,5.43,1.43,0.4,3.73,0.92,0.4,3.8,1.95,0.42,1.36,0.24,3.91,0.22,2.72,2.73,8.62,0.43,0.28,2.85,0.13,2.05,2.74,2.63,2.02,0.14,0.31,0.41,1.65,0.4,0.51,0.46,0.7,5.21,0.99,6.52,0.0,1.93
2018-11-07,1,0.09,0.14,0.84,1.04,0.38,0.59,0.78,1.11,0.33,0.68,0.54,0.79,0.21,0.92,3.96,0.3,0.54,3.39,0.53,0.55,0.21,0.48,0.9,1.49,0.61,0.55,2.07,1.86,0.16,1.71,1.92,3.58,0.07,0.06,5.55,0.01,0.23,0.52,0.33,1.19,4.5,0.14,0.44,1.55,0.07,0.05,3.47,0.07,0.38,0.05,1.13,4.49,1.04
2018-11-08,1,0.0,0.01,3.35,0.72,0.41,0.0,0.13,0.45,0.01,0.09,0.1,3.31,0.26,0.0,3.12,0.12,0.02,1.38,17.72,0.01,0.27,0.01,6.86,0.72,0.12,1.37,0.0,0.12,0.2,0.94,0.06,0.49,0.02,0.46,11.73,0.04,0.0,0.0,0.05,3.91,9.87,0.07,0.0,3.13,0.01,0.15,2.98,0.17,0.05,0.04,0.0,42.38,1.47
2018-11-09,1,0.0,0.12,2.66,4.78,0.23,0.02,0.04,0.0,0.69,0.0,1.11,0.81,0.02,1.47,0.0,0.72,0.0,1.57,0.4,0.0,0.0,0.44,5.84,0.01,0.02,2.91,0.02,0.07,0.91,2.91,0.27,0.0,0.0,3.46,0.5,0.0,0.0,0.02,0.0,4.52,0.64,1.88,0.0,0.98,0.02,0.88,0.13,0.0,1.01,0.0,0.02,2.72,0.83
2018-11-10,1,0.06,0.0,3.95,2.93,0.64,0.48,1.68,0.0,16.63,0.07,0.0,0.06,0.01,0.0,0.57,6.24,0.03,0.0,0.64,0.02,0.0,0.0,1.7,0.05,4.1,0.23,0.13,0.01,0.0,0.53,0.91,0.01,0.01,0.57,0.36,0.0,0.0,0.0,0.02,4.16,2.58,0.06,2.2,0.22,0.0,0.09,0.0,3.78,0.12,0.0,0.65,0.06,1.11
