date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,obs,mean
2018-09-01,1,0.34,0.92,0.06,0.51,0.32,0.83,0.22,0.95,0.43,0.74,0.11,0.45,0.24,0.32,0.29,0.2,0.7,0.62,0.17,0.2,0.52,0.24,0.29,0.47,0.52,0.28,0.4,0.28,0.31,0.24,0.29,0.06,1.08,0.21,0.85,0.52,0.46,0.18,0.39,0.27,0.36,0.52,0.48,0.57,0.1,0.07,0.76,0.64,0.25,0.35,0.52,0.12,0.41
2018-09-02,1,0.39,1.89,0.08,1.56,0.02,3.17,1.51,1.45,13.62,1.59,0.04,0.44,1.33,0.78,10.91,0.11,0.27,0.19,0.17,0.0,0.92,0.06,1.77,0.09,0.86,7.4,0.17,1.58,0.29,0.13,1.22,11.51,0.76,1.55,0.12,0.4,0.01,0.31,0.91,13.75,3.14,0.56,0.93,1.22,0.12,0.71,2.78,4.05,0.15,0.46,0.17,0.03,1.91
2018-09-03,1,38.86,62.01,38.46,43.51,66.53,17.03,121.22,25.64,64.33,43.35,49.93,25.85,29.8,61.07,48.59,21.11,29.92,53.52,45.46,48.33,36.97,38.23,43.66,21.34,21.8,50.63,30.07,52.84,37.29,40.57,39.38,59.44,59.91,60.33,65.11,25.26,16.37,50.64,8.41,80.15,38.27,54.04,20.65,44.44,21.34,38.8,39.77,37.24,15.14,30.75,40.2,67.41,42.23
2018-09-04,1,0.34,0.93,0.03,26.01,3.76,0.03,11.82,4.21,0.76,0.07,1.16,0.95,0.66,5.35,0.37,0.29,0.27,0.7,1.33,0.29,9.35,0.75,1.04,0.45,0.32,0.35,0.43,0.12,7.88,0.1,0.29,0.02,0.8,1.3,1.45,0.29,0.94,0.55,1.07,0.2,0.68,0.8,1.54,0.17,0.28,2.21,0.75,0.42,0.41,3.41,0.61,40.33,1.93
2018-09-05,1,0.28,0.05,0.04,0.13,0.02,0.0,0.07,0.03,0.06,0.01,0.25,0.06,0.17,0.29,0.16,0.59,0.0,0.09,0.0,0.16,0.0,0.0,0.05,0.04,0.06,0.0,0.44,0.01,0.0,0.07,0.03,0.02,0.26,0.02,0.21,0.17,0.53,0.17,0.01,0.24,0.0,0.21,1.01,0.0,0.0,0.02,0.02,0.15,0.02,0.14,0.01,0.0,0.12
2018-09-06,1,0.88,0.9,4.34,2.62,3.77,4.92,0.0,1.19,1.97,0.56,5.61,1.27,0.4,0.03,6.7,4.05,8.39,3.42,0.48,3.23,1.71,1.66,5.21,0.5,7.16,0.0,4.22,3.08,0.16,4.52,0.02,2.68,1.06,9.55,0.1,0.01,1.03,21.6,3.48,2.61,15.15,1.64,1.68,5.92,0.55,7.81,6.3,2.58,2.46,1.29,6.01,0.07,3.46
2018-09-07,1,0.58,0.16,0.13,4.17,0.98,0.03,1.65,12.98,0.95,0.17,1.69,0.24,9.18,4.43,0.23,0.81,1.32,0.0,2.47,0.98,0.09,1.63,0.59,0.0,1.65,1.86,0.02,0.38,5.96,0.02,1.03,1.41,2.03,0.25,4.13,0.0,0.02,0.36,7.92,1.3,3.7,2.04,23.05,0.09,1.8,30.5,0.17,1.76,0.4,1.3,3.34,3.34,2.78
2018-09-08,1,16.41,0.4,1.32,3.1,0.3,0.06,13.68,28.76,0.06,0.05,1.33,8.25,43.7,5.76,0.17,0.01,0.0,0.08,0.15,0.68,0.15,0.01,0.92,0.02,0.15,15.31,1.04,0.18,0.63,0.06,1.06,0.08,4.59,0.02,0.0,0.05,0.23,0.01,0.26,1.33,0.2,0.47,1.39,0.3,0.01,48.57,0.54,5.02,5.95,0.21,0.0,0.0,4.18
2018-09-09,1,2.86,0.58,0.03,0.37,0.06,0.01,0.64,24.4,0.17,1.87,0.04,0.61,20.79,15.82,0.37,0.06,0.11,0.55,0.24,1.07,39.85,0.01,1.36,0.0,0.64,0.08,0.01,5.97,0.33,0.33,0.23,0.13,0.19,0.02,0.28,0.07,0.28,0.03,0.0,0.41,0.02,21.7,26.3,17.07,0.0,60.37,0.03,7.38,0.79,0.03,0.39,0.53,5.0
2018-09-10,1,0.0,0.03,0.02,0.02,0.0,0.02,0.76,0.18,17.25,1.97,0.0,0.0,3.3,7.92,1.79,0.02,0.0,0.03,0.25,0.01,27.89,0.31,0.01,0.0,0.16,0.22,0.0,28.06,0.39,0.01,0.0,0.14,0.13,0.86,0.07,0.04,0.01,16.73,14.42,0.01,0.06,14.96,6.81,20.33,0.0,2.18,0.16,0.45,0.0,0.02,3.36,1.0,3.36
2018-09-11,1,0.0,0.01,0.35,0.04,1.28,4.06,3.54,2.74,5.0,0.4,0.02,0.05,5.91,1.18,0.74,0.19,0.01,0.32,0.45,0.04,0.36,0.17,0.0,0.24,1.33,0.22,0.11,13.48,1.59,0.0,3.9,11.08,0.01,0.16,0.66,0.05,0.01,29.24,25.56,0.19,13.23,3.39,0.84,54.17,0.03,0.59,0.07,0.03,5.73,0.0,3.52,0.0,3.85
2018-09-12,1,0.02,19.83,4.83,0.59,2.39,17.92,22.42,10.32,0.59,1.27,23.37,0.23,6.48,0.41,1.03,10.5,0.03,0.0,21.87,0.01,3.22,2.94,0.0,0.06,5.37,0.17,2.26,2.83,17.13,3.0,0.41,30.3,0.01,1.4,4.64,12.93,2.1,2.31,1.11,0.25,24.6,0.52,0.81,17.31,0.6,0.36,0.52,0.16,23.38,3.4,0.41,0.0,6.05
2018-09-13,1,0.04,10.41,1.91,11.02,15.86,2.18,27.7,34.1,0.47,1.27,0.0,15.99,16.38,0.52,0.02,0.1,2.38,56.79,28.84,0.88,6.91,15.08,0.02,0.13,45.94,1.15,9.49,22.66,16.38,3.7,0.41,0.87,0.38,0.54,36.78,45.81,4.71,1.22,29.3,3.48,6.58,2.54,2.01,16.98,13.2,2.15,0.52,1.46,4.63,29.21,10.11,0.0,11.0
2018-09-14,1,0.72,3.08,3.26,0.14,39.28,0.15,0.63,58.3,1.56,0.33,0.09,3.39,8.18,0.41,0.06,0.15,0.0,4.29,32.28,0.26,1.86,9.4,2.19,0.63,42.3,0.02,5.07,3.89,22.79,4.74,2.02,1.03,2.17,0.03,40.83,18.08,17.82,1.21,5.14,5.74,2.79,2.21,6.26,0.54,0.0,0.49,1.72,5.26,0.06,24.27,2.0,2.21,7.63
2018-09-15,1,0.34,0.41,0.82,0.31,13.96,8.35,0.72,0.68,0.16,0.09,0.71,16.65,7.94,0.4,0.06,0.2,6.97,1.03,10.35,0.09,0.59,0.0,0.03,0.23,0.69,0.83,2.76,0.77,16.87,0.17,5.31,1.24,0.65,0.01,10.75,0.59,0.59,5.22,0.04,0.05,0.53,0.33,19.65,0.01,0.02,0.0,0.84,4.72,0.57,5.61,4.91,4.38,3.04
2018-09-16,1,1.28,0.04,0.39,0.31,41.12,17.32,0.0,0.06,0.4,0.96,1.38,0.84,12.31,3.97,0.57,0.56,0.68,1.83,1.23,0.12,2.64,0.24,0.51,15.4,0.17,1.24,1.74,0.2,2.45,0.0,2.25,34.42,12.2,0.0,9.64,61.04,0.02,0.52,0.14,0.09,0.03,0.02,0.49,0.02,0.0,0.02,0.03,9.44,0.94,7.41,2.27,0.54,4.92
2018-09-17,1,0.49,0.01,0.0,0.41,32.52,10.06,0.23,0.06,0.52,0.97,0.65,0.48,2.28,0.69,0.06,0.61,1.55,6.38,0.82,4.09,1.99,0.1,0.38,43.84,1.68,0.95,1.22,0.44,1.25,0.03,0.9,11.08,1.43,0.02,0.06,27.69,0.09,0.39,0.47,0.8,0.75,0.24,1.05,0.03,0.0,0.01,5.93,20.69,13.15,0.94,0.14,0.34,3.93
2018-09-18,1,0.14,0.03,0.66,2.27,4.77,0.36,0.52,0.63,0.09,0.75,0.49,0.17,0.03,0.03,0.1,3.63,63.1,21.02,0.71,31.14,0.22,2.27,2.24,0.7,10.11,0.12,1.16,1.36,0.17,0.7,5.71,5.36,2.04,0.65,0.0,0.16,7.01,11.43,0.62,1.22,6.08,0.17,1.13,0.68,0.04,3.07,67.55,0.23,13.06,8.11,7.93,0.0,5.72
2018-09-19,1,0.29,0.42,6.89,0.21,1.22,0.48,0.41,0.61,0.45,0.94,0.06,0.54,2.01,0.12,0.06,0.32,3.52,3.94,1.51,70.61,0.06,10.11,4.15,0.35,0.9,0.08,1.91,0.12,0.02,4.57,1.37,5.26,0.12,0.08,0.02,0.2,20.73,0.22,0.01,0.13,0.15,5.03,10.97,16.12,0.09,0.06,0.53,0.0,0.26,14.46,4.47,0.66,3.87
2018-09-20,1,0.81,1.41,6.26,0.34,0.77,0.1,0.01,4.22,0.65,32.81,0.02,0.32,7.05,9.16,2.63,0.0,0.02,2.15,26.26,17.7,0.14,32.07,0.34,1.73,0.0,0.04,0.33,0.0,1.68,1.38,0.07,11.28,0.17,17.27,0.71,2.94,1.75,0.0,19.39,0.06,0.06,4.69,2.04,0.03,0.04,0.0,0.25,0.0,0.05,0.86,0.47,20.26,4.17
2018-09-21,1,0.27,1.65,19.62,0.0,0.59,0.02,0.09,27.53,1.1,0.84,0.0,0.23,0.17,7.03,0.71,0.2,0.0,5.39,59.86,0.0,0.0,4.58,0.38,0.05,0.05,0.03,19.72,9.25,0.06,0.0,0.0,2.65,0.0,0.85,0.01,23.98,4.53,0.22,41.09,2.43,1.62,0.17,0.0,0.95,0.1,1.2,0.75,0.0,3.09,0.49,0.29,32.82,4.78
2018-09-22,1,0.51,2.98,7.1,0.45,0.2,0.05,0.15,4.84,0.0,0.0,0.17,28.65,25.37,0.0,0.0,0.55,0.0,1.96,0.77,0.06,0.07,2.35,1.34,0.02,0.75,0.01,11.1,0.74,0.04,0.0,0.03,31.19,0.0,0.03,0.0,2.1,1.3,0.0,76.88,2.08,17.69,0.04,2.94,48.74,0.63,27.6,0.19,0.0,1.87,0.53,0.03,0.11,5.96
2018-09-23,1,0.15,2.11,0.19,0.56,0.29,0.78,0.39,0.51,0.11,0.02,1.21,41.5,3.42,0.06,7.27,0.0,0.0,0.07,0.29,0.4,0.46,2.89,4.19,0.05,0.34,0.02,11.57,1.09,10.7,0.12,0.74,22.99,7.5,0.0,0.0,0.0,0.09,0.09,16.84,36.17,0.54,0.0,0.0,11.76,0.0,59.43,0.48,0.58,0.34,0.08,0.01,0.04,4.87
2018-09-24,1,0.01,0.14,0.89,0.03,0.26,0.05,0.01,0.22,0.01,3.07,3.19,0.52,0.71,1.11,40.81,0.18,3.37,0.07,0.01,1.81,0.0,0.98,4.39,0.09,0.87,0.12,32.25,7.0,15.32,0.03,0.29,0.06,5.58,0.01,0.02,0.0,0.06,0.61,0.0,11.16,0.06,0.06,0.0,3.42,0.0,11.02,0.35,1.92,0.61,0.0,0.0,0.01,3.0
2018-09-25,1,3.71,7.23,2.21,0.19,0.0,0.0,0.12,0.06,0.0,14.87,2.43,0.16,1.7,0.48,1.48,10.18,1.56,0.01,0.23,0.51,0.0,0.75,0.31,0.39,0.41,4.72,1.28,1.9,2.49,0.01,15.22,1.05,2.18,1.28,0.0,0.0,14.13,8.91,0.0,0.29,0.21,0.02,0.03,15.62,0.0,5.81,0.04,1.33,1.94,0.02,0.02,0.21,2.5
2018-09-26,1,0.94,19.8,0.01,0.04,0.19,0.58,9.76,0.0,0.05,0.38,0.06,6.7,0.04,0.0,5.81,0.31,5.86,0.09,1.32,0.01,0.0,0.0,0.03,0.01,2.06,0.15,1.33,1.79,0.28,0.0,2.41,0.06,0.17,54.46,0.05,0.08,0.13,0.98,0.05,0.71,-0.01,0.01,0.13,4.97,0.0,0.42,0.0,0.7,0.01,0.0,5.78,0.71,2.52
