date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2011-02-01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
2011-02-02,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
2011-02-03,1,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.02,0.0,0.01
2011-02-04,1,0.02,0.01,0.04,0.0,0.01,0.0,0.02,0.05,0.05,0.01,0.0,0.07,0.0,0.07,0.11,0.18,0.01,0.1,0.01,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.03
2011-02-05,1,0.07,0.0,0.08,0.0,0.01,0.0,0.01,0.02,0.01,0.1,0.02,0.1,0.01,0.05,0.07,0.12,0.01,0.14,0.03,0.01,0.01,0.16,0.11,0.02,0.01,0.0,0.05
2011-02-06,1,0.01,0.0,0.24,0.01,0.0,0.0,0.07,0.0,0.0,0.21,0.0,0.09,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.01,0.09,0.17,0.0,0.01,0.37,0.0,0.05
2011-02-07,1,3.88,4.97,0.51,0.04,7.92,9.74,0.0,0.2,4.24,0.14,14.4,0.01,5.57,3.11,0.04,7.61,7.86,10.78,2.69,1.2,7.74,3.22,2.12,0.01,3.43,0.0,4.06
2011-02-08,1,3.71,0.2,4.36,4.85,6.08,6.61,0.05,12.62,0.03,0.45,1.27,2.57,0.99,1.22,3.6,2.31,3.02,1.54,1.08,2.52,0.58,2.03,5.66,8.86,1.89,0.06,3.12
2011-02-09,1,4.68,0.33,1.15,0.48,2.73,0.51,2.49,2.03,0.03,0.48,0.03,0.71,0.01,9.34,1.37,1.14,0.05,0.83,4.37,0.94,1.66,0.18,3.58,0.28,0.88,0.0,1.61
2011-02-10,1,0.36,3.07,1.44,4.36,0.09,1.91,0.73,0.03,0.23,2.54,0.16,7.21,0.03,2.69,0.0,1.34,0.03,0.24,0.44,0.16,12.4,-0.01,0.54,0.4,0.09,0.01,1.62
2011-02-11,1,0.22,3.9,1.05,0.82,0.55,1.33,2.08,0.56,0.05,1.05,0.01,3.78,0.02,0.16,0.01,0.52,0.0,0.71,3.05,0.01,0.0,0.22,0.6,2.27,0.77,2.12,0.95
2011-02-12,1,0.0,0.85,0.03,0.25,0.95,0.08,0.03,10.19,0.01,0.56,0.0,0.07,0.01,0.52,0.01,3.66,0.0,0.0,1.37,1.16,17.04,5.71,0.07,0.07,2.39,3.33,1.8
2011-02-13,1,0.0,0.01,0.01,2.41,1.43,2.89,0.58,27.01,0.1,1.22,0.21,0.37,0.5,0.09,0.02,0.87,0.0,11.96,0.57,0.68,21.2,0.28,-0.01,0.0,0.0,0.33,2.9
2011-02-14,1,0.05,0.0,0.0,2.91,2.67,3.11,7.02,1.05,0.02,0.05,0.22,1.62,25.75,1.18,0.74,0.0,0.0,6.91,0.4,0.0,0.31,0.03,0.0,0.07,0.16,0.65,2.17
2011-02-15,1,22.44,0.0,0.0,0.18,0.38,0.01,1.75,0.14,0.16,0.0,0.0,7.84,9.86,1.01,0.01,7.46,0.01,0.0,1.52,0.0,0.26,0.0,0.97,3.19,0.8,0.37,2.32
2011-02-16,1,0.13,0.31,3.71,0.0,0.03,0.03,0.25,0.19,1.09,0.01,12.65,1.45,0.23,0.01,0.02,3.24,0.0,0.01,0.05,15.91,5.0,1.11,0.59,5.51,0.48,0.13,2.08
2011-02-17,1,0.14,0.33,3.85,0.1,0.0,0.03,0.0,0.04,6.25,0.0,23.77,7.97,0.03,0.01,0.01,4.16,0.0,0.01,0.03,3.43,1.18,0.0,0.9,0.97,0.63,1.84,2.15
2011-02-18,1,0.1,0.0,0.0,4.05,0.0,4.19,0.05,0.0,1.53,0.18,2.79,0.16,0.56,0.0,0.0,0.29,0.0,0.05,0.01,0.16,0.09,0.06,0.81,0.01,2.32,0.08,0.7
2011-02-19,1,0.27,0.0,0.11,0.01,0.15,1.43,0.0,0.4,0.05,6.97,0.17,0.12,0.01,0.0,0.05,3.53,0.01,0.29,0.19,0.32,0.17,0.0,0.14,0.0,2.15,0.06,0.66
2011-02-20,1,0.02,0.99,4.58,0.0,0.64,0.34,0.0,1.14,0.0,0.33,0.87,1.02,0.0,0.29,0.0,8.55,0.0,8.73,0.16,7.31,0.01,0.0,0.0,0.01,0.0,0.06,1.4
2011-02-21,1,0.03,1.77,0.05,0.29,0.69,0.07,0.01,26.96,0.03,0.0,0.19,0.52,0.35,0.0,0.08,0.09,0.0,0.0,0.02,0.68,0.0,0.0,0.0,0.0,0.01,0.12,1.27
2011-02-22,1,0.0,6.0,0.12,0.4,0.03,0.39,0.03,3.58,0.41,0.04,0.22,0.54,12.13,0.0,4.83,0.03,0.03,0.0,0.05,0.02,13.18,1.88,0.0,0.0,0.04,0.01,1.76
2011-02-23,1,0.0,0.15,0.13,0.36,0.11,0.18,0.03,0.27,1.58,0.02,0.0,1.2,0.42,0.3,1.35,0.35,0.06,2.24,7.23,0.18,0.52,0.5,0.04,1.5,1.01,0.02,0.79
2011-02-24,1,0.0,0.0,0.0,0.16,2.93,0.01,0.85,0.03,0.01,0.0,0.23,1.01,0.21,2.2,6.44,2.84,8.3,2.7,3.26,0.03,0.22,1.27,0.02,0.33,0.92,0.01,1.36
2011-02-25,1,0.0,6.42,0.0,0.02,0.69,3.96,2.15,0.07,0.0,0.0,3.17,0.27,0.2,4.98,0.91,0.68,9.88,0.56,0.0,2.05,0.39,0.12,0.1,0.03,0.01,0.02,1.47
2011-02-26,1,0.0,23.23,0.1,0.52,0.02,0.27,0.08,0.14,5.19,0.5,0.53,0.2,0.0,1.75,0.17,0.0,0.04,0.53,0.02,8.4,0.53,0.0,11.03,0.71,0.0,0.0,2.16
2011-02-27,1,0.01,9.22,4.02,0.0,0.17,0.03,5.98,0.01,6.5,1.22,0.0,1.33,0.0,0.35,0.52,1.18,0.0,0.05,3.6,0.44,1.08,0.01,0.05,1.04,0.18,36.18,1.48
2011-02-28,1,4.8,0.05,1.55,0.0,0.22,0.0,3.55,0.01,4.68,0.01,0.01,0.01,0.03,0.42,1.5,1.13,0.5,0.0,8.98,1.45,0.1,0.0,0.02,4.41,0.15,2.97,1.34
2011-03-01,2,0.0,0.01,0.36,0.05,0.0,0.03,0.21,0.0,0.03,0.0,0.19,0.0,0.03,0.03,0.31,0.27,0.57,0.0,0.12,0.6,0.03,0.03,0.08,6.47,0.02,3.82,0.38
2011-03-02,2,0.01,0.21,0.01,0.03,10.13,1.77,0.24,5.94,0.0,0.01,0.0,0.24,0.12,0.0,0.07,0.0,0.0,0.03,0.04,0.96,0.04,0.1,0.6,1.52,0.97,0.07,0.92
2011-03-03,2,0.01,0.07,0.0,0.0,7.19,0.09,0.0,22.27,0.08,0.33,0.0,-0.01,0.01,0.27,0.04,0.01,0.82,0.1,0.03,0.0,0.27,0.0,3.73,0.0,4.6,0.05,1.6
2011-03-04,2,0.03,0.01,0.34,0.43,0.02,0.02,0.0,0.02,0.88,0.03,1.98,0.21,0.0,0.06,0.07,0.1,0.87,0.1,0.0,8.85,0.31,0.76,0.18,3.26,0.21,0.23,0.75
2011-03-05,2,0.16,0.0,0.06,1.6,0.0,5.13,0.02,0.01,0.11,6.4,0.39,2.29,0.47,1.43,0.0,0.97,0.0,0.0,0.0,0.36,0.58,0.0,0.2,0.17,0.03,0.05,0.82
2011-03-06,2,0.18,0.0,4.06,0.25,1.69,4.81,0.38,0.0,0.03,1.01,0.0,0.0,0.0,13.33,0.01,0.16,0.0,-0.01,0.07,0.62,3.77,0.01,0.11,0.01,0.02,0.1,1.22
2011-03-07,2,4.66,0.0,7.17,0.0,0.65,1.23,0.07,0.0,1.43,0.27,0.08,0.0,0.0,10.09,0.31,0.0,0.04,0.34,1.19,0.0,0.96,0.0,0.01,0.12,0.13,0.06,1.15
2011-03-08,2,0.32,0.0,0.06,0.0,0.01,0.16,0.0,0.21,0.0,0.11,0.01,1.5,0.1,0.05,0.51,0.44,0.0,0.35,5.33,0.0,0.01,1.08,0.11,0.01,0.0,0.0,0.41
2011-03-09,2,0.0,0.56,0.09,0.0,0.16,0.0,0.01,0.29,0.0,0.03,0.04,24.05,0.88,0.09,0.51,3.02,0.0,15.05,0.05,0.23,0.0,0.0,-0.01,2.61,0.0,0.02,1.91
2011-03-10,2,0.0,0.4,0.01,0.0,0.34,0.04,0.01,2.0,0.0,0.01,0.01,0.07,0.78,0.0,0.28,0.01,1.05,4.38,0.01,4.33,0.0,5.05,0.19,0.14,0.0,0.0,0.76
2011-03-11,2,0.0,0.01,1.28,5.25,4.86,0.22,0.03,0.02,18.2,0.0,0.0,0.0,0.0,0.08,0.0,1.82,0.17,0.4,15.36,20.77,0.0,2.24,0.61,0.0,10.51,0.0,3.27
2011-03-12,2,0.29,0.0,17.98,0.0,0.94,0.0,0.01,0.0,5.14,0.11,0.63,0.0,0.0,0.03,11.61,0.06,0.0,0.28,0.02,2.69,10.92,0.08,5.16,0.0,0.06,0.0,2.24
2011-03-13,2,1.23,0.0,0.0,12.0,0.06,0.01,0.0,0.0,0.53,0.82,0.05,0.0,0.0,0.2,0.96,0.22,0.0,0.0,0.0,0.0,0.32,0.75,0.05,10.62,1.6,0.0,1.18
2011-03-14,2,11.47,0.0,0.0,19.39,0.03,0.03,1.87,1.78,0.0,0.0,0.0,0.42,0.0,0.08,0.0,0.0,0.24,1.57,0.08,0.0,0.36,0.08,0.93,0.86,0.79,0.0,1.6
2011-03-15,2,11.98,0.0,0.02,0.01,0.0,2.08,8.92,7.63,0.0,0.03,0.24,0.03,2.89,0.21,0.16,0.0,0.0,1.77,0.04,0.01,0.05,0.08,0.64,0.06,0.01,0.05,1.47
2011-03-16,2,0.01,0.05,0.01,0.0,0.0,0.61,0.0,1.98,0.0,0.0,0.45,0.01,0.39,0.07,0.06,0.0,0.09,0.21,0.04,5.62,0.0,0.0,0.94,0.05,0.05,0.01,0.43
2011-03-17,2,2.54,0.0,0.18,0.0,0.43,0.63,0.0,0.56,1.0,0.95,0.0,0.0,0.61,0.14,0.03,0.02,4.54,1.58,0.19,22.74,0.0,0.47,0.08,0.03,8.26,0.0,1.8
2011-03-18,2,3.3,13.54,0.0,0.19,0.01,0.01,0.0,0.08,1.32,0.0,9.53,0.0,0.0,0.01,0.0,2.44,0.7,0.85,0.0,14.2,0.0,0.04,0.34,15.19,4.66,0.0,2.66
2011-03-19,2,0.0,1.01,0.0,9.31,0.0,0.08,0.01,0.06,0.14,0.0,7.29,0.02,0.14,0.0,0.45,0.0,0.0,0.13,0.02,0.68,0.0,0.02,6.34,0.03,2.11,0.0,1.11
