date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2013-08-01,1,0.17,1.18,0.2,0.19,0.43,0.94,0.67,2.51,0.49,0.54,0.75,0.73,1.47,1.34,2.88,0.72,0.26,0.5,0.43,0.41,0.73,0.71,0.59,0.41,0.41,0.03,0.79
2013-08-02,1,10.99,2.97,12.14,23.76,4.01,17.46,2.26,10.31,4.62,16.87,14.83,6.9,10.22,10.86,12.07,7.2,6.24,4.26,6.74,16.78,6.52,16.79,6.6,16.55,3.22,10.23,10.05
2013-08-03,1,9.08,10.51,7.94,1.96,12.81,5.8,2.88,7.55,9.61,5.38,5.23,2.62,4.53,3.01,11.56,3.26,9.36,7.89,7.11,17.04,4.72,6.66,13.17,7.75,8.39,3.03,7.43
2013-08-04,1,14.82,25.27,15.19,2.02,12.85,32.14,1.1,20.95,7.6,3.85,12.59,4.6,19.97,13.17,11.23,12.36,3.89,7.68,13.79,2.52,13.62,6.85,37.55,18.29,13.79,3.2,13.11
2013-08-05,1,2.77,0.94,13.58,10.31,5.25,15.98,4.13,2.09,4.56,12.28,3.68,4.93,9.31,2.98,14.64,7.81,0.84,6.46,3.16,10.61,2.77,5.69,4.65,3.24,2.19,10.54,6.19
2013-08-06,1,4.13,2.77,4.45,2.79,5.44,2.95,0.71,1.1,1.2,16.18,3.04,1.26,2.93,2.79,2.95,1.55,0.22,1.49,3.49,4.15,24.29,3.24,16.02,1.24,2.83,1.26,4.53
2013-08-07,1,0.12,1.17,2.26,1.81,0.57,1.23,0.1,0.44,0.63,0.83,0.38,1.22,0.36,0.56,1.38,0.97,0.22,2.14,0.31,1.11,1.49,0.61,1.46,0.44,1.26,0.03,0.92
2013-08-08,1,0.16,0.62,0.33,0.17,0.11,0.51,0.16,0.41,0.13,1.35,0.11,0.04,0.14,0.24,0.5,0.96,0.05,0.19,0.13,1.34,0.05,0.12,0.11,0.1,1.2,0.03,0.37
2013-08-09,1,0.12,0.05,0.05,0.37,0.05,0.49,0.06,0.12,0.01,2.5,0.05,0.02,0.08,0.05,0.12,0.85,0.01,0.25,0.04,0.05,0.04,0.28,0.06,0.07,1.9,2.76,0.31
2013-08-10,1,0.48,0.38,0.39,1.43,0.14,0.31,0.45,0.2,0.07,0.05,1.46,0.36,0.14,0.0,0.07,0.24,0.26,0.14,0.02,0.08,1.34,1.88,0.25,0.61,0.01,9.48,0.43
2013-08-11,1,0.98,0.0,0.29,0.83,0.17,0.11,13.58,0.35,0.3,0.07,0.79,5.6,3.37,8.65,0.17,0.12,0.26,0.13,0.06,0.04,5.33,0.54,0.49,1.05,0.06,0.04,1.73
2013-08-12,1,0.32,0.02,0.3,0.56,0.59,0.06,3.37,0.36,11.1,0.04,0.47,2.4,1.61,0.54,0.02,0.44,0.11,0.1,0.1,0.04,4.54,0.16,0.23,0.17,0.07,0.01,1.11
2013-08-13,1,0.31,0.12,0.05,0.62,1.39,0.28,0.02,0.04,7.68,1.75,4.65,1.15,0.0,0.48,0.01,0.35,2.48,0.53,0.07,0.08,1.42,1.6,0.22,0.02,0.31,0.0,1.03
2013-08-14,1,5.03,0.06,0.0,0.41,1.95,1.21,0.02,1.64,1.24,1.22,1.91,0.08,0.02,0.08,0.05,5.2,0.08,3.32,0.65,0.01,0.72,12.28,0.22,0.01,0.66,0.0,1.52
2013-08-15,1,15.65,0.2,0.1,4.97,18.75,0.93,0.12,2.82,17.89,2.09,7.94,4.45,2.55,6.42,0.91,5.82,1.14,3.09,0.08,0.02,6.7,12.77,0.26,0.0,2.48,0.05,4.73
2013-08-16,1,6.91,0.13,0.14,59.72,2.37,1.59,0.88,1.28,7.62,0.22,1.06,0.55,21.61,3.97,3.62,7.13,13.31,9.09,14.68,4.85,3.95,4.45,0.88,0.06,4.7,0.01,6.99
2013-08-17,1,6.62,0.28,3.5,28.53,18.16,6.11,1.1,1.72,0.2,0.12,0.49,1.97,13.13,0.07,0.41,5.52,20.04,0.19,3.89,0.83,2.04,0.77,2.63,14.96,0.26,0.01,5.34
2013-08-18,1,0.72,0.11,0.05,1.65,17.08,5.87,0.88,2.79,0.97,0.1,15.2,2.06,12.7,0.13,0.24,2.04,3.6,2.51,8.88,1.6,13.74,0.66,0.0,0.85,0.16,0.24,3.78
2013-08-19,1,4.14,1.82,0.02,3.62,4.22,1.54,1.12,2.77,13.87,0.23,7.41,13.92,20.35,1.05,0.06,6.21,2.07,9.1,8.26,0.69,1.95,0.22,0.01,0.47,1.98,0.37,4.28
2013-08-20,1,8.63,0.25,0.06,41.13,3.28,2.16,3.2,0.04,69.76,0.25,2.08,12.87,12.65,8.76,0.53,1.88,0.36,42.04,2.74,1.23,4.99,3.71,0.92,0.67,6.25,0.0,9.22
2013-08-21,1,0.36,1.08,0.11,37.2,0.04,1.15,6.58,0.19,0.36,5.58,2.24,1.66,9.85,0.92,19.55,1.61,2.42,1.15,2.44,2.95,15.44,0.45,3.9,2.09,10.01,0.01,5.17
2013-08-22,1,0.13,2.2,1.16,11.67,0.0,2.52,5.88,0.47,1.87,9.21,14.48,1.87,8.82,7.28,3.37,11.01,2.8,0.16,4.68,0.93,8.27,0.68,2.76,6.64,4.04,12.83,4.52
2013-08-23,1,0.06,0.44,5.49,0.91,0.19,3.22,2.21,1.81,1.81,8.51,3.9,4.39,3.67,0.63,0.17,7.75,25.59,2.04,9.06,2.12,4.64,2.31,0.08,1.32,1.26,37.04,3.74
2013-08-24,1,0.01,2.32,8.51,3.1,16.74,5.57,6.28,6.16,7.33,26.28,2.95,7.88,0.6,0.77,0.48,1.73,2.12,18.81,6.71,2.39,20.27,0.04,1.16,0.37,15.92,0.0,6.58
