date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2016-08-01,1,1.0,4.94,1.11,2.39,3.05,1.21,1.16,3.48,5.55,6.0,2.59,2.0,6.89,0.9,3.4,5.19,0.57,3.83,2.69,7.44,2.38,7.25,2.61,5.34,1.63,1.02,3.38
2016-08-02,1,3.73,5.91,5.55,5.27,3.87,2.48,10.83,8.56,0.97,7.5,3.84,6.15,5.81,0.53,6.95,4.27,7.2,5.01,7.57,7.53,4.62,4.76,8.94,6.22,7.53,6.69,5.66
2016-08-03,1,7.45,11.67,7.88,5.05,22.76,19.35,5.82,17.19,4.41,9.83,10.88,2.5,12.38,4.29,12.23,6.31,8.16,16.18,10.24,18.02,6.29,2.59,2.62,12.03,9.82,3.79,9.84
2016-08-04,1,0.73,0.43,0.71,0.6,1.1,1.04,4.02,2.38,1.55,0.0,1.47,1.2,0.94,0.72,1.57,1.11,2.2,0.31,2.65,3.04,0.77,1.96,0.49,0.04,0.9,0.02,1.28
2016-08-05,1,0.13,0.42,0.5,0.1,0.17,0.98,1.24,0.83,0.11,0.04,0.55,0.53,0.02,0.11,0.04,0.04,0.19,0.07,0.05,1.38,0.24,0.63,0.24,0.02,0.11,0.01,0.35
2016-08-06,1,0.0,0.04,0.0,0.0,1.63,0.05,0.3,0.11,0.01,0.06,0.14,0.08,0.01,0.1,0.23,0.16,0.02,0.17,0.01,9.7,2.73,1.2,0.0,3.86,0.02,0.14,0.83
2016-08-07,1,1.79,11.79,0.02,0.04,14.89,0.43,1.23,6.79,0.05,0.0,1.06,0.57,0.1,0.07,3.46,2.04,0.07,0.08,0.3,7.21,2.1,1.11,0.07,2.61,0.53,2.74,2.34
2016-08-08,1,1.94,1.47,7.74,0.33,23.89,1.05,0.62,0.01,1.88,0.29,0.01,0.1,0.05,6.29,0.28,5.57,0.05,1.05,0.12,1.51,1.65,3.96,2.68,2.99,3.66,2.95,2.77
2016-08-09,1,2.43,0.04,1.71,0.69,0.05,0.9,0.0,0.02,0.62,0.45,0.0,0.65,1.15,2.69,0.07,0.59,0.63,2.58,0.17,28.66,3.4,0.35,0.38,1.52,2.14,0.16,2.08
2016-08-10,1,1.79,0.0,2.14,0.49,0.67,0.0,0.0,0.13,4.02,0.02,0.02,0.85,0.06,1.09,0.07,0.06,0.11,1.76,0.45,0.79,0.04,0.0,0.25,1.98,1.18,0.0,0.72
2016-08-11,1,0.77,0.02,17.36,0.06,2.21,38.07,0.14,0.02,1.2,0.24,0.0,6.97,0.41,2.15,1.12,0.3,0.17,0.22,0.14,2.01,0.01,0.0,0.12,1.59,1.34,0.0,3.07
2016-08-12,1,0.67,2.09,5.88,0.06,21.95,108.55,0.05,0.04,9.85,35.25,0.02,0.31,0.01,10.74,8.9,2.99,0.48,0.04,4.39,1.53,0.17,0.08,1.66,3.95,3.61,0.0,8.93
2016-08-13,1,0.02,5.39,1.48,0.01,2.55,55.36,19.73,0.06,8.06,22.6,0.02,3.93,0.14,2.56,2.33,25.57,1.3,0.39,0.22,14.1,0.41,1.16,18.83,2.95,25.3,0.0,8.58
2016-08-14,1,1.58,1.2,7.5,0.01,12.03,1.49,43.51,0.31,2.98,3.89,0.56,5.66,0.79,13.99,0.39,9.58,0.66,2.18,78.68,30.44,2.93,1.9,0.77,2.04,2.67,2.13,9.11
2016-08-15,1,2.32,2.89,4.64,0.1,0.74,1.36,41.4,0.99,1.48,0.37,15.08,2.24,1.3,0.1,0.01,20.52,11.8,0.33,57.66,1.14,1.48,5.08,0.29,17.21,88.94,0.45,11.18
2016-08-16,1,1.38,2.3,3.17,10.33,1.05,3.75,0.0,2.59,13.32,3.38,124.21,0.48,1.89,4.69,0.01,44.17,0.23,0.73,2.42,21.02,0.5,11.18,0.02,35.73,11.8,7.23,12.01
2016-08-17,1,2.22,0.59,15.5,8.14,50.68,8.57,0.0,7.45,2.4,3.74,2.38,41.01,0.11,7.25,0.83,16.54,8.78,0.07,8.6,26.25,10.09,1.1,0.0,27.63,0.08,1.36,10.0
2016-08-18,1,0.0,3.04,10.81,3.59,2.87,15.6,0.01,18.34,0.85,1.08,30.56,10.95,0.02,4.39,1.66,12.66,8.06,2.62,4.75,20.96,86.75,0.0,0.01,0.66,0.72,0.3,9.64
2016-08-19,1,0.14,17.04,11.6,4.83,4.9,2.33,0.02,0.05,0.81,1.94,2.5,3.62,0.73,0.02,0.56,9.04,37.67,5.05,0.72,16.54,9.47,0.0,0.2,0.92,2.5,0.01,5.33
2016-08-20,1,0.86,1.47,3.68,8.68,0.74,3.3,2.93,0.0,0.67,1.54,1.2,0.28,0.75,0.63,0.31,3.04,34.82,5.95,0.1,0.47,0.77,0.0,0.24,1.11,3.52,0.01,3.08
2016-08-21,1,16.24,0.96,1.33,9.11,3.46,0.51,9.7,12.27,0.02,16.68,5.9,0.07,5.94,0.62,0.26,1.63,0.25,3.78,0.0,0.07,0.68,0.0,10.63,0.16,0.8,0.13,4.04
2016-08-22,1,18.27,16.76,6.46,11.23,12.89,4.97,2.83,27.07,0.04,25.91,2.67,0.47,19.5,0.08,0.05,27.24,2.99,2.76,0.0,0.73,0.37,0.33,0.73,0.02,0.88,0.12,7.41
2016-08-23,1,31.85,16.8,1.66,2.63,29.56,1.22,3.05,5.0,0.44,1.67,38.61,2.79,4.22,0.22,0.0,4.82,0.53,27.02,0.54,0.01,0.22,4.87,0.13,0.94,0.67,0.01,7.18
2016-08-24,1,0.25,8.18,1.32,2.24,13.09,0.54,26.06,15.21,3.55,0.22,27.42,0.73,1.58,0.19,0.24,4.54,0.12,18.38,0.85,0.01,3.71,2.49,0.18,0.44,0.79,0.02,5.29
2016-08-25,1,0.59,0.17,0.81,2.99,18.73,0.41,43.86,2.14,0.28,0.01,2.49,5.31,1.43,4.29,2.98,10.28,0.73,1.04,0.25,26.72,0.59,0.68,0.0,0.57,0.31,1.01,5.11
2016-08-26,1,21.85,0.17,1.73,42.15,0.43,0.65,0.35,1.2,0.01,0.08,0.3,1.79,1.49,0.2,26.59,5.38,21.36,1.63,40.89,35.53,3.35,0.05,0.19,0.55,0.24,27.37,8.33
2016-08-27,1,58.09,0.11,1.58,23.26,0.2,2.76,0.17,0.42,0.45,0.48,0.02,0.11,1.2,0.0,13.93,1.32,0.17,4.32,5.27,39.71,2.95,0.05,0.08,0.14,0.17,0.06,6.28
2016-08-28,1,28.45,2.13,0.71,14.7,0.04,9.42,0.16,0.79,0.73,0.2,0.01,1.15,0.07,0.01,1.9,0.14,0.07,0.33,2.95,0.13,1.12,0.02,32.23,1.77,3.41,22.48,4.11
2016-08-29,1,34.88,3.09,1.73,11.71,0.37,7.55,1.52,2.2,32.8,0.06,0.01,10.34,0.2,0.38,25.0,1.43,0.05,2.32,3.44,0.02,3.09,0.35,1.73,19.28,3.99,8.26,6.7
2016-08-30,1,16.86,0.43,0.72,29.38,0.67,2.58,0.22,13.51,65.86,0.02,0.17,1.28,0.11,1.51,28.53,0.12,0.12,3.13,1.12,3.56,4.7,0.24,0.0,7.77,4.74,2.4,7.49
2016-08-31,1,7.16,0.88,0.66,2.33,0.97,1.29,0.32,8.23,7.82,0.32,0.92,4.32,1.46,1.41,5.66,1.97,4.11,94.67,4.01,23.99,0.22,9.0,0.02,6.45,1.3,17.1,7.58
2016-09-01,2,30.36,1.53,0.76,0.27,0.04,1.62,0.23,9.37,21.27,0.74,0.0,5.32,1.21,0.13,10.65,2.24,1.54,34.38,5.43,30.77,24.49,5.38,0.0,0.21,0.15,2.15,7.52
2016-09-02,2,0.47,0.49,0.16,0.0,1.1,1.68,0.32,0.29,0.52,0.7,0.01,22.1,3.27,10.43,1.54,0.16,0.0,52.56,55.07,23.91,46.94,0.19,0.01,1.58,1.05,4.96,8.98
2016-09-03,2,0.29,0.01,0.0,22.27,6.08,0.63,9.93,1.81,1.07,1.87,0.0,25.87,5.4,0.62,0.48,0.13,0.02,13.85,50.52,0.16,4.92,0.36,0.04,3.69,8.5,2.38,6.34
2016-09-04,2,2.27,0.06,0.02,9.94,10.36,1.1,15.41,14.24,0.85,0.01,0.0,36.28,0.94,0.01,1.05,0.23,0.89,18.23,0.79,0.12,0.17,0.64,0.07,0.68,7.46,10.88,4.87
2016-09-05,2,0.6,0.41,0.06,1.12,6.6,1.44,0.05,5.49,1.55,0.1,0.31,9.31,0.06,0.97,0.24,1.15,0.73,3.47,0.0,28.94,0.56,0.15,0.15,0.12,0.59,4.09,2.57
2016-09-06,2,20.2,1.34,0.0,0.73,6.79,0.16,0.11,0.29,1.35,2.79,0.3,0.85,0.85,0.03,0.06,21.48,0.02,2.84,1.02,40.92,1.0,1.97,0.59,0.18,0.08,0.02,4.24
2016-09-07,2,34.03,0.26,1.1,0.07,34.41,0.74,0.0,0.01,8.1,0.48,0.0,0.0,0.66,0.02,0.18,7.41,0.0,1.91,1.69,0.46,0.32,1.12,3.69,25.28,10.36,0.22,5.29
2016-09-08,2,21.14,15.55,0.22,7.35,25.23,2.43,0.02,0.0,17.45,0.08,0.2,0.02,0.0,0.33,1.88,38.25,1.08,0.64,0.25,0.41,0.31,2.25,0.98,32.14,2.01,5.68,6.81
2016-09-09,2,4.7,14.29,0.1,4.87,6.78,2.49,0.18,0.02,2.9,0.01,5.62,0.01,0.04,31.33,3.98,28.39,4.36,0.24,0.39,0.04,0.06,3.83,0.04,0.18,0.11,0.43,4.6
2016-09-10,2,0.79,0.27,0.11,9.85,2.9,1.23,13.88,0.41,2.49,1.66,2.05,0.12,0.24,43.69,4.76,12.06,1.29,0.01,6.18,0.11,0.16,0.64,0.07,0.0,0.81,1.89,4.23
2016-09-11,2,0.36,0.14,0.37,1.88,7.47,1.75,11.52,0.29,1.6,0.07,0.01,0.12,1.06,31.52,19.54,4.31,1.43,1.92,1.59,0.02,0.02,0.17,0.01,0.02,0.6,3.17,3.51
2016-09-12,2,0.16,0.0,0.04,4.88,52.77,1.74,14.01,0.28,3.11,0.16,1.09,0.58,46.12,18.64,20.97,4.55,3.24,7.19,0.01,0.0,0.06,2.28,0.0,0.01,0.18,0.69,7.28
2016-09-13,2,0.01,3.61,0.06,0.15,8.62,1.92,9.48,0.17,4.89,4.09,0.45,2.13,194.78,15.04,2.96,3.7,2.1,0.93,0.01,0.22,0.14,4.88,1.42,0.0,0.01,0.02,10.47
2016-09-14,2,0.01,9.86,0.01,0.04,1.01,0.16,2.51,52.05,7.54,0.13,0.17,10.8,4.75,4.89,0.19,0.31,0.43,0.52,41.72,0.23,1.74,5.27,0.43,0.04,2.4,0.43,5.89
2016-09-15,2,0.0,8.4,0.16,1.64,30.87,0.38,17.0,3.3,2.94,0.04,0.01,0.21,0.03,2.25,0.04,0.03,0.68,1.41,10.88,0.0,1.42,2.27,0.15,0.07,92.51,0.02,7.07
2016-09-16,2,0.05,29.71,0.08,10.47,0.2,0.02,0.15,65.24,0.0,0.03,0.0,0.0,0.06,0.56,1.54,0.08,2.08,8.71,0.05,6.55,0.34,67.25,0.0,0.24,14.54,0.55,8.32
2016-09-17,2,0.24,23.75,0.14,0.4,0.0,0.05,0.0,38.57,0.01,0.58,0.0,0.06,0.05,0.06,0.02,0.61,0.62,44.28,0.0,6.96,0.25,4.82,0.01,0.39,0.39,31.17,4.89
2016-09-18,2,0.41,1.54,0.15,0.24,0.0,0.04,0.0,0.73,16.39,41.7,2.15,3.32,0.71,0.02,0.04,29.6,0.85,2.87,0.0,1.28,0.0,127.47,0.01,0.04,0.29,1.69,9.19
2016-09-19,2,0.97,21.82,0.15,1.52,0.0,0.74,0.06,0.37,30.35,8.32,6.17,2.38,1.0,8.45,0.08,0.0,0.01,0.03,0.02,5.51,0.83,35.96,0.49,0.42,0.01,1.81,5.03
2016-09-20,2,0.29,50.95,0.07,4.5,0.01,0.14,0.11,0.06,38.34,0.12,0.42,0.07,0.0,0.47,2.05,0.06,0.0,0.22,0.27,16.44,0.18,0.06,1.08,0.41,0.0,0.84,4.65
2016-09-21,2,0.06,0.85,1.12,7.01,0.03,0.14,0.0,14.39,0.0,0.01,0.5,0.0,12.09,15.66,4.25,0.2,0.26,8.06,0.45,1.41,0.7,0.0,0.27,0.05,1.9,0.85,2.78
2016-09-22,2,0.0,3.76,0.17,29.33,4.69,0.51,0.03,53.71,0.0,8.1,0.93,0.08,22.2,35.74,0.68,0.37,0.01,15.44,0.62,0.01,19.21,0.0,0.08,0.0,10.74,0.04,8.26
2016-09-23,2,0.15,3.95,0.03,55.61,0.31,2.7,0.17,23.02,0.22,3.62,0.64,0.52,70.17,3.26,0.02,0.19,0.02,1.67,0.01,0.12,1.18,0.0,0.03,0.0,4.5,0.02,6.88
2016-09-24,2,0.93,0.01,0.0,0.49,0.37,7.47,0.3,0.11,0.26,0.01,0.26,9.31,2.55,0.0,0.06,0.02,0.21,16.08,0.03,0.22,1.25,0.3,0.29,0.15,8.17,0.13,1.95
2016-09-25,2,0.05,0.0,0.06,0.09,0.01,0.71,0.06,0.0,0.0,0.01,0.28,19.78,0.62,1.94,0.02,0.02,0.05,0.0,0.02,0.07,15.63,0.64,0.89,0.26,0.36,0.01,1.66
2016-09-26,2,0.96,4.02,0.17,0.0,6.47,0.02,0.04,0.0,0.06,0.29,0.58,0.0,1.0,22.61,0.0,0.25,0.06,-0.01,0.0,0.02,0.65,0.12,0.47,0.01,0.01,0.14,1.51
2016-09-27,2,0.02,13.77,0.78,0.03,54.57,0.0,0.29,0.02,5.46,0.15,0.39,0.0,2.7,4.63,0.31,0.56,1.1,0.0,0.01,0.06,0.04,0.08,0.16,0.3,0.02,2.36,3.42
2016-09-28,2,0.02,16.8,1.32,0.0,2.68,0.13,0.0,0.0,2.26,0.91,2.71,0.07,7.67,0.23,1.21,0.55,0.65,0.44,0.01,0.0,0.02,0.19,0.01,0.33,1.38,1.14,1.58
2016-09-29,2,0.05,3.91,1.68,0.32,8.24,0.58,0.61,0.1,0.0,0.97,5.5,0.07,0.0,0.02,1.85,0.64,0.01,0.0,0.0,0.02,0.02,0.0,0.19,0.0,0.27,0.12,1.0
2016-09-30,2,0.04,2.08,0.17,0.0,6.43,25.76,12.12,0.0,0.03,0.17,2.41,0.3,0.0,0.0,14.4,0.0,0.0,0.06,0.37,17.84,0.34,0.01,0.67,0.0,0.0,0.11,3.33
2016-10-01,3,0.24,0.86,0.09,0.01,1.01,9.64,5.1,16.72,0.04,0.01,4.38,0.0,0.02,0.03,0.92,0.59,0.0,0.37,14.35,3.1,0.02,3.27,0.0,0.05,0.13,0.01,2.44
2016-10-02,3,0.11,0.07,0.71,0.14,0.15,0.08,0.19,26.02,1.3,0.0,2.06,0.0,16.24,0.12,0.0,0.17,0.81,0.44,20.73,0.18,0.0,0.17,0.0,0.12,0.0,0.3,2.79
2016-10-03,3,0.0,0.24,6.5,0.0,0.0,0.2,0.01,3.85,0.91,0.0,0.48,0.0,7.3,1.36,0.0,0.0,9.54,23.69,5.36,0.07,0.06,0.0,0.24,2.47,0.0,16.57,2.49
2016-10-04,3,0.0,0.0,0.08,0.0,0.03,0.09,0.21,4.63,27.55,0.01,0.0,0.03,10.79,0.85,0.09,0.0,2.12,7.06,0.04,0.06,0.93,0.01,0.24,1.82,2.81,0.15,2.38
2016-10-05,3,0.42,0.24,2.8,0.0,0.28,0.0,0.01,0.13,11.57,0.82,0.0,0.13,13.58,3.69,3.2,0.35,0.0,17.69,14.32,0.56,1.67,0.84,0.0,0.06,9.39,19.37,3.27
2016-10-06,3,1.66,0.99,23.29,0.52,0.37,0.0,0.0,0.0,0.5,0.72,0.0,0.47,0.0,0.2,7.82,0.05,0.0,17.34,0.69,0.95,0.42,0.22,0.0,0.02,25.36,0.07,3.26
2016-10-07,3,0.0,0.08,0.07,0.06,0.02,1.35,0.0,0.48,0.08,0.0,0.0,0.0,0.0,1.25,0.0,0.02,1.96,3.83,0.01,0.34,0.09,0.02,0.09,10.78,10.01,8.08,1.22
