date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2011-09-01,1,0.2,0.17,0.17,0.05,0.36,0.13,0.12,0.06,0.14,0.29,0.15,0.23,0.05,0.29,0.07,0.1,0.12,0.24,0.17,0.17,0.06,0.16,0.16,0.31,0.11,0.0,0.16
2011-09-02,1,1.2,1.41,1.36,0.87,1.31,2.07,0.81,1.59,0.4,2.07,0.39,1.66,0.32,1.5,1.84,0.83,0.65,2.31,0.91,0.52,1.69,0.93,0.98,1.02,0.41,1.16,1.16
2011-09-03,1,0.12,0.16,2.6,0.14,4.5,5.9,0.24,0.1,0.01,0.58,0.1,28.04,0.19,0.1,3.54,3.53,0.0,0.01,0.02,0.01,8.58,0.56,0.02,0.09,0.0,1.4,2.37
2011-09-04,1,0.0,0.64,38.12,0.0,28.37,2.74,0.0,0.14,0.0,1.71,0.16,64.9,0.34,0.0,15.35,7.24,0.0,0.01,0.0,0.22,9.66,0.01,0.01,0.17,0.01,1.82,6.79
2011-09-05,1,0.01,0.79,1.43,0.0,2.42,0.07,0.02,0.06,0.0,0.15,0.29,19.16,0.02,0.0,1.12,0.36,0.0,0.0,0.0,0.07,0.85,0.29,0.01,0.01,0.0,2.68,1.09
2011-09-06,1,0.0,0.01,0.24,0.27,3.48,0.66,0.19,0.0,0.0,0.09,0.0,2.93,0.01,0.0,1.8,0.41,0.0,0.01,0.0,0.0,2.72,0.01,0.01,0.0,0.0,0.03,0.51
2011-09-07,1,0.0,7.33,0.19,13.18,1.78,0.0,5.6,1.17,0.02,0.02,0.0,1.68,0.15,0.0,0.1,0.04,0.52,0.0,3.99,14.34,0.48,0.0,1.58,0.12,0.59,0.0,2.12
2011-09-08,1,52.96,21.17,0.52,28.54,0.28,0.06,26.84,13.46,18.84,0.0,11.7,2.72,12.54,8.52,0.29,0.0,21.43,0.01,28.98,48.43,0.35,51.79,3.77,38.57,36.59,0.18,17.13
2011-09-09,1,28.31,1.01,10.46,8.95,0.0,10.85,1.35,1.45,1.37,1.24,0.0,0.83,0.75,12.33,0.54,1.06,0.46,0.28,0.42,2.84,0.69,9.55,1.71,0.09,2.28,0.75,3.95
2011-09-10,1,3.29,15.58,1.21,15.58,22.99,14.75,0.41,0.49,1.1,7.81,0.35,0.54,1.74,1.81,0.01,1.71,3.13,0.14,20.82,0.68,0.06,0.06,3.56,0.43,0.09,27.03,4.73
2011-09-11,1,14.13,13.89,0.33,1.09,10.48,0.24,0.62,0.24,8.95,9.47,0.82,0.49,0.45,5.93,0.04,5.86,3.45,0.31,38.91,34.57,1.23,0.38,5.52,0.63,0.5,72.1,6.34
2011-09-12,1,4.46,3.75,0.53,0.09,6.31,0.17,0.61,0.1,5.46,15.22,0.56,0.33,0.08,26.79,0.11,51.6,4.94,4.95,0.18,36.12,0.06,0.08,1.33,0.0,1.54,11.11,6.61
2011-09-13,1,9.38,1.91,0.29,0.01,28.38,18.59,0.37,0.01,8.74,14.29,3.39,2.38,0.0,0.95,0.09,23.93,1.91,0.51,0.01,6.72,4.97,0.09,5.08,17.07,24.89,0.06,6.96
2011-09-14,1,1.55,1.41,0.85,7.12,0.87,0.65,0.24,1.42,29.3,1.53,18.61,0.98,0.23,0.02,0.11,1.89,0.04,0.8,0.02,11.95,0.29,0.22,16.65,22.47,4.57,0.0,4.95
2011-09-15,1,0.38,20.33,5.21,17.26,0.27,0.0,4.04,1.61,1.02,1.45,27.55,12.7,0.44,0.26,1.19,0.48,1.19,0.07,1.34,3.17,3.2,3.18,2.46,21.56,0.41,0.0,5.23
2011-09-16,1,1.9,0.41,19.91,14.61,0.15,0.46,3.11,0.12,0.0,15.77,2.89,63.63,0.94,0.77,7.0,9.32,12.33,1.25,1.84,4.97,8.62,1.9,0.75,14.03,0.07,0.0,7.47
2011-09-17,1,0.82,0.01,26.61,9.63,52.36,0.51,1.48,0.44,2.68,8.16,1.99,17.0,0.47,0.03,2.62,0.05,49.94,2.39,0.03,0.33,10.51,1.29,9.86,3.87,0.41,0.41,8.14
2011-09-18,1,0.57,0.09,6.54,8.92,0.86,0.36,7.3,3.36,2.56,44.16,0.97,3.36,8.23,0.26,0.03,0.52,68.26,5.42,1.06,0.01,2.84,0.67,3.38,6.02,0.16,4.69,7.04
2011-09-19,1,25.65,3.39,0.7,10.04,0.02,13.61,6.19,0.74,1.32,25.76,5.26,0.72,15.19,0.04,0.0,0.4,45.33,16.27,0.01,0.0,0.05,25.99,2.29,14.55,0.05,2.41,8.54
2011-09-20,1,1.06,0.27,3.33,3.45,0.62,6.16,0.0,0.75,26.56,11.05,12.46,2.24,12.97,0.06,6.12,0.04,1.18,13.57,0.22,5.73,0.43,8.81,1.09,13.05,0.0,0.1,5.25
2011-09-21,1,1.26,0.08,1.04,8.82,0.32,0.52,0.0,0.61,23.42,0.76,2.49,5.74,1.21,0.76,78.98,0.01,0.0,16.26,0.05,20.25,2.53,7.9,1.82,9.05,0.0,0.0,7.36
2011-09-22,1,2.14,0.64,0.02,1.05,0.57,0.04,0.04,1.02,1.07,0.0,0.05,6.31,0.5,0.53,4.58,0.0,0.06,2.08,0.06,0.0,5.76,0.21,2.31,4.57,0.02,0.0,1.35
2011-09-23,1,3.02,2.86,0.0,7.19,0.01,0.0,4.63,0.36,0.01,0.01,0.15,7.11,0.72,0.78,1.01,0.03,0.64,3.65,2.95,0.14,15.29,0.71,3.88,0.96,10.88,0.0,2.68
2011-09-24,1,20.26,1.7,0.02,0.13,1.31,0.02,2.95,0.13,0.0,0.0,1.27,7.67,2.16,16.24,0.18,0.05,2.71,3.42,0.25,0.0,2.6,0.13,1.23,0.0,8.27,0.0,2.91
2011-09-25,1,68.77,0.01,0.0,0.1,0.33,0.01,0.9,0.2,15.85,0.06,15.46,14.56,3.18,0.03,0.41,0.98,0.84,2.79,0.13,7.25,0.75,0.0,21.94,0.0,4.26,0.0,6.35
2011-09-26,1,12.22,0.23,8.21,0.08,0.19,0.27,0.29,0.01,10.1,0.34,20.26,3.26,0.0,0.0,0.07,0.15,0.0,0.0,1.09,2.83,1.5,0.01,31.22,0.0,4.11,0.0,3.86
2011-09-27,1,2.26,3.69,6.77,0.02,2.85,1.18,0.22,0.0,0.1,1.68,0.65,0.94,0.8,0.02,18.56,0.03,0.0,1.62,5.84,0.2,1.75,0.02,9.76,0.02,0.01,0.0,2.36
2011-09-28,1,1.73,35.76,3.65,0.48,0.95,0.08,21.89,0.06,0.0,3.14,0.18,3.64,5.14,9.03,4.72,5.33,0.3,0.4,1.93,0.7,7.61,0.26,27.86,0.57,0.0,0.0,5.42
2011-09-29,1,6.74,2.5,12.2,0.0,0.0,11.75,7.92,0.53,1.21,2.47,0.35,0.61,0.0,0.54,0.08,14.45,0.0,0.0,0.0,0.01,2.64,1.24,0.18,0.25,0.02,17.1,2.63
2011-09-30,1,6.85,0.54,4.02,0.01,0.6,16.14,0.97,0.15,9.17,0.66,1.1,0.92,0.0,0.28,0.35,2.73,0.0,0.17,0.3,4.38,0.0,3.7,0.74,0.03,0.0,0.06,2.15
2011-10-01,2,0.0,0.17,12.54,0.01,22.11,0.99,0.13,1.27,3.09,1.59,3.14,3.43,0.12,0.7,0.0,0.08,0.29,2.26,0.04,22.31,0.0,2.68,0.17,0.06,0.14,0.0,3.09
2011-10-02,2,0.0,0.0,23.38,0.0,4.15,0.01,0.01,20.06,0.12,0.03,0.3,3.09,0.06,0.88,2.9,0.09,11.9,12.82,0.04,0.31,0.31,0.72,5.38,0.0,0.17,0.0,3.47
2011-10-03,2,0.03,0.0,3.02,1.49,0.06,0.43,0.0,0.46,0.33,0.87,0.0,2.11,2.7,0.17,0.01,0.0,0.4,0.02,0.0,2.81,3.69,0.11,0.02,0.01,0.0,0.0,0.75
2011-10-04,2,25.59,0.0,2.44,13.62,6.09,0.45,0.02,0.0,1.25,0.37,0.58,20.93,0.18,0.04,0.77,0.0,0.26,0.06,3.22,98.36,7.75,0.28,0.09,0.04,0.09,0.0,7.3
