date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,obs,mean
2018-10-01,1,0.79,0.28,0.09,2.16,0.14,0.27,0.32,0.46,0.4,0.2,0.07,0.44,1.2,0.58,0.22,0.39,0.5,0.06,0.49,0.28,0.0,1.28,0.04,0.31,0.74,0.99,0.56,0.15,0.79,0.13,0.73,0.44,1.47,0.27,0.13,0.19,0.81,1.11,0.89,0.64,0.08,1.03,0.67,0.52,0.25,0.54,0.79,0.2,0.02,0.02,0.86,0.05,0.51
2018-10-02,1,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.25,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.01,0.0,0.01
2018-10-03,1,0.0,0.06,0.01,0.0,0.02,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.48,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.01,-0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.09,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02
2018-10-04,1,0.12,0.69,0.26,0.11,0.53,0.1,0.02,0.26,1.64,0.35,0.13,0.62,0.12,0.17,5.35,0.83,0.17,0.47,0.46,0.65,0.27,0.7,0.12,0.02,0.72,0.11,7.17,0.01,0.89,1.41,0.09,0.24,0.29,0.27,1.66,0.2,3.21,0.53,0.91,0.77,4.49,0.47,0.41,8.62,0.02,0.74,0.43,0.04,0.02,7.58,0.06,0.18,1.09
2018-10-05,1,6.34,0.06,6.96,1.36,3.61,0.62,7.02,1.21,4.64,2.39,1.59,3.32,5.91,0.73,16.69,22.41,0.47,1.4,1.1,0.17,64.55,2.07,0.61,28.54,13.66,3.23,45.13,0.26,0.98,0.38,0.2,0.02,0.52,6.82,17.38,0.29,16.09,10.99,3.6,13.08,12.72,0.74,35.59,9.08,18.89,5.74,3.56,6.91,1.01,3.08,1.68,50.38,8.15
2018-10-06,1,59.83,2.09,39.21,0.01,16.53,12.37,19.88,68.81,55.93,6.09,36.48,0.0,30.2,26.42,9.66,27.22,0.35,3.84,48.72,20.82,21.47,2.25,50.89,43.37,29.86,0.12,10.77,0.19,3.79,5.84,0.01,8.98,0.58,36.15,41.67,28.0,0.84,51.96,11.35,9.68,36.5,3.9,68.98,46.83,24.83,32.44,3.11,22.6,0.24,2.4,25.7,37.57,21.76
2018-10-07,1,0.06,12.28,10.0,1.04,0.65,3.47,43.69,13.32,9.15,0.08,24.84,0.36,31.8,19.95,0.0,34.32,2.13,0.0,1.26,1.2,0.6,0.51,34.86,32.99,14.88,2.84,0.13,0.0,10.12,7.46,0.02,24.42,0.95,3.9,10.09,0.0,0.1,5.46,0.21,0.0,0.07,29.75,0.06,11.95,2.91,1.96,0.3,17.59,0.04,50.02,10.75,0.04,9.5
2018-10-08,1,0.0,0.17,0.0,0.0,0.01,0.09,0.31,0.0,0.0,0.0,1.55,2.59,0.0,0.0,0.2,0.71,15.06,0.0,0.0,3.4,1.57,5.57,-0.01,0.38,0.06,15.59,0.0,-0.01,0.08,0.41,1.38,12.54,1.76,0.0,0.0,0.63,0.11,-0.01,0.73,0.37,0.0,2.22,0.0,0.13,0.01,0.01,0.24,3.01,0.0,0.06,3.56,0.0,1.46
2018-10-09,1,0.13,1.2,0.02,0.0,0.0,0.51,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,0.21,0.57,0.13,0.05,3.14,0.21,2.44,4.33,0.0,0.17,5.75,0.13,0.0,0.0,0.03,1.13,0.0,0.01,0.0,0.2,0.24,0.1,0.0,0.84,0.07,0.17,0.0,0.74,0.45,0.0,1.09,0.0,0.0,0.0,0.15,3.37,0.0,0.68
2018-10-10,1,0.23,0.76,2.05,0.0,0.23,0.27,0.04,0.43,0.0,0.32,0.01,0.12,0.0,0.0,0.09,0.03,0.65,3.71,1.54,3.13,0.06,0.99,0.0,0.16,0.02,0.2,2.97,0.0,0.0,0.01,0.28,0.09,0.2,0.44,12.62,0.0,0.01,0.0,1.05,0.07,1.81,0.02,-0.01,0.0,0.03,1.35,0.07,0.1,0.0,0.0,0.03,0.71,0.71
