date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,obs,mean
2017-08-01,1,0.79,0.96,0.33,0.49,0.45,1.87,0.55,0.77,2.63,0.56,0.83,0.26,2.92,0.91,1.61,1.33,0.8,0.42,3.32,0.62,0.68,1.54,0.37,1.22,1.36,3.81,0.31,0.44,1.15,1.08,1.36,0.33,0.93,0.67,2.04,0.73,1.14,1.2,0.69,3.14,0.25,1.21,0.6,1.38,0.69,0.14,2.44,0.31,1.88,0.43,1.03,3.22,1.12
2017-08-02,1,3.0,5.24,0.93,0.63,5.6,0.13,3.2,8.18,0.23,19.12,0.22,1.83,0.08,0.65,0.88,0.48,2.71,2.24,4.01,0.24,4.29,2.51,1.41,2.42,0.1,0.79,0.45,0.1,3.16,2.16,0.29,7.59,1.09,8.92,0.78,0.92,0.84,1.14,2.61,1.95,0.69,0.61,0.17,2.02,0.49,4.34,1.33,1.6,1.24,0.07,4.63,0.2,2.36
2017-08-03,1,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.12,0.01,0.01,0.02,0.05,0.02,0.01,0.06,0.02,0.04,0.04,0.05,0.01,0.1,0.02,0.01,0.0,0.02,0.02,0.23,0.01,0.02,0.1,0.0,0.17,0.04,0.02,0.01,0.01,0.01,0.1,0.02,0.01,0.01,0.02,0.02,0.01,0.16,0.04,0.01,0.02,0.47,0.01,0.04
2017-08-04,1,0.0,0.0,0.66,0.04,0.47,1.88,0.01,0.0,0.05,0.0,0.06,0.05,0.0,0.29,0.32,0.04,0.13,0.12,0.22,0.45,0.01,0.04,0.01,0.18,0.01,0.04,0.38,0.01,0.0,0.01,0.06,0.01,0.16,0.02,0.01,0.08,0.06,0.01,0.28,0.02,0.01,0.04,0.32,1.39,0.0,0.1,0.01,0.04,0.8,0.08,0.01,0.0,0.18
2017-08-05,1,0.37,0.12,2.06,1.96,1.2,0.43,1.39,0.23,0.25,1.04,0.87,1.84,0.02,1.39,0.87,0.51,0.32,1.79,1.02,1.26,0.2,0.01,0.54,0.47,0.51,1.14,2.01,0.12,0.05,0.32,0.24,0.19,1.05,0.81,1.7,1.35,0.37,0.48,0.51,0.2,0.14,0.16,0.48,0.22,0.85,2.12,0.33,1.48,25.82,2.53,0.0,0.03,1.28
2017-08-06,1,7.38,4.09,4.09,7.26,1.78,0.51,1.2,11.05,6.49,14.67,0.9,2.79,6.77,2.01,6.45,0.99,1.78,17.36,2.37,10.83,4.69,1.11,2.31,16.5,6.39,1.78,2.42,0.3,6.41,1.06,5.95,1.3,4.27,2.93,5.48,4.87,6.97,1.94,1.7,91.94,11.06,23.44,0.18,2.31,2.79,5.5,0.47,1.42,4.62,6.45,6.95,3.71,6.79
2017-08-07,1,10.64,1.71,20.28,4.71,0.33,7.72,5.05,20.35,0.79,4.75,5.42,20.12,11.01,2.18,100.85,9.4,47.38,17.23,1.32,44.85,10.36,2.62,87.98,11.78,2.03,9.55,81.71,6.56,106.55,11.07,13.69,15.21,2.39,22.79,6.98,10.86,2.21,11.23,8.55,18.84,10.63,4.96,15.92,21.55,5.26,10.26,0.41,8.23,2.0,18.49,12.22,2.28,17.43
2017-08-08,1,8.21,2.43,9.46,12.4,5.55,55.45,24.27,10.69,4.04,60.47,80.49,10.14,40.97,0.31,2.36,7.46,51.14,4.34,1.89,94.63,32.66,1.94,32.55,12.44,2.99,22.5,5.5,14.04,20.47,6.17,3.06,15.68,6.05,51.62,5.34,7.43,4.84,2.2,6.65,0.55,3.81,2.71,21.21,111.05,4.03,3.23,9.49,9.6,8.48,29.76,2.89,0.05,18.58
2017-08-09,1,2.37,28.08,2.85,2.8,22.6,0.81,8.48,5.57,4.6,15.7,4.71,0.13,65.08,17.34,0.38,10.52,1.34,4.47,16.42,1.69,6.84,22.38,1.03,13.54,7.14,24.11,0.0,21.08,0.61,12.51,0.3,122.6,2.74,1.28,3.71,3.35,11.47,0.23,145.47,0.04,6.88,0.49,11.63,1.18,30.06,24.94,1.34,0.05,9.65,2.21,2.82,7.94,13.87
2017-08-10,1,14.91,1.83,2.51,3.37,0.26,3.91,15.62,5.14,5.44,1.69,2.1,4.5,18.02,2.44,23.42,56.82,4.1,23.19,12.69,49.77,24.63,10.07,7.43,1.11,7.31,5.24,48.79,2.56,0.62,9.57,39.3,1.43,3.11,8.8,7.49,2.34,14.62,0.2,10.94,62.12,11.72,0.01,1.83,0.22,22.31,11.61,29.27,0.01,29.02,20.17,1.45,21.77,12.69
