date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,obs,mean
2020-06-01,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.26,0.0
2020-06-02,1,1.73,1.44,1.75,2.12,1.22,0.92,1.88,2.25,0.78,1.7,0.93,2.74,1.02,1.22,0.83,1.1,1.05,0.79,1.39,1.7,1.46,1.1,1.44,1.6,0.85,1.91,1.0,0.78,1.36,2.04,0.88,1.72,1.01,1.44,3.89,2.98,1.91,1.06,1.79,1.71,1.52,1.73,0.22,2.31,1.05,1.38,1.18,0.53,2.05,0.95,1.66,0.01,1.47
2020-06-03,1,1.09,0.43,0.34,0.75,0.13,1.93,0.28,2.31,1.1,1.32,0.36,1.11,0.25,1.02,1.46,0.54,0.6,0.79,0.24,1.03,0.23,0.47,1.52,0.29,0.69,0.26,0.6,0.59,0.4,0.66,0.64,0.58,0.7,0.78,0.11,0.52,1.55,0.28,0.61,0.37,1.08,0.73,0.93,0.63,0.51,1.55,0.59,0.65,0.62,0.84,1.1,0.12,0.75
2020-06-04,1,0.0,0.01,0.0,0.04,0.0,0.0,0.03,0.1,0.01,0.04,0.01,0.05,0.0,0.0,0.05,0.14,0.29,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.05,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.15,0.0,0.0,0.0,0.0,0.02,0.0,0.22,0.06,0.0,0.0,0.03
2020-06-05,1,0.0,0.03,0.0,0.0,0.19,0.0,0.25,0.61,0.0,0.0,6.16,0.01,0.0,0.22,0.01,0.22,0.24,0.07,0.0,0.0,0.0,0.16,0.0,0.12,0.04,0.05,0.0,0.0,0.05,0.0,-0.01,0.02,0.0,0.64,0.01,0.01,0.0,0.01,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.1,0.0,0.18
2020-06-06,1,2.11,0.04,0.48,0.0,0.25,0.0,0.02,0.49,0.0,0.0,0.71,0.0,0.02,0.16,0.01,0.0,0.04,0.15,0.0,0.1,0.0,0.07,0.0,0.13,0.01,0.02,0.01,0.0,0.64,0.74,0.0,0.04,0.0,0.04,0.19,0.04,0.22,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.03,0.58,0.14
2020-06-07,1,0.08,0.0,0.2,0.0,0.27,0.0,0.08,0.01,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.01,0.01,0.0,0.15,0.01,0.0,0.0,0.0,0.02,0.0,0.09,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,-0.01,-0.01,0.0,0.02
2020-06-08,1,0.0,0.0,0.01,0.0,0.11,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.13,15.21,0.0,0.0,0.01,0.0,0.0,0.14,0.01,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.42
2020-06-09,1,0.0,3.23,0.01,3.42,1.2,0.44,0.01,15.12,0.0,0.0,8.85,0.0,0.0,0.0,0.01,0.78,5.43,0.0,0.52,0.0,0.0,10.6,0.0,0.18,0.0,14.58,0.04,0.01,22.74,0.0,0.0,0.0,0.07,1.25,2.35,0.0,5.74,0.0,0.0,-0.01,0.24,0.01,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,2.01
2020-06-10,1,17.17,2.8,0.79,5.76,4.19,10.4,0.01,0.0,0.01,0.0,8.11,26.34,5.19,0.0,0.01,0.39,0.03,1.99,0.01,0.0,0.0,11.84,0.0,1.82,0.01,0.16,0.0,0.03,18.01,0.19,2.74,1.52,4.6,0.25,0.49,2.18,34.82,22.07,47.24,21.31,0.01,0.37,0.0,0.01,23.21,0.0,4.93,0.0,0.8,0.0,2.73,8.72,5.58
2020-06-11,1,0.84,0.0,31.21,0.08,0.07,0.01,0.02,0.34,9.61,0.29,0.1,4.87,1.51,0.0,0.0,0.0,0.0,4.77,7.44,0.77,0.0,10.99,4.99,5.82,0.05,0.41,0.0,0.0,0.1,0.0,0.32,0.31,2.08,0.01,0.07,4.14,0.09,0.04,25.55,7.61,0.0,0.08,1.32,23.16,2.67,0.0,0.16,0.0,0.01,0.0,0.13,5.08,2.98
2020-06-12,1,1.13,0.03,0.04,0.96,0.01,0.93,22.75,18.77,16.41,18.66,0.02,0.09,0.04,8.14,0.03,0.0,0.0,0.08,0.69,5.11,0.0,0.5,18.83,0.0,1.25,38.22,0.0,0.0,2.62,24.64,0.0,0.01,0.01,0.04,0.02,13.19,0.31,0.3,2.16,0.1,0.0,0.1,3.78,0.0,0.0,17.45,0.0,5.38,0.32,0.23,4.28,0.99,4.46
2020-06-13,1,0.26,0.4,1.96,0.29,0.1,1.16,0.89,0.25,0.0,3.85,12.43,0.21,0.01,2.67,0.07,0.0,0.0,0.03,0.0,0.04,1.09,0.19,21.86,0.09,1.53,14.97,0.0,0.1,0.08,8.22,0.2,0.04,0.22,0.0,0.0,0.0,30.33,7.88,0.01,0.0,0.0,0.0,0.0,0.0,48.26,1.16,1.67,1.7,1.58,24.15,92.92,0.3,5.55
2020-06-14,1,0.41,0.22,11.88,11.84,0.03,0.0,0.01,0.0,0.11,0.01,25.97,0.01,0.01,0.2,2.71,0.0,0.64,13.27,0.01,0.0,0.58,0.0,0.02,37.98,1.25,0.02,0.0,0.0,0.66,0.0,9.56,0.1,4.67,30.24,27.89,0.0,0.16,4.11,0.01,0.0,4.72,0.1,0.0,1.07,1.35,0.95,0.53,1.15,43.56,1.79,3.04,3.66,4.76
2020-06-15,1,0.0,0.19,0.73,0.93,0.02,0.0,0.22,0.12,0.01,26.65,1.52,0.03,0.0,9.74,13.66,0.01,1.61,0.01,4.11,0.0,0.32,0.21,7.36,28.0,2.29,0.0,28.17,28.09,10.01,0.26,25.64,0.58,0.0,4.64,2.23,0.0,13.01,0.01,7.41,0.24,14.78,12.39,0.34,26.38,0.01,1.61,13.09,0.53,0.0,10.91,1.31,0.0,5.87
