date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2016-10-01,1,2.48,3.63,1.27,6.96,0.28,0.91,4.5,0.24,3.3,1.82,2.18,2.34,0.1,1.37,2.24,1.21,0.28,0.05,8.42,0.43,2.08,6.51,0.52,2.51,0.0,0.01,2.23
2016-10-02,1,18.63,11.08,18.32,42.92,11.61,22.31,25.9,15.75,12.99,16.6,19.32,34.34,9.54,32.77,12.16,28.09,12.39,5.42,35.84,6.26,24.54,39.03,6.25,20.71,18.55,0.3,20.05
2016-10-03,1,0.75,0.21,0.37,5.59,0.38,1.58,3.37,0.28,1.73,3.13,0.44,1.58,0.36,11.53,0.37,1.26,3.22,4.37,0.75,0.22,0.48,8.09,0.72,0.68,1.7,16.57,2.13
2016-10-04,1,1.36,0.14,1.32,0.17,0.16,0.26,2.23,0.02,1.03,0.1,0.08,0.25,0.91,0.24,0.56,0.32,0.14,0.01,5.27,0.09,0.26,0.03,0.34,0.24,0.18,0.15,0.63
2016-10-05,1,3.97,0.63,5.48,13.74,1.24,1.36,5.25,0.56,0.76,0.43,0.58,0.58,8.44,0.58,0.35,0.35,0.97,0.49,3.48,0.28,1.26,0.87,1.93,0.53,4.44,19.37,2.34
2016-10-06,1,0.0,1.06,0.03,0.35,0.02,0.25,0.01,0.51,2.52,0.91,0.21,0.5,0.69,0.93,1.73,0.69,0.65,0.07,2.62,0.19,0.02,0.29,0.44,0.07,0.25,0.07,0.6
2016-10-07,1,0.0,1.39,0.24,0.0,0.0,0.3,0.01,0.04,0.31,0.2,0.0,0.1,0.05,0.04,0.33,0.27,0.54,0.11,2.46,0.02,0.0,0.01,0.01,0.07,0.5,8.08,0.28
2016-10-08,1,0.03,3.47,0.63,0.06,0.35,0.23,2.81,6.21,7.4,2.69,0.04,0.17,1.57,0.0,1.81,0.45,1.01,2.37,24.35,0.16,0.24,0.02,4.79,3.43,4.21,10.8,2.74
2016-10-09,1,0.71,3.97,0.77,0.12,0.44,0.89,0.73,0.37,7.99,4.81,0.12,0.0,0.73,0.2,12.7,0.0,0.1,0.09,2.36,0.01,2.66,6.85,3.45,4.13,1.09,0.01,2.21
2016-10-10,1,0.13,25.49,18.97,1.77,0.68,0.2,0.45,0.06,0.28,0.65,1.33,0.94,0.0,0.03,0.14,0.15,1.41,1.68,1.92,10.46,0.8,1.62,0.13,0.85,1.71,0.0,2.87
2016-10-11,1,2.6,11.07,36.35,0.02,0.03,0.0,0.31,0.0,2.37,0.15,0.33,1.86,0.22,0.02,0.03,0.03,0.37,0.29,0.04,0.0,0.36,0.79,0.0,0.06,0.43,0.0,2.31
