date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2012-10-01,1,0.12,0.14,0.31,0.17,0.22,0.14,0.2,0.12,0.13,0.2,0.08,0.58,0.09,0.22,0.13,0.33,0.0,0.53,0.32,0.05,0.17,0.07,0.06,0.29,0.1,0.0,0.19
2012-10-02,1,0.01,0.11,0.02,0.15,0.01,0.0,0.03,0.0,0.03,0.93,0.02,0.09,0.17,0.2,0.23,0.01,0.0,0.36,0.29,0.06,0.13,0.06,0.01,0.06,0.07,0.0,0.12
2012-10-03,1,0.01,0.01,0.03,0.02,0.02,0.0,0.01,0.03,0.02,0.02,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.01,0.33,0.0,0.32,0.0,0.01,0.07,0.0,0.0,0.04
2012-10-04,1,0.18,0.09,0.05,0.09,0.07,0.0,0.07,0.02,0.17,0.22,0.04,0.08,0.03,0.0,0.11,0.24,0.02,0.02,0.08,0.01,0.13,0.0,0.01,0.07,0.04,0.0,0.07
2012-10-05,1,0.0,-0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.01,0.0,0.01
2012-10-06,1,2.26,0.02,0.46,0.23,0.08,0.5,0.0,0.38,0.0,0.13,0.04,0.0,0.88,2.81,0.11,0.26,0.03,0.02,0.09,0.07,0.3,0.06,0.38,0.11,0.29,0.24,0.38
2012-10-07,1,2.96,0.24,0.44,1.73,1.01,0.01,0.4,0.02,0.51,0.23,0.76,0.07,0.0,0.85,1.18,0.06,0.05,0.28,1.38,0.05,1.51,0.4,3.97,0.07,2.22,0.0,0.82
2012-10-08,1,0.0,0.41,0.01,0.2,1.3,0.0,0.0,0.0,0.35,0.04,0.04,0.13,0.01,0.04,0.01,0.03,0.12,0.0,0.54,0.0,0.02,0.0,0.05,0.0,0.34,0.0,0.15
2012-10-09,1,0.01,0.2,0.0,0.0,1.53,0.03,0.02,0.0,0.41,0.0,0.05,0.09,0.07,0.0,0.04,0.0,0.0,0.05,0.0,0.0,0.56,0.48,0.05,0.59,0.03,0.0,0.17
2012-10-10,1,0.27,0.09,0.88,0.0,2.86,0.66,0.35,0.0,14.13,0.91,4.4,0.47,1.04,0.59,1.51,0.55,1.3,0.24,1.08,0.02,2.87,0.17,0.39,1.58,0.02,0.38,1.46
2012-10-11,1,0.0,0.52,1.42,2.47,23.74,0.06,0.01,6.53,0.74,0.85,0.0,0.01,0.1,0.0,4.69,0.01,0.01,6.29,5.19,3.02,0.0,0.09,5.67,-0.01,0.01,0.17,2.46
2012-10-12,1,0.04,3.77,0.0,0.05,1.02,0.53,0.0,2.34,0.0,0.09,0.22,1.26,0.0,0.0,0.01,0.13,0.0,0.02,0.09,1.66,0.09,0.0,7.42,2.0,0.43,0.0,0.85
2012-10-13,1,1.03,0.74,0.01,0.01,0.09,0.11,1.03,0.72,0.24,0.0,0.25,2.25,0.28,0.3,0.27,0.44,0.0,0.07,0.05,0.58,0.0,0.0,0.0,0.0,0.22,0.0,0.35
2012-10-14,1,0.01,0.0,0.0,1.21,0.55,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.08
2012-10-15,1,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.09,0.0,0.02,0.47,0.11,0.0,0.06,0.0,0.2,0.05,0.03,0.39,0.0,0.02,0.01,0.0,0.0,0.16
2012-10-16,1,0.0,2.12,1.1,0.0,0.0,0.02,0.07,0.13,0.0,0.06,0.61,0.06,0.04,0.17,0.48,0.01,0.26,0.0,0.0,0.2,0.0,0.0,0.0,0.04,0.04,0.0,0.22
