date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2015-01-01,1,0.04,0.02,0.03,0.02,0.02,0.04,0.02,0.04,0.02,0.04,0.0,0.0,0.04,0.02,0.04,0.04,0.02,0.02,0.04,0.04,0.02,0.0,0.04,0.02,0.05,0.0,0.03
2015-01-02,1,0.0,0.0,0.01,0.03,0.01,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.02,0.03,0.01,0.0,0.03,0.0,0.0,0.0,0.01,0.01,0.05,0.0,0.01
2015-01-03,1,0.17,0.08,0.13,0.25,0.09,0.22,0.17,0.16,0.2,0.13,0.14,0.21,0.05,0.14,0.23,0.52,0.04,0.07,0.13,0.08,0.19,0.43,0.15,0.21,0.3,0.0,0.18
2015-01-04,1,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.03,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01
2015-01-05,1,0.94,2.11,4.55,1.12,4.2,6.73,0.86,4.69,2.26,5.03,5.07,1.65,6.41,7.39,0.62,0.03,2.3,5.59,0.28,3.83,2.38,0.31,4.31,5.36,0.01,0.23,3.12
2015-01-06,1,0.0,0.05,0.0,1.12,0.0,0.0,0.43,0.83,0.6,0.0,0.05,0.14,0.62,0.4,0.17,0.37,0.0,0.01,0.91,3.66,1.17,0.03,1.42,1.58,0.43,3.22,0.56
2015-01-07,1,0.01,0.13,-0.01,1.17,-0.01,0.0,2.3,0.02,0.13,0.05,0.0,0.01,0.24,0.2,0.0,0.02,0.0,0.01,0.78,0.05,0.11,0.16,0.48,1.57,0.56,0.0,0.32
2015-01-08,1,0.0,0.01,0.0,0.13,0.0,0.0,0.91,0.01,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.58,0.0,0.22,0.0,0.02,0.0,0.0,0.0,0.08
2015-01-09,1,0.0,0.04,0.0,0.45,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.01,0.68,0.0,0.0,0.05,0.01,0.25,0.0,0.01,0.11,0.0,0.01,0.01,0.0,0.07
2015-01-10,1,0.01,1.27,0.0,0.0,0.0,0.0,0.43,0.11,0.07,0.0,0.0,0.0,0.02,0.18,0.05,0.07,0.07,0.09,0.15,0.0,2.23,0.0,0.02,0.01,0.05,0.0,0.19
