date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2012-09-01,1,0.46,0.43,0.17,0.75,0.22,0.51,0.37,0.12,0.41,0.37,0.41,0.3,0.24,0.51,0.35,0.77,0.2,0.19,0.54,0.21,0.95,0.47,1.16,0.64,0.18,0.42,0.44
2012-09-02,1,0.33,0.37,0.06,0.59,0.08,0.64,0.2,0.34,0.31,0.08,0.14,0.6,0.77,0.04,0.1,0.29,0.45,0.17,0.17,0.1,0.56,0.08,0.75,0.31,0.08,0.02,0.3
2012-09-03,1,0.51,0.76,1.76,3.65,3.25,0.22,1.64,1.61,2.03,3.54,0.81,0.66,1.87,2.59,0.5,2.52,1.19,0.58,2.81,0.54,2.27,3.67,0.76,0.09,3.88,0.0,1.75
2012-09-04,1,5.88,8.16,7.53,7.55,9.46,10.53,1.81,6.07,7.36,5.45,4.7,4.51,8.07,0.9,7.09,3.29,1.57,5.57,6.3,7.33,9.2,3.19,13.57,14.17,0.91,20.4,6.41
2012-09-05,1,9.44,13.18,8.71,4.84,2.97,4.55,4.74,6.88,0.24,12.17,5.5,12.04,0.74,4.51,1.7,9.66,0.22,0.03,24.56,17.74,0.4,0.18,7.7,5.87,7.28,16.37,6.63
2012-09-06,1,0.01,6.88,1.09,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.05,20.2,0.16,0.04,0.0,0.01,0.03,0.29,-0.02,0.01,0.0,0.03,0.03,0.0,1.15
2012-09-07,1,0.02,0.01,0.17,0.01,0.01,0.0,0.03,0.01,0.05,0.0,0.0,0.01,0.0,17.42,0.04,0.29,0.0,0.02,0.0,4.98,0.11,0.02,0.03,0.02,0.0,0.03,0.93
2012-09-08,1,0.0,0.04,0.04,0.45,0.28,23.24,0.1,0.02,0.24,0.29,0.02,24.32,8.34,0.79,1.39,0.28,11.51,0.29,0.0,2.0,1.97,0.32,0.18,0.78,0.0,38.67,3.08
2012-09-09,1,0.18,0.36,0.01,0.87,0.67,0.29,0.93,7.56,0.21,0.11,1.56,51.38,7.68,0.09,0.09,0.06,29.93,0.01,0.28,1.22,0.1,1.57,18.67,7.65,1.03,0.01,5.3
2012-09-10,1,1.59,1.02,0.5,0.32,0.71,0.04,0.26,1.84,0.0,5.99,34.0,5.97,1.15,2.78,0.0,0.09,0.42,0.17,0.61,5.53,0.08,0.42,3.18,1.07,25.92,0.03,3.75
2012-09-11,1,2.58,10.53,0.29,1.69,10.22,0.18,0.04,0.06,12.87,2.1,21.47,15.24,27.18,3.8,0.07,15.5,0.51,3.18,0.0,2.56,0.87,0.62,4.61,12.07,9.09,0.0,6.29
2012-09-12,1,0.36,0.81,0.12,6.04,2.88,2.97,0.0,0.2,0.36,0.06,2.9,0.58,1.94,9.9,10.83,8.06,0.02,4.12,0.53,20.34,0.2,5.89,22.07,2.0,3.7,0.07,4.28
2012-09-13,1,1.15,3.8,0.22,12.09,3.87,12.38,1.04,0.75,0.67,0.02,0.21,0.0,0.0,0.1,0.48,1.61,0.3,17.6,2.48,2.67,0.14,1.12,44.85,7.46,15.92,2.42,5.24
2012-09-14,1,1.53,77.97,0.55,5.82,3.78,5.99,2.92,16.17,1.19,6.24,0.03,0.0,0.05,0.03,0.66,3.75,0.56,12.46,4.61,1.25,0.5,0.0,18.44,0.2,31.19,2.35,7.84
2012-09-15,1,11.42,1.12,1.34,0.17,1.23,0.44,1.13,19.0,2.89,3.65,0.01,0.02,0.01,0.01,9.78,2.22,8.69,8.98,2.49,0.49,0.48,23.09,9.44,0.19,16.8,0.52,5.0
