date,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,obs,mean
2013-05-01,1,2.15,4.0,1.86,0.7,3.01,0.13,2.5,2.91,1.52,4.83,0.81,3.84,1.0,0.41,0.37,0.14,1.24,1.28,1.96,1.71,2.65,2.02,1.07,2.99,1.9,0.46,1.88
2013-05-02,1,6.14,2.46,3.18,2.8,3.98,2.53,3.36,3.22,2.41,2.74,4.06,3.29,3.23,3.33,1.67,2.46,3.07,2.5,3.91,3.01,3.55,1.9,2.54,4.0,3.83,2.25,3.17
2013-05-03,1,0.57,0.1,1.61,0.79,0.51,0.43,0.13,0.13,1.19,0.41,2.08,0.98,0.19,0.82,1.76,0.51,0.81,0.82,1.9,1.23,0.84,0.85,0.83,1.74,1.2,1.25,0.9
2013-05-04,1,0.09,0.2,0.4,0.08,0.31,0.0,0.0,0.25,1.84,0.08,0.11,0.12,0.01,0.05,0.76,0.16,0.23,0.5,0.28,1.47,0.08,0.0,1.14,0.26,0.08,0.02,0.34
2013-05-05,1,0.0,0.0,0.8,0.0,0.0,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.04
2013-05-06,1,0.0,0.0,0.19,0.01,-0.02,0.1,0.0,0.05,0.0,0.01,0.02,0.0,0.0,0.15,0.02,0.18,0.46,0.0,0.0,0.02,0.88,0.05,0.09,-0.02,0.02,0.0,0.09
2013-05-07,1,0.08,0.06,0.0,0.0,0.0,0.0,0.01,0.11,0.0,0.13,0.01,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.01,0.0,0.02
2013-05-08,1,0.01,0.0,0.0,0.62,0.0,0.01,-0.01,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.05,0.0,0.0,0.1,0.0,-0.01,0.02,0.18,0.08,0.02,0.33,0.02,0.06
2013-05-09,1,0.01,0.02,0.34,0.02,0.04,0.0,0.02,0.0,0.0,1.65,0.0,0.0,2.59,0.0,6.98,-0.01,0.0,13.53,0.0,0.0,0.0,2.48,0.11,0.09,15.36,0.6,1.73
2013-05-10,1,9.25,0.0,11.4,0.0,17.15,23.44,26.97,0.0,1.29,0.48,0.0,1.54,15.09,0.21,8.95,0.15,0.03,0.3,11.55,0.0,3.85,0.0,0.0,19.65,0.1,16.55,6.06
