date,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,mean,obs
2011_1,207.05,285.65,118.18,220.69,259.51,243.3,229.21000000000004,279.52,124.01,247.26,154.24,295.99,245.89,171.91,203.22,201.64,100.36,190.46,200.36,189.89999999999998,224.68,199.59,105.42,247.89,164.23,,,,,,,,,,,,,,,,,,,,,,,,,,,204.35999999999996,248.10000000000002
2011_2,343.53,364.77,365.91,240.63000000000002,216.51,348.17,256.14,349.89,318.49,219.24,268.93,293.2,359.51,364.69,187.39,283.33,132.63,289.02,512.45,394.59,323.97,255.02,276.55999999999995,279.15,258.45,,,,,,,,,,,,,,,,,,,,,,,,,,,300.05,377.53999999999996
2011_3,318.33,424.26,570.13,479.33000000000004,402.07,576.13,320.73,400.98,185.74,301.17,316.9,433.94,510.66,414.83,263.93,489.12,344.76,273.67,627.59,484.15,385.84000000000003,521.5,310.77,443.45,585.28,,,,,,,,,,,,,,,,,,,,,,,,,,,415.4,743.35
2011_4,484.7,504.92,969.1500000000001,730.4,485.99,667.12,490.35,844.22,354.65,460.77,450.29,682.58,592.9,458.53,412.56,412.85,470.5,527.55,457.13,574.75,487.01,483.82,605.24,500.84,471.28,,,,,,,,,,,,,,,,,,,,,,,,,,,543.2,1284.5800000000002
2011_5,538.43,441.11,727.52,608.3,526.92,675.66,611.46,413.39,615.07,862.27,547.36,546.43,999.13,263.14,569.54,577.0,463.51,439.61,282.71,569.63,572.69,620.29,793.75,855.15,833.6299999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,598.09,1393.3400000000001
2011_6,421.96,424.23,524.66,484.77,729.19,683.55,596.25,618.81,854.02,758.49,1000.78,856.23,810.64,634.29,532.16,738.45,716.99,728.57,1112.02,608.48,730.85,532.62,518.98,597.43,542.77,,,,,,,,,,,,,,,,,,,,,,,,,,,670.3699999999999,1404.54
2011_7,496.11,340.74,653.87,554.0,432.87,298.46,559.99,431.0,590.12,398.94,352.97,587.08,387.36,521.43,312.7,329.55,423.79,605.33,456.74,450.61,456.2,710.93,303.45,409.07,648.05,,,,,,,,,,,,,,,,,,,,,,,,,,,468.43,1041.3799999999999
2011_8,545.61,493.05,497.61,420.87,388.93,395.56,433.54,446.42,405.04,358.37,357.18,418.18,570.77,450.36,276.98,447.84,396.53,454.65,272.88,453.42,297.48,558.84,274.61,460.26,428.63,,,,,,,,,,,,,,,,,,,,,,,,,,,420.16999999999996,526.0699999999999
2011_9,433.61,319.9,352.75,361.74,357.76,272.0,236.56,189.39,449.53,336.25,268.31,483.71,168.41,256.86,409.3,391.24,360.58,228.7,224.8,526.46,280.42,226.65,463.1,363.57,238.98,,,,,,,,,,,,,,,,,,,,,,,,,,,327.97999999999996,270.97999999999996
2011_10,138.04,148.04,214.77,186.95,235.01,198.46,156.79,156.29,166.96,173.63,132.76,289.74,129.01,144.23,310.99,172.03,173.08,109.58,247.59,224.28,229.7,135.31,195.09,221.93,117.39,,,,,,,,,,,,,,,,,,,,,,,,,,,184.33999999999997,139.05000000000004
2011_11,180.3,232.3,147.17,205.11,283.99,184.19,207.35,289.0,336.88,325.92,272.46,316.94,240.59,171.22,293.82,256.73,175.54,209.88,215.39,239.77,282.21,112.92,134.11,312.5,265.09,,,,,,,,,,,,,,,,,,,,,,,,,,,235.64999999999998,91.77000000000001
2011_12,91.9,183.17,276.42,192.44,147.74,317.67,161.24,183.68,227.24,243.15,146.01,158.01,189.93,220.33,265.6,166.25,269.24,200.06,203.33,273.68,207.64,188.84,262.1,230.65,248.78,,,,,,,,,,,,,,,,,,,,,,,,,,,210.12,101.89999999999999
2012_1,208.64,208.07,225.39,242.61,337.89,239.02,215.23,229.47,184.94,288.07,312.75,195.64999999999998,291.91,410.57,247.58,214.45,280.11,291.18,175.02,238.41,219.51,223.44,340.95,200.96,356.99,,,,,,,,,,,,,,,,,,,,,,,,,,,255.13000000000005,202.82999999999998
2012_2,319.84,328.07,326.72,282.38,193.22,205.48,295.37,337.95,235.35,217.62,374.42,150.75,294.24,306.24,307.43,260.06,321.11,243.83,266.45,248.13,165.39999999999998,284.54,283.91,202.98,336.94,,,,,,,,,,,,,,,,,,,,,,,,,,,271.56000000000006,240.97000000000003
2012_3,377.15,363.29,463.6,249.7,342.75,495.14,784.08,530.93,365.37,372.86,419.59,400.86,334.61,388.43,384.07,506.59,414.41,385.12,464.74000000000007,498.65999999999997,347.3,212.21,298.9200000000001,647.02,283.69,,,,,,,,,,,,,,,,,,,,,,,,,,,413.27,323.02
2012_4,366.53,407.98,435.82,818.98,552.68,654.32,738.1199999999999,676.55,539.76,469.27,634.6,200.08,715.79,295.35,637.7,542.92,402.15,770.84,510.25,602.04,341.44,395.9,469.56,757.42,429.69,,,,,,,,,,,,,,,,,,,,,,,,,,,534.5899999999999,582.9999999999999
2012_5,725.28,381.53,336.0,434.68,497.63,642.87,631.01,876.14,387.9,558.83,364.06,709.93,282.05,403.74,515.74,498.91,586.54,561.7,508.53,394.76,512.99,776.62,445.37,220.23,640.53,,,,,,,,,,,,,,,,,,,,,,,,,,,515.75,800.7499999999999
2012_6,325.78999999999996,446.72,627.51,653.57,636.04,680.02,524.47,827.51,769.43,865.8,750.65,578.81,651.31,568.1500000000001,916.0,761.77,656.14,571.44,538.42,512.65,799.78,519.37,425.15,673.62,658.96,,,,,,,,,,,,,,,,,,,,,,,,,,,637.5500000000001,920.3399999999998
2012_7,803.71,441.3,592.79,684.93,721.75,616.88,593.46,446.44,761.48,694.67,373.57,238.74,1041.68,358.4,626.61,372.52,409.29,486.51,533.34,819.72,525.15,708.62,645.67,560.24,851.44,,,,,,,,,,,,,,,,,,,,,,,,,,,596.36,888.1599999999999
2012_8,485.7099999999999,399.33,822.91,588.52,512.16,499.3399999999999,539.35,462.28,251.3,301.02,501.61,585.47,430.0,522.95,327.05,388.5,421.9,513.84,257.26,632.03,324.28,545.73,793.21,447.3,602.83,,,,,,,,,,,,,,,,,,,,,,,,,,,486.24999999999994,610.86
2012_9,176.36,378.45,99.17,167.56,175.12,373.61,303.8,276.06,210.16,178.85,367.04,385.28,228.18,346.93,271.51,194.35,178.75,330.29,437.38,238.73,206.36,284.42,423.76,215.38,271.18,,,,,,,,,,,,,,,,,,,,,,,,,,,268.76,319.96000000000004
2012_10,176.63,82.3,192.34,156.72,153.19,210.86,181.44,143.85,181.78,238.12,217.42,114.76,86.75,352.3,267.15,207.57,183.83,176.2,148.15,115.96,81.94,150.87,208.73,163.33,265.36,,,,,,,,,,,,,,,,,,,,,,,,,,,178.31,179.42000000000002
2012_11,171.71,153.79,200.72,188.47,137.26,143.46,254.37,217.44,198.5,176.54000000000002,225.83,191.74,236.86,161.55,181.19,170.76,318.67,131.55,118.53,216.51000000000002,94.94,240.97,250.99,206.45,196.86,,,,,,,,,,,,,,,,,,,,,,,,,,,191.41,169.65000000000003
2012_12,372.03,286.1,279.83,93.25,258.65,227.25,230.93,251.71,313.53,141.81,130.88,145.85,223.84000000000003,212.85,246.54,117.92,217.55,226.13,106.32,162.94,161.25,166.27,223.98,228.1,122.68,,,,,,,,,,,,,,,,,,,,,,,,,,,205.95,167.74
2013_1,220.56,236.32000000000002,243.16,213.57,236.04,244.95000000000002,182.52,339.02,302.66,288.5,323.94000000000005,186.12,263.42,259.26,215.55,305.61,245.05,336.76,372.5799999999999,180.25,250.68,249.43,280.67,242.87000000000003,212.7,,,,,,,,,,,,,,,,,,,,,,,,,,,257.2900000000001,193.86
2013_2,297.72,340.0,433.0,317.20000000000005,225.35,314.63,446.58,310.49,413.97,277.98,290.79,270.49,330.4,347.47,389.54,403.03,311.09,342.23,391.15,297.71,272.09,433.01,400.52,279.82,404.34,,,,,,,,,,,,,,,,,,,,,,,,,,,341.65000000000003,263.34
