date,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,mean,obs
2011_1,244.22000000000003,189.24,127.09,149.95999999999998,288.78999999999996,217.61000000000004,253.76999999999998,145.21,140.16,317.1000000000001,422.0,251.52999999999997,217.08,274.99,295.01,191.29,238.46999999999997,358.67,240.13,379.99
2011_2,376.46000000000004,378.54,188.19,336.19000000000005,415.90999999999997,397.43000000000006,388.9,273.92,313.40000000000003,346.3800000000001,559.45,557.78,386.34000000000003,372.40999999999997,405.46,261.76,341.61,372.83000000000004,370.72999999999996,791.76
2011_3,654.3,500.14,458.48,550.44,705.71,685.07,558.16,472.1,463.74,557.3600000000001,843.01,930.1800000000001,696.46,1234.7900000000002,670.22,589.6999999999999,793.5799999999999,447.57000000000005,656.1800000000001,1316.67
2011_4,1004.6899999999999,696.4000000000001,1029.45,636.76,857.01,1134.0900000000001,871.17,760.05,516.76,1149.8000000000002,1104.0100000000002,1155.6000000000001,880.48,1320.0000000000002,942.41,748.96,904.7900000000001,639.6199999999999,908.4599999999999,1558.49
2011_5,1031.67,709.5600000000001,1010.09,604.3299999999999,926.7100000000002,1184.6900000000003,1113.37,999.51,559.27,1071.0,1250.28,1230.89,1088.59,1255.6900000000003,1249.7799999999997,778.76,912.9500000000002,954.7699999999998,996.23,1536.43
2011_6,939.36,774.6800000000001,993.0400000000001,637.52,721.7100000000002,1169.2000000000003,1120.61,945.82,639.4799999999999,1027.39,1149.44,1128.79,1091.74,1198.6700000000005,1152.98,737.96,855.2100000000002,872.5899999999998,953.13,1455.6
2011_7,823.75,594.8300000000002,935.1,455.91,637.8100000000002,987.8400000000003,994.95,814.19,440.32,961.09,1056.6899999999998,843.3200000000002,931.8900000000001,1136.4900000000002,1055.44,654.1899999999999,799.1900000000002,836.6399999999999,831.1,1099.3899999999999
2011_8,522.05,469.03000000000003,662.08,241.34,351.89,681.9000000000002,828.81,617.85,253.97000000000003,792.67,733.02,458.51000000000005,602.9499999999999,258.18000000000006,778.2899999999997,346.72,352.02000000000004,719.15,537.25,544.89
2011_9,164.39,255.18000000000004,74.73,130.43,200.54,240.36,485.6700000000001,336.99,212.09000000000003,229.04000000000002,449.37,212.43,372.89000000000004,185.49,393.9199999999999,154.15000000000003,187.03,478.79999999999995,264.64000000000004,282.14
2011_10,118.9,227.68,59.68,119.15,116.83,128.43,143.48,57.09,201.28000000000003,159.76,175.39,92.56,123.92999999999998,176.41,91.01,91.72999999999999,153.66000000000003,156.59,132.97,142.83000000000004
2011_11,111.04,100.8,55.63,87.74,119.94999999999999,76.94000000000001,54.079999999999984,49.95,128.60000000000002,121.41000000000003,189.12,122.26,118.88000000000002,137.45,185.75,132.45,179.66000000000003,223.37999999999997,121.94999999999999,159.91
2011_12,133.51999999999998,102.47,86.34,123.47999999999999,91.74,139.69000000000003,145.18,81.57,141.23000000000002,262.75,304.97,166.1,163.32,177.98000000000002,185.58,155.33,169.28000000000003,267.99,161.03,221.64999999999998
2012_1,244.22000000000003,189.24,127.09,149.95999999999998,288.78999999999996,217.61000000000004,253.76999999999998,145.21,140.16,317.1000000000001,422.0,251.52999999999997,217.08,274.99,295.01,191.29,238.46999999999997,358.67,240.13,252.13
2012_2,376.46000000000004,378.54,188.19,336.19000000000005,415.90999999999997,397.43000000000006,388.9,273.92,313.40000000000003,346.3800000000001,559.45,557.78,386.34000000000003,372.40999999999997,405.46,261.76,341.61,372.83000000000004,370.72999999999996,326.79999999999995
2012_3,654.3,500.14,458.48,550.44,705.71,685.07,558.16,472.1,463.74,557.3600000000001,843.01,930.1800000000001,696.46,1234.7900000000002,670.22,589.6999999999999,793.5799999999999,447.57000000000005,656.1800000000001,651.1399999999999
2012_4,1004.6899999999999,696.4000000000001,1029.45,636.76,857.01,1134.0900000000001,871.17,760.05,516.76,1149.8000000000002,1104.0100000000002,1155.6000000000001,880.48,1320.0000000000002,942.41,748.96,904.7900000000001,639.6199999999999,908.4599999999999,920.4999999999999
2012_5,1031.67,709.5600000000001,1010.09,604.3299999999999,926.7100000000002,1184.6900000000003,1113.37,999.51,559.27,1071.0,1250.28,1230.89,1088.59,1255.6900000000003,1249.7799999999997,778.76,912.9500000000002,954.7699999999998,996.23,969.6399999999999
2012_6,939.36,774.6800000000001,993.0400000000001,637.52,721.7100000000002,1169.2000000000003,1120.61,945.82,639.4799999999999,1027.39,1149.44,1128.79,1091.74,1198.6700000000005,1152.98,737.96,855.2100000000002,872.5899999999998,953.13,973.9899999999998
2012_7,823.75,594.8300000000002,935.1,455.91,637.8100000000002,987.8400000000003,994.95,814.19,440.32,961.09,1056.6899999999998,843.3200000000002,931.8900000000001,1136.4900000000002,1055.44,654.1899999999999,799.1900000000002,836.6399999999999,831.1,938.9799999999999
2012_8,522.05,469.03000000000003,662.08,241.34,351.89,681.9000000000002,828.81,617.85,253.97000000000003,792.67,733.02,458.51000000000005,602.9499999999999,258.18000000000006,778.2899999999997,346.72,352.02000000000004,719.15,537.25,657.46
2012_9,164.39,255.18000000000004,74.73,130.43,200.54,240.36,485.6700000000001,336.99,212.09000000000003,229.04000000000002,449.37,212.43,372.89000000000004,185.49,393.9199999999999,154.15000000000003,187.03,478.79999999999995,264.64000000000004,348.31000000000006
2012_10,118.9,227.68,59.68,119.15,116.83,128.43,143.48,57.09,201.28000000000003,159.76,175.39,92.56,123.92999999999998,176.41,91.01,91.72999999999999,153.66000000000003,156.59,132.97,223.3
2012_11,111.04,100.8,55.63,87.74,119.94999999999999,76.94000000000001,54.079999999999984,49.95,128.60000000000002,121.41000000000003,189.12,122.26,118.88000000000002,137.45,185.75,132.45,179.66000000000003,223.37999999999997,121.94999999999999,218.56000000000003
2012_12,133.51999999999998,102.47,86.34,123.47999999999999,91.74,139.69000000000003,145.18,81.57,141.23000000000002,262.75,304.97,166.1,163.32,177.98000000000002,185.58,155.33,169.28000000000003,267.99,161.03,240.46
2013_1,244.22000000000003,189.24,127.09,149.95999999999998,288.78999999999996,217.61000000000004,253.76999999999998,145.21,140.16,317.1000000000001,422.0,251.52999999999997,217.08,274.99,295.01,191.29,238.46999999999997,358.67,240.13,291.69
2013_2,376.46000000000004,378.54,188.19,336.19000000000005,415.90999999999997,397.43000000000006,388.9,273.92,313.40000000000003,346.3800000000001,559.45,557.78,386.34000000000003,372.40999999999997,405.46,261.76,341.61,372.83000000000004,370.72999999999996,383.04999999999995
2013_3,654.3,500.14,458.48,550.44,705.71,685.07,558.16,472.1,463.74,557.3600000000001,843.01,930.1800000000001,696.46,1234.7900000000002,670.22,589.6999999999999,793.5799999999999,447.57000000000005,656.1800000000001,793.1999999999999
2013_4,1004.6899999999999,696.4000000000001,1029.45,636.76,857.01,1134.0900000000001,871.17,760.05,516.76,1149.8000000000002,1104.0100000000002,1155.6000000000001,880.48,1320.0000000000002,942.41,748.96,904.7900000000001,639.6199999999999,908.4599999999999,862.04
2013_5,1031.67,709.5600000000001,1010.09,604.3299999999999,926.7100000000002,1184.6900000000003,1113.37,999.51,559.27,1071.0,1250.28,1230.89,1088.59,1255.6900000000003,1249.7799999999997,778.76,912.9500000000002,954.7699999999998,996.23,926.3599999999999
2013_6,939.36,774.6800000000001,993.0400000000001,637.52,721.7100000000002,1169.2000000000003,1120.61,945.82,639.4799999999999,1027.39,1149.44,1128.79,1091.74,1198.6700000000005,1152.98,737.96,855.2100000000002,872.5899999999998,953.13,854.8399999999999
2013_7,823.75,594.8300000000002,935.1,455.91,637.8100000000002,987.8400000000003,994.95,814.19,440.32,961.09,1056.6899999999998,843.3200000000002,931.8900000000001,1136.4900000000002,1055.44,654.1899999999999,799.1900000000002,836.6399999999999,831.1,783.4399999999998
2013_8,522.05,469.03000000000003,662.08,241.34,351.89,681.9000000000002,828.81,617.85,253.97000000000003,792.67,733.02,458.51000000000005,602.9499999999999,258.18000000000006,778.2899999999997,346.72,352.02000000000004,719.15,537.25,351.91999999999996
2013_9,164.39,255.18000000000004,74.73,130.43,200.54,240.36,485.6700000000001,336.99,212.09000000000003,229.04000000000002,449.37,212.43,372.89000000000004,185.49,393.9199999999999,154.15000000000003,187.03,478.79999999999995,264.64000000000004,246.42999999999998
2013_10,118.9,227.68,59.68,119.15,116.83,128.43,143.48,57.09,201.28000000000003,159.76,175.39,92.56,123.92999999999998,176.41,91.01,91.72999999999999,153.66000000000003,156.59,132.97,135.49
2013_11,111.04,100.8,55.63,87.74,119.94999999999999,76.94000000000001,54.079999999999984,49.95,128.60000000000002,121.41000000000003,189.12,122.26,118.88000000000002,137.45,185.75,132.45,179.66000000000003,223.37999999999997,121.94999999999999,146.0
2013_12,133.51999999999998,102.47,86.34,123.47999999999999,91.74,139.69000000000003,145.18,81.57,141.23000000000002,262.75,304.97,166.1,163.32,177.98000000000002,185.58,155.33,169.28000000000003,267.99,161.03,151.46
2014_1,244.22000000000003,189.24,127.09,149.95999999999998,288.78999999999996,217.61000000000004,253.76999999999998,145.21,140.16,317.1000000000001,422.0,251.52999999999997,217.08,274.99,295.01,191.29,238.46999999999997,358.67,240.13,165.45000000000002
2014_2,376.46000000000004,378.54,188.19,336.19000000000005,415.90999999999997,397.43000000000006,388.9,273.92,313.40000000000003,346.3800000000001,559.45,557.78,386.34000000000003,372.40999999999997,405.46,261.76,341.61,372.83000000000004,370.72999999999996,241.72
2014_3,654.3,500.14,458.48,550.44,705.71,685.07,558.16,472.1,463.74,557.3600000000001,843.01,930.1800000000001,696.46,1234.7900000000002,670.22,589.6999999999999,793.5799999999999,447.57000000000005,656.1800000000001,316.88
2014_4,1004.6899999999999,696.4000000000001,1029.45,636.76,857.01,1134.0900000000001,871.17,760.05,516.76,1149.8000000000002,1104.0100000000002,1155.6000000000001,880.48,1320.0000000000002,942.41,748.96,904.7900000000001,639.6199999999999,908.4599999999999,546.0
2014_5,1031.67,709.5600000000001,1010.09,604.3299999999999,926.7100000000002,1184.6900000000003,1113.37,999.51,559.27,1071.0,1250.28,1230.89,1088.59,1255.6900000000003,1249.7799999999997,778.76,912.9500000000002,954.7699999999998,996.23,617.1999999999999
2014_6,939.36,774.6800000000001,993.0400000000001,637.52,721.7100000000002,1169.2000000000003,1120.61,945.82,639.4799999999999,1027.39,1149.44,1128.79,1091.74,1198.6700000000005,1152.98,737.96,855.2100000000002,872.5899999999998,953.13,704.56
2014_7,823.75,594.8300000000002,935.1,455.91,637.8100000000002,987.8400000000003,994.95,814.19,440.32,961.09,1056.6899999999998,843.3200000000002,931.8900000000001,1136.4900000000002,1055.44,654.1899999999999,799.1900000000002,836.6399999999999,831.1,641.99
2014_8,522.05,469.03000000000003,662.08,241.34,351.89,681.9000000000002,828.81,617.85,253.97000000000003,792.67,733.02,458.51000000000005,602.9499999999999,258.18000000000006,778.2899999999997,346.72,352.02000000000004,719.15,537.25,554.49
2014_9,164.39,255.18000000000004,74.73,130.43,200.54,240.36,485.6700000000001,336.99,212.09000000000003,229.04000000000002,449.37,212.43,372.89000000000004,185.49,393.9199999999999,154.15000000000003,187.03,478.79999999999995,264.64000000000004,302.23999999999995
2014_10,118.9,227.68,59.68,119.15,116.83,128.43,143.48,57.09,201.28000000000003,159.76,175.39,92.56,123.92999999999998,176.41,91.01,91.72999999999999,153.66000000000003,156.59,132.97,196.07999999999998
2014_11,111.04,100.8,55.63,87.74,119.94999999999999,76.94000000000001,54.079999999999984,49.95,128.60000000000002,121.41000000000003,189.12,122.26,118.88000000000002,137.45,185.75,132.45,179.66000000000003,223.37999999999997,121.94999999999999,98.85000000000001
2014_12,133.51999999999998,102.47,86.34,123.47999999999999,91.74,139.69000000000003,145.18,81.57,141.23000000000002,262.75,304.97,166.1,163.32,177.98000000000002,185.58,155.33,169.28000000000003,267.99,161.03,146.68000000000006
2015_1,244.22000000000003,189.24,127.09,149.95999999999998,288.78999999999996,217.61000000000004,253.76999999999998,145.21,140.16,317.1000000000001,422.0,251.52999999999997,217.08,274.99,295.01,191.29,238.46999999999997,358.67,240.13,160.34000000000003
