date,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,mean,obs
2011_1,378.84,665.67,449.72,353.34,508.05,397.98,479.7,499.69,365.9,555.44,431.15,774.02,492.63,460.69,493.72,489.83,332.55,365.68,292.27,555.05,408.18,481.89,346.96,681.99,408.12,,,,,,,,,,,,,,,,,,,,,,,,,,,466.73999999999995,794.21
2011_2,531.45,937.11,692.35,808.22,548.82,655.6,774.16,770.03,719.68,794.6,714.45,921.64,646.21,756.46,550.2,909.03,448.99,576.5,840.26,643.38,912.18,557.08,757.0599999999998,625.19,633.28,,,,,,,,,,,,,,,,,,,,,,,,,,,708.93,1365.0800000000002
2011_3,812.87,758.41,978.2,823.8,710.42,875.47,988.67,895.87,467.83,709.57,693.31,819.96,1169.23,690.95,546.35,915.89,704.71,597.46,1129.14,956.29,746.4400000000002,854.69,480.64,1235.13,898.17,,,,,,,,,,,,,,,,,,,,,,,,,,,818.38,1590.58
2011_4,920.09,790.56,1491.69,1184.04,691.72,1143.96,827.13,1180.17,783.99,759.57,745.99,1083.19,685.45,695.64,726.94,633.41,943.94,818.87,835.33,799.63,735.57,711.82,938.28,824.19,839.52,,,,,,,,,,,,,,,,,,,,,,,,,,,871.6300000000001,1701.58
2011_5,985.15,759.59,984.1,920.98,689.23,754.36,778.57,556.28,814.52,1088.82,684.15,691.63,1069.88,478.5,765.67,638.51,725.6,648.65,501.63,922.17,960.26,725.85,859.09,980.29,917.2499999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,795.99,1587.49
2011_6,601.75,477.48,609.26,620.58,823.12,833.53,655.78,697.65,880.96,825.64,1111.88,922.67,865.51,716.96,664.73,816.48,877.79,809.81,1207.24,798.51,844.82,704.12,692.84,709.74,684.24,,,,,,,,,,,,,,,,,,,,,,,,,,,778.1899999999999,1513.61
2011_7,596.06,394.61,784.1,608.07,485.45,390.36,653.48,603.07,680.62,546.92,402.4,717.38,469.32,599.76,395.62,400.3,466.07,678.18,520.9,556.21,564.38,850.34,359.65,478.07,690.28,,,,,,,,,,,,,,,,,,,,,,,,,,,555.63,1118.2099999999998
2011_8,610.17,574.67,534.97,484.12,501.11,480.59,471.24,524.24,484.84,407.22,387.06,481.83,670.95,499.24,341.16,535.9,477.17,646.12,326.43,514.95,364.15,630.7,317.45,525.0,465.98,,,,,,,,,,,,,,,,,,,,,,,,,,,490.31999999999994,556.05
2011_9,556.29,429.27,400.25,444.03,443.99,402.59,344.37,278.86,504.94,511.75,327.65,565.84,215.04,331.45,465.74,525.9,483.6,293.27,277.05,626.65,361.92,295.02,577.4,460.88,304.11,,,,,,,,,,,,,,,,,,,,,,,,,,,417.05999999999995,285.91999999999996
2011_10,282.53,249.76,405.76,274.41,393.25,352.42,336.55,353.04,251.48,282.9,271.23,331.61,384.37,298.81,422.73,333.35,305.39,236.63,362.64,324.01,335.34,217.55,358.6,355.92,235.96,,,,,,,,,,,,,,,,,,,,,,,,,,,318.28999999999996,210.97000000000003
2011_11,333.32,426.08,314.43,291.48,393.7,330.17,360.88,443.31,485.95,463.33,515.2,494.0,465.89,297.58,574.03,415.58,275.96,391.59,349.93,442.44,545.75,265.04,341.92,442.07,382.38,,,,,,,,,,,,,,,,,,,,,,,,,,,401.64,279.66
2011_12,346.8,345.43,415.41,287.42,326.9,472.83,301.81,419.99,448.67,420.3,255.19,277.26,289.42,383.76,424.7,383.32,451.16,304.29,375.2,420.82,395.71,353.7,464.04,375.46,510.56,,,,,,,,,,,,,,,,,,,,,,,,,,,377.92,270.95000000000005
2012_1,598.01,316.82,597.68,481.75,550.3,512.11,466.1,401.48,535.72,553.95,676.6,421.1499999999999,404.57,805.01,440.32,485.11,466.45,541.22,414.13,482.61,445.29,445.77,691.81,594.42,630.49,,,,,,,,,,,,,,,,,,,,,,,,,,,518.34,337.96
2012_2,675.06,514.28,475.63,661.39,664.59,756.04,575.75,631.22,380.91,695.84,789.72,379.15,494.5,611.35,673.66,620.8,761.93,510.02,883.8,764.0,461.48,790.4,805.49,514.81,586.49,,,,,,,,,,,,,,,,,,,,,,,,,,,627.1500000000002,654.9199999999998
2012_3,900.43,751.93,807.35,755.59,677.2,893.99,1090.37,951.22,617.17,725.49,823.47,783.22,858.9,788.23,845.79,897.95,912.11,790.61,824.85,928.3699999999999,646.19,794.27,923.4800000000001,951.67,571.34,,,,,,,,,,,,,,,,,,,,,,,,,,,820.4799999999999,988.6399999999999
2012_4,724.54,748.68,959.85,999.53,840.11,1051.83,843.6599999999999,989.2,943.12,645.45,904.9,791.1,1107.3,391.13,1096.79,746.87,640.53,975.75,719.9,982.96,563.41,918.43,875.47,1113.2,660.89,,,,,,,,,,,,,,,,,,,,,,,,,,,849.3399999999999,1089.3899999999999
2012_5,850.36,603.08,484.68,603.63,612.75,698.61,893.82,984.14,648.29,783.68,518.41,815.57,369.45,706.18,829.76,585.47,663.75,664.76,667.98,862.18,858.71,1197.81,603.53,483.3,788.04,,,,,,,,,,,,,,,,,,,,,,,,,,,711.13,1023.2899999999998
