date,month,CRPS_5
2011_1,1,101.65324074074076
2011_2,2,375.6256172839506
2011_3,3,559.1551543209877
2011_4,4,529.8505246913581
2011_5,5,422.3667592592594
2011_6,6,397.32404320987666
2011_7,7,161.81969135802473
2011_8,8,63.87731481481471
2011_9,9,42.21604938271598
2011_10,10,12.536728395061708
2011_11,11,26.89262345679015
2011_12,12,46.85006172839506
2012_1,1,18.6165740740741
2012_2,2,28.4978395061729
2012_3,3,43.96515432098775
2012_4,4,55.86608024691388
2012_5,5,57.74564814814819
2012_6,6,56.37515432098792
2012_7,7,59.35635802469143
2012_8,8,74.33509259259252
2012_9,9,65.53049382716044
2012_10,10,65.53672839506169
2012_11,11,70.71484567901237
2012_12,12,59.3900617283951
2013_1,1,33.79879629629634
2013_2,2,14.68450617283952
2013_3,3,105.54737654320988
2013_4,4,57.18385802469162
2013_5,5,70.55898148148152
2013_6,6,77.8884876543213
2013_7,7,63.065246913580395
2013_8,8,107.64731481481475
2013_9,9,31.284938271604872
2013_10,10,11.721172839506153
2013_11,11,19.16484567901235
2013_12,12,12.14895061728398
2014_1,1,42.831018518518555
2014_2,2,89.53339506172841
2014_3,3,237.93959876543218
2014_4,4,245.50385802469162
2014_5,5,269.03787037037057
2014_6,6,158.0873765432102
2014_7,7,127.28746913580251
2014_8,8,63.87731481481471
2014_9,9,48.91604938271598
2014_10,10,41.91895061728393
2014_11,11,15.547067901234588
2014_12,12,12.14895061728398
2015_1,1,45.66990740740743
2015_2,2,88.28006172839505
2015_3,3,163.6495987654321
2015_4,4,316.2149691358027
2015_5,5,447.9312037037038
2015_6,6,386.64737654321
2015_7,7,245.02413580246923
2015_8,8,112.9862037037036
2015_9,9,29.72604938271597
2015_10,10,98.66006172839508
2015_11,11,78.36929012345676
2015_12,12,37.7900617283951
2016_1,1,19.224351851851893
2016_2,2,45.61561728395066
2016_3,3,44.94293209876554
2016_4,4,98.90052469135831
2016_5,5,189.4489814814816
2016_6,6,136.94848765432127
2016_7,7,99.88746913580256
2016_8,8,114.12620370370361
2016_9,9,31.336049382715984
2016_10,10,39.18117283950617
2016_11,11,11.562623456790131
2016_12,12,21.41450617283953
2017_1,1,51.19768518518524
2017_2,2,113.83561728395068
2017_3,3,43.96515432098772
2017_4,4,56.99719135802495
2017_5,5,118.45231481481484
2017_6,6,81.42626543209903
2017_7,7,56.909691358024745
2017_8,8,100.2828703703703
2017_9,9,74.65049382716045
2017_10,10,12.94228395061726
2017_11,11,24.425956790123468
2017_12,12,73.58339506172844
2018_1,1,145.3854629629631
2018_2,2,107.15006172839512
2018_3,3,52.65070987654329
2018_4,4,60.02941358024718
2018_5,5,52.878981481481574
2018_6,6,59.77293209876569
2018_7,7,52.636358024691376
2018_8,8,94.5017592592592
2018_9,9,82.71049382716042
2018_10,10,90.06006172839514
2018_11,11,35.687067901234585
2018_12,12,18.881172839506206
2019_1,1,40.20324074074079
2019_2,2,73.52450617283952
2019_3,3,156.57959876543222
2019_4,4,311.2949691358027
2019_5,5,286.3900925925927
2019_6,6,192.13070987654345
2019_7,7,128.5708024691358
2019_8,8,69.10953703703699
2019_9,9,106.75160493827151
2019_10,10,141.45006172839504
2019_11,11,87.9192901234568
2019_12,12,29.543395061728432
2020_1,1,34.21546296296304
2020_2,2,38.088950617283935
2020_3,3,63.82515432098771
2020_4,4,73.99052469135832
2020_5,5,106.15787037037033
2020_6,6,75.97848765432119
2020_7,7,113.93858024691353
2020_8,8,139.93287037037032
2020_9,9,38.242716049382665
2020_10,10,19.217839506172822
2020_11,11,10.331512345679027
2020_12,12,68.85006172839506
