date,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,mean,obs
2011_1,134.05,149.94,84.93,122.19,116.46,126.83000000000001,71.64,149.11,73.04,92.1,92.59,126.81,124.01,142.09,162.44,146.32,55.67,139.53,52.38,127.76999999999998,142.53,160.45,63.88,129.34,83.62,,,,,,,,,,,,,,,,,,,,,,,,,,,114.78999999999999,82.95
2011_2,257.6,224.06,222.8,208.02000000000004,172.02,263.27,195.66000000000003,266.08,217.28,154.19,175.49,162.95,290.27,264.03,139.59,181.01,124.68,177.83,471.95,272.15,217.69,161.32,163.84999999999997,214.39,183.07,,,,,,,,,,,,,,,,,,,,,,,,,,,215.23000000000002,245.65
2011_3,262.58,206.56,398.81,250.08000000000004,206.29,276.93,206.16,236.08,123.99,189.99,126.59,212.16,191.61,271.53,179.57,328.45,206.58,189.88,218.45,286.14,263.30000000000007,159.03,289.73,282.01,353.63000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,236.64999999999998,329.13
2011_4,370.35,294.34,691.4000000000001,471.56,319.57,259.66,324.44,311.55,277.48,309.25,262.3,293.84,217.18,283.43,240.47,355.63,356.87,329.3,331.08,339.46,403.37,253.15,261.88,402.7,267.42,,,,,,,,,,,,,,,,,,,,,,,,,,,329.1,711.26
2011_5,426.37,342.07,513.27,425.45,453.98,417.19,563.84,283.15,537.22,679.66,461.17,404.34,753.36,191.53,467.52,456.18000000000006,367.44,296.96,230.43,416.44,363.67,430.67,761.19,647.6,643.1299999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,461.33000000000004,1119.4300000000003
2011_6,325.39,251.29,362.9,310.9,458.37,428.5,424.84,433.22999999999996,527.8,468.54,688.55,694.69,519.5,477.03,489.53,489.96,550.26,617.32,835.46,443.23,500.39,385.28,295.64,515.33,406.74,,,,,,,,,,,,,,,,,,,,,,,,,,,476.0999999999999,1261.45
2011_7,410.42,306.45,551.32,498.81000000000006,397.16,289.93,545.96,341.84,565.46,359.17,303.53,572.72,376.94,508.01,240.3,298.06,376.63,474.29,412.47,384.37,383.35,695.41,282.93,395.48,576.33,,,,,,,,,,,,,,,,,,,,,,,,,,,421.88,990.3199999999999
2011_8,496.19,476.37,480.47,396.65,337.45,358.48,392.91,411.75,380.35,337.03,305.04,388.52,535.53,391.98,223.44,405.02,342.76,397.95,253.56,413.34,267.59,523.18,225.95,398.7,413.61,,,,,,,,,,,,,,,,,,,,,,,,,,,382.17999999999995,468.0599999999999
2011_9,394.25,288.55,338.09,343.52,330.62,260.28,225.9,149.25,373.61,311.85,240.02,454.28,119.27,239.47,347.69,369.42,310.01,176.03,188.28,502.65,240.26,183.23,387.35,336.8,229.63,,,,,,,,,,,,,,,,,,,,,,,,,,,293.59999999999997,252.15999999999997
2011_10,96.19,118.06,158.97,180.45,185.05,109.8,93.87,85.8,94.82,136.16,115.51,270.06,90.42,112.19,257.34,160.24,147.0,91.76,159.46,171.11,142.69,117.95,169.11,157.06,76.58,,,,,,,,,,,,,,,,,,,,,,,,,,,139.91,127.89000000000003
2011_11,151.56,150.21,106.81,161.56,219.23,168.24,170.8,256.15,187.65,245.16,244.51,303.84,204.87,140.37,237.79,209.06,133.13,127.54,168.05,187.15,195.98,104.99,106.76,230.84,111.69,,,,,,,,,,,,,,,,,,,,,,,,,,,180.92999999999995,87.99000000000001
2011_12,59.23,124.62,201.09,109.22,83.84,199.92,123.14000000000001,90.53,101.0,120.79,97.42,123.49,131.57,127.73,159.05,91.37,235.42,127.97,146.54,178.63,170.44,136.38,138.47,184.76,185.9,,,,,,,,,,,,,,,,,,,,,,,,,,,137.88,33.760000000000005
2012_1,120.34,70.54,162.26,146.03,282.82,160.32,135.52,167.59,132.66,189.94,210.2,97.54999999999998,208.42,261.72,164.95,122.57,168.16,147.98,95.76,171.99,139.66,128.96,141.73,141.26,136.07,,,,,,,,,,,,,,,,,,,,,,,,,,,156.20000000000002,83.07999999999998
2012_2,239.59,201.13,191.64,173.64,131.81,171.45,245.99,220.32,93.87,142.1,190.95,93.39,225.08,195.68,194.57,180.29,226.10000000000002,201.07,235.52,206.6,120.28999999999999,217.06,256.65,141.9,218.33,,,,,,,,,,,,,,,,,,,,,,,,,,,188.65000000000003,191.67000000000002
2012_3,144.85,190.14,272.01,207.07,180.86,191.8,355.7,261.06,266.95,141.07,252.6,273.11,205.35,257.85,206.97,175.81,258.27,228.16000000000003,188.28000000000003,294.55999999999995,190.93,195.79,232.09000000000003,257.15,182.12,,,,,,,,,,,,,,,,,,,,,,,,,,,224.42999999999995,237.19
2012_4,169.11,201.47,321.67,574.25,330.67,367.51,507.06999999999994,403.11,364.36,291.02,317.64,161.06,581.68,262.87,438.4,361.64,216.72,447.91,228.71,363.85,281.89,241.57,388.57,575.61,303.14,,,,,,,,,,,,,,,,,,,,,,,,,,,348.04999999999995,254.88
2012_5,581.99,285.39,207.44,295.92,478.89,445.14,390.13,573.92,290.42,304.2,311.7,440.44,226.34,354.64,485.44,343.03,473.89,174.3,221.92,244.91999999999996,323.33,585.97,377.6,142.53,566.81,,,,,,,,,,,,,,,,,,,,,,,,,,,365.06000000000006,463.2499999999999
2012_6,223.51999999999998,277.23,454.99,369.38,420.8,480.25,419.18,648.77,521.0,589.7,542.03,385.16,381.92,503.08000000000004,756.6,615.72,568.25,342.56,344.43,427.82,704.98,460.94,385.49,586.17,606.05,,,,,,,,,,,,,,,,,,,,,,,,,,,480.6300000000001,751.4499999999998
2012_7,657.55,419.78,568.72,676.94,685.6,601.91,532.07,384.56,729.1,674.98,353.42,198.92,987.62,327.26,518.71,287.46,383.49,400.38,510.14,709.85,424.99,563.17,595.89,403.21,779.32,,,,,,,,,,,,,,,,,,,,,,,,,,,535.01,834.5099999999999
2012_8,446.48999999999995,343.44,801.69,546.93,443.8,457.68999999999994,527.34,450.09,181.88,265.52,432.96,554.3,406.75,448.4599999999999,310.03,348.26,395.06,465.59,180.21,545.42,258.78,408.19,765.17,440.13,507.2,,,,,,,,,,,,,,,,,,,,,,,,,,,437.25999999999993,560.04
2012_9,163.3,347.25,83.44,117.49,165.46,332.72,250.44,209.84,168.5,162.66,349.59,338.51,188.05,335.36,222.29,175.19,133.64,305.78,344.59,204.53,180.89,230.51,405.83,151.62,225.41,,,,,,,,,,,,,,,,,,,,,,,,,,,231.71999999999997,273.36
2012_10,121.57999999999998,57.83,151.11,83.24,109.69,144.43,171.07,101.32,130.2,230.69,162.47,95.06,61.66,277.25,202.46,166.56,148.13,111.19,107.63,96.11,74.03,113.22,127.69,146.97,230.34,,,,,,,,,,,,,,,,,,,,,,,,,,,136.88,151.07000000000002
