date,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,mean,obs
2011_1,290.71000000000004,515.49,338.33000000000004,276.79999999999995,401.78,314.04,389.89,391.22999999999996,280.1,443.90000000000003,330.03000000000003,609.22,384.94000000000005,340.85,364.28,367.26000000000005,254.84999999999997,275.35,246.79000000000002,419.29,312.74,358.57,265.21000000000004,526.48,317.60999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,360.61,794.21
2011_2,447.0300000000001,766.66,615.68,725.78,472.46000000000004,572.51,697.29,655.37,627.4000000000001,756.5,622.83,806.31,561.61,659.41,525.1500000000001,878.1800000000002,403.46,477.94999999999993,725.0699999999999,545.04,811.35,478.42,620.31,525.3800000000001,548.29,,,,,,,,,,,,,,,,,,,,,,,,,,,621.09,1365.0800000000002
2011_3,817.9,717.24,906.5899999999999,765.9399999999999,657.5300000000001,797.3,1007.6000000000001,891.9,467.7800000000001,699.1199999999999,679.1700000000001,771.2300000000001,1134.72,651.1500000000001,530.24,872.76,670.2299999999999,584.84,1055.81,908.24,719.96,783.62,461.12,1275.06,794.1800000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,784.7799999999999,1590.58
2011_4,881.03,777.1699999999998,1419.33,1161.1000000000001,661.0600000000001,1152.45,773.3100000000001,1177.0,781.8200000000002,756.01,749.3600000000001,1106.16,696.06,658.17,705.31,569.26,898.01,792.8999999999999,801.6800000000001,779.46,689.2500000000001,708.72,927.1099999999999,775.66,847.45,,,,,,,,,,,,,,,,,,,,,,,,,,,849.83,1701.58
2011_5,919.51,678.78,943.7900000000001,846.9300000000001,597.0500000000001,760.78,744.6300000000002,511.71,753.0400000000001,1018.1999999999999,621.5699999999999,691.0600000000001,1084.66,432.6600000000001,728.9900000000001,585.2299999999999,645.3100000000001,640.2099999999999,452.00000000000006,869.29,919.82,696.0500000000001,757.7499999999999,906.41,892.98,,,,,,,,,,,,,,,,,,,,,,,,,,,747.91,1587.49
2011_6,520.91,450.12000000000006,585.9399999999999,537.5,830.41,785.7500000000001,619.9399999999999,681.9200000000001,825.9699999999999,753.72,974.8300000000002,946.21,808.0000000000001,710.6700000000001,661.8299999999999,822.93,884.2000000000002,802.0100000000001,1179.21,750.1600000000001,818.61,686.9100000000001,637.2399999999999,694.7100000000002,655.4,,,,,,,,,,,,,,,,,,,,,,,,,,,744.9900000000001,1513.61
2011_7,552.13,398.03999999999996,773.66,584.33,498.71999999999997,375.5700000000001,656.72,569.89,698.44,508.5000000000001,405.46000000000004,674.7900000000001,451.19000000000005,612.45,365.99000000000007,391.53000000000003,477.37,647.86,545.2,552.9200000000002,556.3,862.88,351.97,497.8,691.8000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,548.04,1118.2099999999998
2011_8,569.2099999999999,536.5900000000001,520.67,442.52,468.81,459.05,481.8700000000002,513.8400000000001,449.05,397.93,356.95,470.60999999999996,615.8199999999999,503.30000000000007,305.30999999999995,504.40999999999997,434.47999999999996,546.8,326.46000000000004,474.03999999999985,344.08000000000004,646.1700000000002,295.33,531.65,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,466.24,556.05
2011_9,448.47999999999996,336.9,328.28000000000003,360.53000000000003,357.41,314.74,269.74,203.05999999999997,397.6199999999999,394.19999999999993,260.82,465.98,159.73999999999998,259.37,367.91999999999996,411.08000000000004,378.98,219.63000000000005,218.48,505.0399999999999,280.01,225.89000000000001,445.2,366.0400000000001,246.53999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,328.92,285.91999999999996
2011_10,194.74,179.17,257.28999999999996,203.17000000000004,274.89000000000004,238.98000000000002,229.74,234.90999999999997,170.20999999999998,197.51,183.86,246.64999999999998,266.22999999999996,203.28,302.53000000000003,236.65999999999997,216.62,160.90999999999997,234.88,233.2,234.73999999999998,146.53,239.78,240.51999999999998,161.68,,,,,,,,,,,,,,,,,,,,,,,,,,,219.5,210.97000000000003
2011_11,250.28000000000003,315.87,236.94000000000005,218.28,275.76000000000005,231.40999999999997,283.0,344.94,359.14,342.66999999999996,393.88,350.46000000000004,342.86,231.97000000000003,438.76,305.84999999999997,210.19000000000003,293.76,268.47,317.97,423.79,196.95999999999998,260.33000000000004,314.41999999999996,277.4,,,,,,,,,,,,,,,,,,,,,,,,,,,299.41,279.66
2011_12,285.50000000000006,261.39,288.92,209.29,248.97000000000003,335.34000000000003,225.21999999999997,320.23,331.1,307.19000000000005,185.26,203.24,201.28000000000003,289.58000000000004,305.14000000000004,285.52,320.42,220.22,278.98999999999995,288.64,285.88,260.71,339.09,269.35,370.79,,,,,,,,,,,,,,,,,,,,,,,,,,,276.67,270.95000000000005
2012_1,458.1,261.56,447.97999999999996,370.56000000000006,404.66999999999996,388.7900000000001,356.88999999999993,300.50000000000006,401.58000000000004,420.5,515.3199999999999,329.82000000000005,306.82,613.6199999999999,336.91999999999996,375.4900000000001,360.58,426.01000000000005,318.38000000000005,362.84000000000003,340.28999999999996,343.58,551.2199999999999,448.09000000000003,508.97000000000014,,,,,,,,,,,,,,,,,,,,,,,,,,,397.98999999999995,337.96
2012_2,543.6499999999999,420.65,391.4,569.27,625.68,696.21,525.29,545.15,307.42,649.79,684.8299999999998,320.38,419.93000000000006,566.79,583.9599999999999,541.45,661.19,449.22999999999996,811.75,735.9399999999999,408.74,718.5799999999999,707.3699999999999,431.96000000000004,493.00000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,552.3600000000001,654.9199999999998
2012_3,879.1500000000001,727.38,761.47,797.1999999999999,639.8900000000001,848.96,960.76,904.1100000000001,586.65,695.0,785.63,752.07,868.29,753.56,811.4199999999998,844.44,881.2999999999998,747.2300000000001,775.39,902.6200000000001,597.8000000000001,848.78,933.22,841.9100000000001,548.9200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,787.71,988.6399999999999
2012_4,737.42,766.51,946.6700000000001,909.36,811.9499999999998,1043.6999999999998,764.99,983.3099999999998,926.78,612.82,892.0899999999999,746.09,1012.9100000000001,358.26,1097.8700000000001,699.96,647.28,941.8300000000002,716.9400000000002,977.0699999999999,545.86,955.98,861.3700000000001,1066.07,644.5200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,826.6500000000001,1089.3899999999999
2012_5,810.9599999999999,570.53,479.98999999999995,545.0300000000001,567.6200000000001,666.0200000000001,860.6599999999997,996.9900000000001,626.29,777.85,470.08,840.2299999999999,351.33,644.3099999999998,755.83,551.9099999999999,578.67,712.54,668.83,834.4199999999998,834.64,1128.51,549.8000000000001,449.19000000000005,722.75,,,,,,,,,,,,,,,,,,,,,,,,,,,679.86,1023.2899999999998
2012_6,366.62,485.38,733.7300000000001,707.3100000000001,763.04,794.49,544.58,919.3899999999999,883.6600000000001,913.9000000000002,825.8199999999999,665.52,756.0499999999998,616.08,1082.3400000000001,926.0100000000001,778.1,640.18,631.7500000000001,567.33,987.2099999999999,601.0799999999999,482.96,677.1999999999999,748.84,,,,,,,,,,,,,,,,,,,,,,,,,,,723.9499999999999,1024.8099999999997
