date,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,mean,obs
2011_1,390.42,395.42,196.17000000000002,349.29999999999995,430.06999999999994,418.33000000000004,390.94,290.24,346.37,392.8200000000001,578.69,568.41,397.59000000000003,397.59,413.19,289.37,351.78999999999996,414.45000000000005,389.52,794.21
2011_2,688.86,513.8000000000001,465.92,560.2,720.8700000000001,705.8500000000001,560.78,476.68,515.12,560.0400000000002,895.0900000000001,960.8500000000001,720.71,1262.3500000000001,695.1499999999999,594.27,815.29,504.95000000000005,678.72,1365.0800000000002
2011_3,1025.92,730.87,1053.81,674.46,871.22,1147.5100000000002,903.3399999999999,769.28,538.59,1167.43,1145.9,1186.89,937.77,1332.6600000000003,1062.3200000000002,809.8799999999999,968.75,729.54,947.58,1590.58
2011_4,1084.74,737.5600000000001,1051.94,657.8,955.88,1266.8000000000002,1215.98,1044.53,578.9499999999999,1221.7600000000002,1430.0700000000002,1306.14,1153.69,1356.6400000000003,1270.2499999999998,815.95,959.8700000000001,1019.2099999999998,1062.6699999999998,1701.58
2011_5,1060.76,870.9100000000001,1038.5,673.4399999999999,937.8000000000002,1249.6000000000004,1234.9399999999998,1015.88,653.78,1126.98,1278.44,1232.48,1150.9299999999998,1307.3100000000004,1274.9499999999998,798.96,950.9100000000002,977.8999999999997,1046.3700000000001,1587.49
2011_6,969.95,801.0100000000001,1004.1800000000001,655.25,779.0900000000001,1188.5600000000002,1132.12,959.22,646.5299999999999,1036.8100000000002,1213.38,1160.2,1112.4,1259.0900000000006,1173.6200000000001,752.27,912.5100000000001,892.4199999999998,980.49,1513.61
2011_7,834.45,604.2900000000002,939.8100000000001,465.35,656.8500000000001,990.3200000000003,1000.69,820.61,455.69,1006.33,1068.6599999999999,861.5800000000002,937.32,1148.1200000000003,1067.98,679.2299999999999,825.7000000000002,851.2699999999999,845.24,1118.2099999999998
2011_8,536.01,485.91,670.0600000000001,254.45,366.05,702.8000000000002,830.8499999999999,634.1700000000001,286.94000000000005,839.11,752.26,469.14000000000004,614.1999999999999,283.36000000000007,786.0199999999998,374.33000000000004,362.20000000000005,760.77,556.04,556.05
2011_9,198.95,268.84000000000003,82.17,140.19,215.7,261.14,488.2900000000001,341.57,263.47,231.72000000000003,501.45,243.10000000000002,397.14000000000004,213.05,418.8499999999999,158.72000000000003,208.74,536.18,287.18000000000006,285.91999999999996
2011_10,140.13,262.15,84.04,156.85000000000002,131.04,141.85,175.64999999999998,66.32000000000001,223.11000000000004,177.39,217.28,123.85000000000001,181.22,189.07,210.92000000000002,152.64999999999998,217.62000000000003,246.51,172.09,210.97000000000003
2011_11,164.11,128.8,97.48,141.20999999999998,149.12,159.05,156.69,94.97,148.28000000000003,272.1700000000001,368.91,197.51,183.98000000000002,238.4,206.22,169.64,226.58000000000004,287.82,188.39,279.65999999999997
2011_12,254.92000000000002,198.7,131.8,159.39999999999998,307.83,220.09000000000003,259.51,151.63,155.53,362.34000000000003,433.97,269.78999999999996,222.51,286.62,307.55,216.33,264.98,373.3,254.26999999999998,270.95
2012_1,390.42,395.42,196.17000000000002,349.29999999999995,430.06999999999994,418.33000000000004,390.94,290.24,346.37,392.8200000000001,578.69,568.41,397.59000000000003,397.59,413.19,289.37,351.78999999999996,414.45000000000005,389.52,337.96
2012_2,688.86,513.8000000000001,465.92,560.2,720.8700000000001,705.8500000000001,560.78,476.68,515.12,560.0400000000002,895.0900000000001,960.8500000000001,720.71,1262.3500000000001,695.1499999999999,594.27,815.29,504.95000000000005,678.72,654.9199999999998
2012_3,1025.92,730.87,1053.81,674.46,871.22,1147.5100000000002,903.3399999999999,769.28,538.59,1167.43,1145.9,1186.89,937.77,1332.6600000000003,1062.3200000000002,809.8799999999999,968.75,729.54,947.58,988.6399999999999
2012_4,1084.74,737.5600000000001,1051.94,657.8,955.88,1266.8000000000002,1215.98,1044.53,578.9499999999999,1221.7600000000002,1430.0700000000002,1306.14,1153.69,1356.6400000000003,1270.2499999999998,815.95,959.8700000000001,1019.2099999999998,1062.6699999999998,1089.3899999999999
2012_5,1060.76,870.9100000000001,1038.5,673.4399999999999,937.8000000000002,1249.6000000000004,1234.9399999999998,1015.88,653.78,1126.98,1278.44,1232.48,1150.9299999999998,1307.3100000000004,1274.9499999999998,798.96,950.9100000000002,977.8999999999997,1046.3700000000001,1023.2899999999998
2012_6,969.95,801.0100000000001,1004.1800000000001,655.25,779.0900000000001,1188.5600000000002,1132.12,959.22,646.5299999999999,1036.8100000000002,1213.38,1160.2,1112.4,1259.0900000000006,1173.6200000000001,752.27,912.5100000000001,892.4199999999998,980.49,1024.8099999999997
2012_7,834.45,604.2900000000002,939.8100000000001,465.35,656.8500000000001,990.3200000000003,1000.69,820.61,455.69,1006.33,1068.6599999999999,861.5800000000002,937.32,1148.1200000000003,1067.98,679.2299999999999,825.7000000000002,851.2699999999999,845.24,985.5799999999999
2012_8,536.01,485.91,670.0600000000001,254.45,366.05,702.8000000000002,830.8499999999999,634.1700000000001,286.94000000000005,839.11,752.26,469.14000000000004,614.1999999999999,283.36000000000007,786.0199999999998,374.33000000000004,362.20000000000005,760.77,556.04,685.8100000000001
2012_9,198.95,268.84000000000003,82.17,140.19,215.7,261.14,488.2900000000001,341.57,263.47,231.72000000000003,501.45,243.10000000000002,397.14000000000004,213.05,418.8499999999999,158.72000000000003,208.74,536.18,287.18000000000006,392.19000000000005
2012_10,140.13,262.15,84.04,156.85000000000002,131.04,141.85,175.64999999999998,66.32000000000001,223.11000000000004,177.39,217.28,123.85000000000001,181.22,189.07,210.92000000000002,152.64999999999998,217.62000000000003,246.51,172.09,272.21
2012_11,164.11,128.8,97.48,141.20999999999998,149.12,159.05,156.69,94.97,148.28000000000003,272.1700000000001,368.91,197.51,183.98000000000002,238.4,206.22,169.64,226.58000000000004,287.82,188.39,291.28000000000003
2012_12,254.92000000000002,198.7,131.8,159.39999999999998,307.83,220.09000000000003,259.51,151.63,155.53,362.34000000000003,433.97,269.78999999999996,222.51,286.62,307.55,216.33,264.98,373.3,254.26999999999998,338.29
2013_1,390.42,395.42,196.17000000000002,349.29999999999995,430.06999999999994,418.33000000000004,390.94,290.24,346.37,392.8200000000001,578.69,568.41,397.59000000000003,397.59,413.19,289.37,351.78999999999996,414.45000000000005,389.52,411.4
2013_2,688.86,513.8000000000001,465.92,560.2,720.8700000000001,705.8500000000001,560.78,476.68,515.12,560.0400000000002,895.0900000000001,960.8500000000001,720.71,1262.3500000000001,695.1499999999999,594.27,815.29,504.95000000000005,678.72,837.0799999999999
2013_3,1025.92,730.87,1053.81,674.46,871.22,1147.5100000000002,903.3399999999999,769.28,538.59,1167.43,1145.9,1186.89,937.77,1332.6600000000003,1062.3200000000002,809.8799999999999,968.75,729.54,947.58,910.9499999999999
2013_4,1084.74,737.5600000000001,1051.94,657.8,955.88,1266.8000000000002,1215.98,1044.53,578.9499999999999,1221.7600000000002,1430.0700000000002,1306.14,1153.69,1356.6400000000003,1270.2499999999998,815.95,959.8700000000001,1019.2099999999998,1062.6699999999998,999.0799999999999
2013_5,1060.76,870.9100000000001,1038.5,673.4399999999999,937.8000000000002,1249.6000000000004,1234.9399999999998,1015.88,653.78,1126.98,1278.44,1232.48,1150.9299999999998,1307.3100000000004,1274.9499999999998,798.96,950.9100000000002,977.8999999999997,1046.3700000000001,952.6699999999998
2013_6,969.95,801.0100000000001,1004.1800000000001,655.25,779.0900000000001,1188.5600000000002,1132.12,959.22,646.5299999999999,1036.8100000000002,1213.38,1160.2,1112.4,1259.0900000000006,1173.6200000000001,752.27,912.5100000000001,892.4199999999998,980.49,903.1499999999999
2013_7,834.45,604.2900000000002,939.8100000000001,465.35,656.8500000000001,990.3200000000003,1000.69,820.61,455.69,1006.33,1068.6599999999999,861.5800000000002,937.32,1148.1200000000003,1067.98,679.2299999999999,825.7000000000002,851.2699999999999,845.24,805.9499999999998
2013_8,536.01,485.91,670.0600000000001,254.45,366.05,702.8000000000002,830.8499999999999,634.1700000000001,286.94000000000005,839.11,752.26,469.14000000000004,614.1999999999999,283.36000000000007,786.0199999999998,374.33000000000004,362.20000000000005,760.77,556.04,364.17999999999995
2013_9,198.95,268.84000000000003,82.17,140.19,215.7,261.14,488.2900000000001,341.57,263.47,231.72000000000003,501.45,243.10000000000002,397.14000000000004,213.05,418.8499999999999,158.72000000000003,208.74,536.18,287.18000000000006,272.53
2013_10,140.13,262.15,84.04,156.85000000000002,131.04,141.85,175.64999999999998,66.32000000000001,223.11000000000004,177.39,217.28,123.85000000000001,181.22,189.07,210.92000000000002,152.64999999999998,217.62000000000003,246.51,172.09,172.31
2013_11,164.11,128.8,97.48,141.20999999999998,149.12,159.05,156.69,94.97,148.28000000000003,272.1700000000001,368.91,197.51,183.98000000000002,238.4,206.22,169.64,226.58000000000004,287.82,188.39,199.77
2013_12,254.92000000000002,198.7,131.8,159.39999999999998,307.83,220.09000000000003,259.51,151.63,155.53,362.34000000000003,433.97,269.78999999999996,222.51,286.62,307.55,216.33,264.98,373.3,254.26999999999998,187.96
2014_1,390.42,395.42,196.17000000000002,349.29999999999995,430.06999999999994,418.33000000000004,390.94,290.24,346.37,392.8200000000001,578.69,568.41,397.59000000000003,397.59,413.19,289.37,351.78999999999996,414.45000000000005,389.52,253.98000000000002
2014_2,688.86,513.8000000000001,465.92,560.2,720.8700000000001,705.8500000000001,560.78,476.68,515.12,560.0400000000002,895.0900000000001,960.8500000000001,720.71,1262.3500000000001,695.1499999999999,594.27,815.29,504.95000000000005,678.72,342.98
2014_3,1025.92,730.87,1053.81,674.46,871.22,1147.5100000000002,903.3399999999999,769.28,538.59,1167.43,1145.9,1186.89,937.77,1332.6600000000003,1062.3200000000002,809.8799999999999,968.75,729.54,947.58,582.8199999999999
2014_4,1084.74,737.5600000000001,1051.94,657.8,955.88,1266.8000000000002,1215.98,1044.53,578.9499999999999,1221.7600000000002,1430.0700000000002,1306.14,1153.69,1356.6400000000003,1270.2499999999998,815.95,959.8700000000001,1019.2099999999998,1062.6699999999998,670.97
