date,month,CRPS_1
2011_1,1,15.414272
2011_2,2,6.337456000000003
2011_3,3,19.874544000000014
2011_4,4,67.125248
2011_5,5,63.399136000000006
2011_6,6,210.351744
2011_7,7,415.9300000000002
2011_8,8,59.08700799999993
2011_9,9,14.799392000000026
2011_10,10,13.120192000000012
2011_11,11,18.576896000000033
2011_12,12,14.558479999999989
2012_1,1,11.626384000000003
2012_2,2,18.181903999999996
2012_3,3,5.894495999999998
2012_4,4,16.210528000000004
2012_5,5,8.025199999999995
2012_6,6,29.53076800000001
2012_7,7,78.47275199999993
2012_8,8,127.49451199999999
2012_9,9,37.90979199999999
2012_10,10,13.364511999999989
2012_11,11,8.049040000000003
2012_12,12,7.185728000000006
2013_1,1,3.4097440000000008
2013_2,2,12.871535999999995
2013_3,3,9.201343999999995
2013_4,4,6.681359999999984
2013_5,5,9.569679999999995
2013_6,6,46.51187199999999
2013_7,7,131.8195039999999
2013_8,8,12.43979200000004
2013_9,9,34.812191999999975
2013_10,10,34.437024000000015
2013_11,11,7.262239999999995
2013_12,12,6.707791999999996
2014_1,1,14.515584000000002
2014_2,2,19.05905600000001
2014_3,3,15.614095999999993
2014_4,4,10.795952000000003
2014_5,5,29.07236799999998
2014_6,6,26.677984000000023
2014_7,7,65.80006399999998
2014_8,8,22.013503999999998
2014_9,9,25.76273599999997
2014_10,10,66.57603199999998
2014_11,11,6.097231999999996
2014_12,12,12.252095999999996
2015_1,1,12.14872
2015_2,2,12.126191999999998
2015_3,3,17.557327999999988
2015_4,4,26.49076799999997
2015_5,5,44.65012800000001
2015_6,6,35.25595199999995
2015_7,7,24.974015999999985
2015_8,8,21.531711999999978
2015_9,9,62.271264
2015_10,10,9.173648
2015_11,11,11.611007999999984
2015_12,12,17.885760000000015
2016_1,1,23.571936000000004
2016_2,2,10.039391999999992
2016_3,3,47.51910400000003
2016_4,4,12.632943999999988
2016_5,5,35.736352000000004
2016_6,6,70.85734400000004
2016_7,7,78.82275199999998
2016_8,8,23.948783999999975
2016_9,9,34.18638399999999
2016_10,10,12.363599999999987
2016_11,11,15.210288000000013
2016_12,12,8.973600000000001
2017_1,1,7.1000461361015015
2017_2,2,9.300169165705489
2017_3,3,13.887393310265297
2017_4,4,9.958911956939602
2017_5,5,41.65749711649369
2017_6,6,47.02909265667051
2017_7,7,85.80316801230298
2017_8,8,30.343986928104634
2017_9,9,25.122756632064558
2017_10,10,38.71275663206459
2017_11,11,9.350292195309521
2017_12,12,2.5428988850442256
2018_1,1,7.938773548635132
2018_2,2,6.391995386389851
2018_3,3,12.990703575547865
2018_4,4,14.801149557862423
2018_5,5,55.15550173010382
2018_6,6,28.027008842752778
2018_7,7,15.589934640522806
2018_8,8,146.26441753171866
2018_9,9,18.755436370626704
2018_10,10,16.836662821991567
2018_11,11,8.229480968858141
2018_12,12,4.104394463667816
2019_1,1,23.992529796232223
2019_2,2,18.7154248366013
2019_3,3,8.790461361015012
2019_4,4,7.911864667435591
2019_5,5,26.81149173394849
2019_6,6,33.77439446366781
2019_7,7,25.68482506728182
2019_8,8,18.845044213763963
2019_9,9,19.763064206074603
2019_10,10,65.31681660899659
2019_11,11,21.475355632449073
2019_12,12,11.797454825067268
2020_1,1,11.50051518646676
2020_2,2,7.464432910419086
2020_3,3,39.32977700884271
2020_4,4,20.7016647443291
2020_5,5,17.37327566320646
2020_6,6,30.006766628219914
2020_7,7,25.733560169165585
2020_8,8,163.0501922337562
2020_9,9,19.394682814302215
2020_10,10,21.201014994232978
2020_11,11,6.839200307573995
2020_12,12,8.340234525182623
