catchment,date,month,leadtime,CRPS,CRPS_ref,CRPSS,count
A,2012_9,9,5,61.568,65.53,0.06,1.0
A,2012_10,10,5,39.748,65.537,0.394,1.0
A,2012_11,11,5,18.173,70.715,0.743,1.0
A,2012_12,12,5,15.385,59.39,0.741,1.0
A,2013_1,1,5,16.476,33.799,0.513,1.0
A,2013_2,2,5,17.632,14.685,-0.201,0.0
A,2013_3,3,5,157.584,105.547,-0.493,0.0
A,2013_4,4,5,101.557,57.184,-0.776,0.0
A,2013_5,5,5,68.941,70.559,0.023,1.0
A,2013_6,6,5,67.241,77.888,0.137,1.0
A,2013_7,7,5,56.796,63.065,0.099,1.0
A,2013_8,8,5,38.96,107.647,0.638,1.0
A,2013_9,9,5,37.358,31.285,-0.194,0.0
A,2013_10,10,5,30.901,11.721,-1.636,0.0
A,2013_11,11,5,10.592,19.165,0.447,1.0
A,2013_12,12,5,43.714,12.149,-2.598,0.0
A,2014_1,1,5,82.698,42.831,-0.931,0.0
A,2014_2,2,5,64.635,89.533,0.278,1.0
A,2014_3,3,5,160.384,237.94,0.326,1.0
A,2014_4,4,5,67.517,245.504,0.725,1.0
A,2014_5,5,5,45.439,269.038,0.831,1.0
A,2014_6,6,5,58.115,158.087,0.632,1.0
A,2014_7,7,5,42.233,127.287,0.668,1.0
A,2014_8,8,5,26.895,63.877,0.579,1.0
A,2014_9,9,5,47.444,48.916,0.03,1.0
A,2014_10,10,5,30.412,41.919,0.275,1.0
A,2014_11,11,5,43.478,15.547,-1.797,0.0
A,2014_12,12,5,42.139,12.149,-2.469,0.0
A,2015_1,1,5,91.74,45.67,-1.009,0.0
A,2015_2,2,5,83.064,88.28,0.059,1.0
A,2015_3,3,5,54.088,163.65,0.669,1.0
A,2015_4,4,5,249.522,316.215,0.211,1.0
A,2015_5,5,5,260.03,447.931,0.419,1.0
A,2015_6,6,5,254.054,386.647,0.343,1.0
A,2015_7,7,5,75.744,245.024,0.691,1.0
A,2015_8,8,5,60.392,112.986,0.465,1.0
A,2015_9,9,5,23.036,29.726,0.225,1.0
A,2015_10,10,5,34.161,98.66,0.654,1.0
A,2015_11,11,5,15.073,78.369,0.808,1.0
A,2015_12,12,5,25.976,37.79,0.313,1.0
A,2016_1,1,5,23.549,19.224,-0.225,0.0
A,2016_2,2,5,23.677,45.616,0.481,1.0
A,2016_3,3,5,43.435,44.943,0.034,1.0
A,2016_4,4,5,47.568,98.901,0.519,1.0
A,2016_5,5,5,64.575,189.449,0.659,1.0
A,2016_6,6,5,60.559,136.948,0.558,1.0
A,2016_7,7,5,63.022,99.887,0.369,1.0
A,2016_8,8,5,62.645,114.126,0.451,1.0
A,2016_9,9,5,19.932,31.336,0.364,1.0
A,2016_10,10,5,12.885,39.181,0.671,1.0
A,2016_11,11,5,10.5,11.563,0.092,1.0
A,2016_12,12,5,24.787,21.415,-0.157,0.0
A,2017_1,1,5,76.521,51.198,-0.495,0.0
A,2017_2,2,5,72.006,113.836,0.367,1.0
A,2017_3,3,5,58.099,43.965,-0.321,0.0
A,2017_4,4,5,82.917,56.997,-0.455,0.0
A,2017_5,5,5,43.648,118.452,0.632,1.0
A,2017_6,6,5,52.865,81.426,0.351,1.0
A,2017_7,7,5,45.574,56.91,0.199,1.0
A,2017_8,8,5,90.196,100.283,0.101,1.0
A,2017_9,9,5,44.281,74.65,0.407,1.0
A,2017_10,10,5,42.086,12.942,-2.252,0.0
A,2017_11,11,5,16.882,24.426,0.309,1.0
A,2017_12,12,5,30.645,73.583,0.584,1.0
A,2018_1,1,5,125.821,145.385,0.135,1.0
A,2018_2,2,5,122.999,107.15,-0.148,0.0
A,2018_3,3,5,85.514,52.651,-0.624,0.0
A,2018_4,4,5,154.476,60.029,-1.573,0.0
A,2018_5,5,5,157.718,52.879,-1.983,0.0
A,2018_6,6,5,167.562,59.773,-1.803,0.0
A,2018_7,7,5,199.191,52.636,-2.784,0.0
A,2018_8,8,5,233.267,94.502,-1.468,0.0
A,2018_9,9,5,69.085,82.71,0.165,1.0
A,2018_10,10,5,32.116,90.06,0.643,1.0
A,2018_11,11,5,9.744,35.687,0.727,1.0
A,2018_12,12,5,31.779,18.881,-0.683,0.0
A,2019_1,1,5,78.207,40.203,-0.945,0.0
A,2019_2,2,5,88.704,73.525,-0.206,0.0
A,2019_3,3,5,129.228,156.58,0.175,1.0
A,2019_4,4,5,193.103,311.295,0.38,1.0
A,2019_5,5,5,89.682,286.39,0.687,1.0
A,2019_6,6,5,74.679,192.131,0.611,1.0
A,2019_7,7,5,50.782,128.571,0.605,1.0
A,2019_8,8,5,41.842,69.11,0.395,1.0
A,2019_9,9,5,45.821,106.752,0.571,1.0
A,2019_10,10,5,14.713,141.45,0.896,1.0
A,2019_11,11,5,24.276,87.919,0.724,1.0
A,2019_12,12,5,17.959,29.543,0.392,1.0
A,2020_1,1,5,19.758,34.215,0.423,1.0
A,2020_2,2,5,42.22,38.089,-0.108,0.0
A,2020_3,3,5,45.253,63.825,0.291,1.0
A,2020_4,4,5,181.7,73.991,-1.456,0.0
A,2020_5,5,5,282.004,106.158,-1.656,0.0
A,2020_6,6,5,208.512,75.978,-1.744,0.0
A,2020_7,7,5,309.321,113.939,-1.715,0.0
A,2020_8,8,5,113.961,139.933,0.186,1.0
A,2020_9,9,5,30.014,38.243,0.215,1.0
A,2020_10,10,5,61.806,19.218,-2.216,0.0
A,2020_11,11,5,10.577,10.332,-0.024,0.0
A,2020_12,12,5,13.325,68.85,0.806,1.0
A,2011_1,1,6,386.033,360.342,-0.071,0.0
A,2011_2,2,6,673.431,583.307,-0.155,0.0
A,2011_3,3,6,699.671,525.95,-0.33,0.0
A,2011_4,4,6,748.763,505.235,-0.482,0.0
A,2011_5,5,6,744.758,428.771,-0.737,0.0
A,2011_6,6,6,684.183,425.187,-0.609,0.0
A,2011_7,7,6,496.429,166.224,-1.987,0.0
A,2011_8,8,6,53.174,64.095,0.17,1.0
A,2011_9,9,6,32.777,35.874,0.086,1.0
A,2011_10,10,6,12.022,22.156,0.457,1.0
A,2011_11,11,6,17.238,65.574,0.737,1.0
A,2011_12,12,6,12.862,21.058,0.389,1.0
A,2012_1,1,6,28.694,33.645,0.147,1.0
A,2012_2,2,6,60.872,47.674,-0.277,0.0
A,2012_3,3,6,140.964,58.823,-1.396,0.0
A,2012_4,4,6,164.277,60.402,-1.72,0.0
A,2012_5,5,6,253.396,55.903,-3.533,0.0
A,2012_6,6,6,210.17,56.131,-2.744,0.0
A,2012_7,7,6,193.233,71.228,-1.713,0.0
A,2012_8,8,6,99.262,79.539,-0.248,0.0
A,2012_9,9,6,60.315,76.922,0.216,1.0
A,2012_10,10,6,38.9,70.971,0.452,1.0
A,2012_11,11,6,14.012,74.996,0.813,1.0
A,2012_12,12,6,35.162,56.046,0.373,1.0
A,2013_1,1,6,28.274,16.948,-0.668,0.0
A,2013_2,2,6,112.575,122.757,0.083,1.0
A,2013_3,3,6,88.328,59.593,-0.482,0.0
A,2013_4,4,6,77.892,73.045,-0.066,0.0
A,2013_5,5,6,64.656,73.577,0.121,1.0
A,2013_6,6,6,72.511,68.531,-0.058,0.0
A,2013_7,7,6,59.184,59.028,-0.003,0.0
A,2013_8,8,6,45.753,109.71,0.583,1.0
A,2013_9,9,6,28.546,31.411,0.091,1.0
A,2013_10,10,6,51.578,13.051,-2.952,0.0
A,2013_11,11,6,33.591,19.469,-0.725,0.0
A,2013_12,12,6,70.039,38.189,-0.834,0.0
A,2014_1,1,6,108.902,97.593,-0.116,0.0
A,2014_2,2,6,217.164,232.667,0.067,1.0
A,2014_3,3,6,154.036,252.591,0.39,1.0
A,2014_4,4,6,45.628,269.679,0.831,1.0
A,2014_5,5,6,48.088,210.151,0.771,1.0
A,2014_6,6,6,57.775,159.709,0.638,1.0
A,2014_7,7,6,41.41,128.515,0.678,1.0
A,2014_8,8,6,23.495,64.095,0.633,1.0
A,2014_9,9,6,31.302,47.584,0.342,1.0
A,2014_10,10,6,15.096,28.542,0.471,1.0
A,2014_11,11,6,67.899,14.449,-3.699,0.0
A,2014_12,12,6,81.007,45.889,-0.765,0.0
A,2015_1,1,6,97.479,95.069,-0.025,0.0
A,2015_2,2,6,153.732,165.667,0.072,1.0
A,2015_3,3,6,141.309,331.827,0.574,1.0
A,2015_4,4,6,308.696,424.732,0.273,1.0
A,2015_5,5,6,258.827,445.26,0.419,1.0
A,2015_6,6,6,188.876,292.773,0.355,1.0
A,2015_7,7,6,78.207,236.244,0.669,1.0
A,2015_8,8,6,86.693,121.63,0.287,1.0
A,2015_9,9,6,21.276,36.934,0.424,1.0
A,2015_10,10,6,15.36,83.811,0.817,1.0
A,2015_11,11,6,20.104,106.303,0.811,1.0
A,2015_12,12,6,24.805,24.445,-0.015,0.0
A,2016_1,1,6,39.589,57.739,0.314,1.0
A,2016_2,2,6,57.907,53.377,-0.085,0.0
A,2016_3,3,6,76.825,105.272,0.27,1.0
A,2016_4,4,6,52.102,162.855,0.68,1.0
A,2016_5,5,6,50.149,160.118,0.687,1.0
A,2016_6,6,6,59.859,146.183,0.591,1.0
A,2016_7,7,6,57.456,81.153,0.292,1.0
A,2016_8,8,6,73.712,115.857,0.364,1.0
A,2016_9,9,6,20.487,30.757,0.334,1.0
A,2016_10,10,6,17.581,24.316,0.277,1.0
A,2016_11,11,6,20.139,18.739,-0.075,0.0
A,2016_12,12,6,56.597,28.991,-0.952,0.0
A,2017_1,1,6,97.012,120.971,0.198,1.0
A,2017_2,2,6,48.666,47.674,-0.021,0.0
A,2017_3,3,6,56.452,64.259,0.121,1.0
A,2017_4,4,6,61.658,116.438,0.47,1.0
A,2017_5,5,6,43.02,117.911,0.635,1.0
A,2017_6,6,6,50.431,80.037,0.37,1.0
A,2017_7,7,6,44.984,55.09,0.183,1.0
A,2017_8,8,6,96.643,101.785,0.051,1.0
A,2017_9,9,6,49.683,70.104,0.291,1.0
A,2017_10,10,6,25.5,14.561,-0.751,0.0
A,2017_11,11,6,19.709,73.369,0.731,1.0
A,2017_12,12,6,119.672,146.472,0.183,1.0
A,2018_1,1,6,91.758,100.49,0.087,1.0
A,2018_2,2,6,98.287,57.302,-0.715,0.0
A,2018_3,3,6,158.328,62.616,-1.529,0.0
A,2018_4,4,6,192.633,64.416,-1.99,0.0
A,2018_5,5,6,213.476,59.847,-2.567,0.0
A,2018_6,6,6,167.514,53.839,-2.111,0.0
A,2018_7,7,6,202.461,53.553,-2.781,0.0
A,2018_8,8,6,204.67,88.847,-1.304,0.0
A,2018_9,9,6,65.904,94.376,0.302,1.0
A,2018_10,10,6,25.622,94.421,0.729,1.0
A,2018_11,11,6,24.012,35.601,0.326,1.0
A,2018_12,12,6,73.738,31.094,-1.371,0.0
A,2019_1,1,6,82.082,91.682,0.105,1.0
A,2019_2,2,6,154.67,137.917,-0.121,0.0
A,2019_3,3,6,217.443,306.187,0.29,1.0
A,2019_4,4,6,141.472,281.709,0.498,1.0
A,2019_5,5,6,68.823,254.912,0.73,1.0
A,2019_6,6,6,69.484,160.012,0.566,1.0
A,2019_7,7,6,48.573,130.375,0.627,1.0
A,2019_8,8,6,50.539,64.095,0.211,1.0
A,2019_9,9,6,56.102,130.97,0.572,1.0
A,2019_10,10,6,12.801,122.501,0.896,1.0
A,2019_11,11,6,16.783,54.988,0.695,1.0
A,2019_12,12,6,12.461,34.77,0.642,1.0
A,2020_1,1,6,30.263,14.858,-1.037,0.0
A,2020_2,2,6,48.657,49.712,0.021,1.0
A,2020_3,3,6,142.276,64.823,-1.195,0.0
A,2020_4,4,6,232.847,85.999,-1.708,0.0
A,2020_5,5,6,250.208,85.327,-1.932,0.0
A,2020_6,6,6,214.339,81.093,-1.643,0.0
A,2020_7,7,6,296.346,108.704,-1.726,0.0
A,2020_8,8,6,104.969,128.246,0.182,1.0
A,2020_9,9,6,44.4,46.777,0.051,1.0
A,2020_10,10,6,32.953,23.939,-0.377,0.0
A,2020_11,11,6,15.547,74.88,0.792,1.0
A,2020_12,12,6,55.911,92.372,0.395,1.0
