date,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,mean,obs
2011_1,31.700000000000003,44.050000000000004,17.699999999999996,27.730000000000008,38.470000000000006,22.410000000000004,15.64,48.98000000000001,22.729999999999993,34.65,24.32,46.74,51.34,37.949999999999996,47.29,34.660000000000004,13.229999999999999,54.749999999999986,22.73,34.88,31.450000000000003,49.16000000000001,15.179999999999998,40.80000000000001,36.68,,,,,,,,,,,,,,,,,,,,,,,,,,,33.77,50.86
2011_2,101.16000000000001,94.24000000000001,62.28,83.25999999999999,97.47,61.58000000000001,45.34,150.38,63.26,48.87,97.60999999999999,77.84,137.99,90.56,50.0,70.82000000000001,45.47,84.5,120.46000000000001,135.59,105.44000000000003,31.33,67.66,91.43,65.87,,,,,,,,,,,,,,,,,,,,,,,,,,,83.22999999999999,80.5
2011_3,130.76,134.77,157.86999999999998,85.73999999999998,91.57,169.18,107.10999999999999,129.70999999999998,81.78999999999999,87.13,60.74000000000001,80.01,82.43,186.67000000000002,91.19000000000001,186.05000000000004,74.77000000000001,55.7,107.75999999999999,139.54000000000002,172.02,109.07000000000001,228.64999999999998,152.36,204.94000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,124.28999999999999,197.24
2011_4,157.98,156.44000000000003,263.77000000000004,264.31000000000006,155.60999999999999,83.98,129.27999999999997,113.46,148.03,154.26999999999998,84.96,137.91,124.19,114.77000000000001,117.96000000000001,96.88,120.06,121.97,139.55,157.58999999999997,105.77000000000001,121.25,121.58000000000001,179.2,158.35000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,141.18,297.03999999999996
2011_5,190.17,213.1,223.26,227.32000000000005,256.86,153.72,165.45999999999998,177.97999999999996,227.08,329.98,236.44,109.0,212.23000000000002,105.80000000000004,154.08,242.35000000000002,218.14000000000001,93.05000000000001,130.95000000000002,194.82000000000002,145.83999999999997,208.26000000000002,367.5299999999999,346.9,241.7,,,,,,,,,,,,,,,,,,,,,,,,,,,206.89999999999998,546.11
2011_6,226.94,177.96,243.93999999999997,225.94,232.84999999999997,286.51,273.71,264.6,263.76,361.22999999999996,436.35,502.47999999999996,400.23,203.66000000000003,332.07,163.89,206.96999999999997,291.26,606.8300000000002,264.26,356.5,215.94000000000003,193.54,214.90000000000003,201.84999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,285.9100000000001,987.5400000000002
2011_7,246.01999999999998,255.88999999999996,429.21,257.15,333.93999999999994,245.18000000000004,405.49,285.75999999999993,422.82,246.30000000000007,258.11,296.63,198.76,384.73,160.40000000000003,212.25,310.53999999999996,330.90000000000003,390.45000000000005,322.6700000000001,369.39,571.26,233.45,366.48,407.34000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,317.65999999999997,847.23
2011_8,386.9,438.1200000000001,408.34000000000003,355.14000000000004,336.06,360.51,404.5100000000001,396.0000000000001,334.84000000000003,331.75,246.17000000000002,349.03,430.13,414.98,172.90999999999997,400.15,257.92999999999995,373.75,263.41,352.58999999999986,248.30000000000004,549.3700000000001,214.03,414.03,396.35,,,,,,,,,,,,,,,,,,,,,,,,,,,353.40999999999997,416.9999999999999
2011_9,326.16999999999996,203.21999999999997,240.50000000000003,200.53,255.0,142.69,153.54000000000002,70.64999999999999,198.29999999999995,202.15999999999997,185.39999999999998,376.96000000000004,92.75,179.53,206.29,200.87,258.16,131.32000000000002,133.3,417.55999999999995,154.2,147.06000000000003,233.59000000000003,264.4800000000001,111.17999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,203.41000000000003,194.14999999999998
2011_10,59.25,83.36,34.96999999999999,129.68000000000004,113.75000000000001,66.63,56.06,38.2,54.949999999999996,82.92999999999999,53.629999999999995,186.83999999999997,61.190000000000005,58.39,170.35,101.92999999999999,96.44,45.72,59.82000000000001,121.80000000000001,98.77999999999997,55.22,71.24000000000001,79.27999999999999,46.44000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,81.06,109.07000000000002
2011_11,80.31000000000002,89.14999999999999,55.62000000000001,95.09,117.64000000000001,68.49000000000001,110.04,167.76,104.5,123.85999999999999,146.52999999999997,130.31,114.36,92.16000000000001,123.49999999999997,96.64999999999999,81.55000000000001,78.5,97.24000000000002,99.19000000000001,124.29999999999998,45.290000000000006,59.28999999999999,131.22,54.459999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,99.49000000000001,76.83000000000001
2011_12,21.54,45.03,80.36000000000001,46.47999999999999,39.33,50.190000000000005,55.169999999999995,39.92999999999999,50.33,32.59,34.059999999999995,36.43,49.64,35.69,31.839999999999996,25.479999999999997,93.59,28.16,53.459999999999994,89.21,57.33,32.949999999999996,41.53999999999999,66.17999999999999,76.12,,,,,,,,,,,,,,,,,,,,,,,,,,,48.51,29.980000000000004
2012_1,30.080000000000002,28.950000000000003,56.47,68.63,92.55999999999999,37.22000000000001,31.65,80.21000000000001,54.11,74.44,22.839999999999996,31.84,44.50000000000001,79.66,51.980000000000004,55.63000000000001,71.28999999999999,38.129999999999995,34.67,60.49000000000001,23.250000000000004,36.809999999999995,41.61,40.14999999999999,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5,14.94
2012_2,115.21999999999998,101.02999999999999,75.68,51.39,48.760000000000005,74.47,70.13,55.82000000000001,37.49000000000001,57.18,88.41999999999999,45.42999999999999,83.96000000000001,69.44000000000001,68.58,90.65,118.63000000000002,107.17999999999998,98.57999999999998,78.46,37.89000000000001,86.21999999999998,126.36000000000004,63.52,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,77.16,71.91999999999999
2012_3,68.02000000000001,117.05000000000001,147.54000000000002,145.42,111.33000000000001,106.26,192.28999999999996,168.21999999999997,170.45,97.28,149.32999999999998,129.91,84.78000000000002,127.58999999999997,119.64999999999999,134.05999999999997,157.87,81.23000000000002,129.80999999999997,194.8,90.67000000000002,107.24999999999999,157.72,136.54999999999998,83.88000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,128.34,187.89
2012_4,100.83999999999997,117.53,162.76999999999998,215.14999999999998,194.23,93.63000000000001,188.86999999999998,255.14,152.9,139.95000000000002,134.41000000000003,70.58,138.10000000000002,123.36999999999999,255.07999999999993,229.8400000000001,129.87,182.13,143.60000000000002,120.47999999999999,124.94,125.51999999999998,195.07999999999998,333.03999999999996,129.32000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,162.23000000000002,169.05
2012_5,240.81,112.41,74.31999999999998,184.05000000000004,180.82,233.15,198.14000000000001,194.82,87.42,127.45,159.92,126.05999999999997,83.95,161.56,185.54000000000002,185.00999999999996,299.75,69.93999999999998,125.59,81.70999999999998,117.77,259.0299999999999,196.17000000000002,74.54000000000002,252.86999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,160.51999999999998,135.13
2012_6,121.96000000000001,122.89000000000001,213.65999999999997,175.65,218.13000000000002,289.65000000000003,239.07000000000005,391.4200000000001,190.83999999999997,309.81,376.62999999999994,234.86,209.07999999999996,433.2800000000001,427.13,349.1400000000001,411.58,231.24000000000004,115.94000000000001,215.45,422.33,289.14,289.44,331.28,351.56999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,278.44999999999993,413.9499999999999
2012_7,373.75,392.28999999999996,461.44000000000005,669.8399999999999,561.98,504.23,553.47,295.02,448.56,573.77,307.8500000000001,158.35000000000002,748.4399999999999,306.47999999999996,507.53,177.37,345.72,376.68,453.28,594.4299999999998,250.93,559.5899999999999,491.58000000000004,281.15,331.64000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,429.04,665.6199999999999
2012_8,438.26,318.96000000000004,719.2299999999999,603.5799999999999,342.89,399.65,520.0,424.35,184.01999999999998,289.27000000000004,418.83000000000004,498.62999999999994,413.28999999999996,249.11000000000004,194.08999999999997,346.96000000000004,387.29999999999995,449.96999999999997,154.66000000000003,451.67999999999995,279.33000000000004,386.49,446.67999999999995,413.01,528.99,,,,,,,,,,,,,,,,,,,,,,,,,,,394.37000000000006,506.39
2012_9,124.87,244.55,49.13,92.18,115.65,225.88,119.83000000000001,159.88,136.45000000000002,108.58000000000001,244.1,259.07,114.26999999999998,232.57000000000005,129.66,100.0,101.09,200.49,255.04999999999998,145.14,116.21000000000001,122.76000000000002,302.4000000000001,120.46999999999997,169.83999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,159.63000000000002,222.54000000000002
2012_10,31.83,26.65,60.86,38.03000000000001,76.52999999999999,68.94000000000001,91.69,57.83999999999999,69.98,125.88999999999999,114.03000000000002,50.150000000000006,26.569999999999997,72.53,132.35,39.95,102.45000000000002,74.4,61.480000000000004,67.17,46.730000000000004,63.289999999999985,64.63,88.12,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,69.45999999999998,104.47
2012_11,67.72000000000001,74.99000000000001,63.68,47.71000000000001,65.07,85.06000000000002,118.84999999999998,79.44,46.120000000000005,64.13,84.01000000000002,82.83000000000003,80.21000000000001,64.27,44.93000000000001,64.26,134.56,39.63,38.25,56.760000000000005,35.69,99.99000000000001,84.14000000000001,73.21000000000001,90.94999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,71.47,97.42000000000002
