date,month,CRPS_6
2011_1,1,386.0326239999999
2011_2,2,673.4314240000003
2011_3,3,699.6709920000001
2011_4,4,748.7634879999997
2011_5,5,744.7580799999998
2011_6,6,684.1825120000002
2011_7,7,496.4292479999998
2011_8,8,53.173663999999945
2011_9,9,32.77686399999995
2011_10,10,12.02225599999996
2011_11,11,17.23811199999995
2011_12,12,12.86168000000007
2012_1,1,28.694111999999926
2012_2,2,60.871504
2012_3,3,140.96443200000004
2012_4,4,164.27724800000027
2012_5,5,253.3962399999997
2012_6,6,210.16972799999934
2012_7,7,193.23304000000002
2012_8,8,99.2621280000002
2012_9,9,60.31531199999991
2012_10,10,38.90044799999998
2012_11,11,14.012032000000033
2012_12,12,35.162448
2013_1,1,28.274255999999937
2013_2,2,112.57488
2013_3,3,88.32827200000008
2013_4,4,77.8919039999999
2013_5,5,64.65635199999971
2013_6,6,72.51134399999982
2013_7,7,59.184112000000056
2013_8,8,45.753344000000034
2013_9,9,28.54598399999991
2013_10,10,51.57819200000003
2013_11,11,33.59119999999999
2013_12,12,70.03927999999993
2014_1,1,108.90198400000001
2014_2,2,217.16430399999985
2014_3,3,154.03648000000013
2014_4,4,45.627759999999796
2014_5,5,48.088384000000104
2014_6,6,57.77499199999977
2014_7,7,41.41049599999995
2014_8,8,23.495264000000056
2014_9,9,31.30195200000005
2014_10,10,15.096016000000002
2014_11,11,67.89902400000003
2014_12,12,81.00652799999995
2015_1,1,97.47924799999984
2015_2,2,153.73171199999976
2015_3,3,141.30908799999986
2015_4,4,308.6964800000002
2015_5,5,258.8269119999999
2015_6,6,188.87614400000018
2015_7,7,78.20652799999988
2015_8,8,86.69347200000011
2015_9,9,21.276399999999988
2015_10,10,15.359615999999995
2015_11,11,20.104464000000036
2015_12,12,24.80454399999995
2016_1,1,39.58942400000008
2016_2,2,57.90676799999986
2016_3,3,76.82535999999993
2016_4,4,52.10224000000029
2016_5,5,50.1489280000001
2016_6,6,59.85907199999991
2016_7,7,57.45568000000006
2016_8,8,73.71175999999993
2016_9,9,20.48673600000008
2016_10,10,17.58062399999998
2016_11,11,20.138944000000034
2016_12,12,56.596912000000074
2017_1,1,97.01169934640507
2017_2,2,48.66575547866181
2017_3,3,56.452456747404966
2017_4,4,61.6577124183011
2017_5,5,43.02039215686246
2017_6,6,50.43070357554819
2017_7,7,44.9839677047288
2017_8,8,96.643060361399
2017_9,9,49.683002691272634
2017_10,10,25.499838523644733
2017_11,11,19.7087197231834
2017_12,12,119.67178008458293
2018_1,1,91.75789696270657
2018_2,2,98.28725490196095
2018_3,3,158.32847750865017
2018_4,4,192.63335640138394
2018_5,5,213.4755209534794
2018_6,6,167.51356785851584
2018_7,7,202.46127258746617
2018_8,8,204.67026528258356
2018_9,9,65.90389081122635
2018_10,10,25.621995386389898
2018_11,11,24.01247597078052
2018_12,12,73.73755863129574
2019_1,1,82.08249134948085
2019_2,2,154.67041522491354
2019_3,3,217.4428681276432
2019_4,4,141.47220684352158
2019_5,5,68.82292195309486
2019_6,6,69.48392925797752
2019_7,7,48.57299115724702
2019_8,8,50.53892349096512
2019_9,9,56.10172625913097
2019_10,10,12.801253364090634
2019_11,11,16.783256439830897
2019_12,12,12.461226451364887
2020_1,1,30.262514417531854
2020_2,2,48.656747404844026
2020_3,3,142.27640138408316
2020_4,4,232.84666666666652
2020_5,5,250.20787389465585
2020_6,6,214.33886582083838
2020_7,7,296.3458246828139
2020_8,8,104.96896193771632
2020_9,9,44.400472895040295
2020_10,10,32.95299500192241
2020_11,11,15.547389465590228
2020_12,12,55.91088043060361
