date,month,CRPS_4
2011_1,1,23.617215999999935
2011_2,2,48.31400000000004
2011_3,3,264.049968
2011_4,4,671.8262080000002
2011_5,5,700.1727999999996
2011_6,6,642.7093599999997
2011_7,7,506.28278399999994
2011_8,8,68.61324799999991
2011_9,9,34.51007999999993
2011_10,10,22.54438400000002
2011_11,11,108.76478400000005
2011_12,12,80.48451200000002
2012_1,1,24.676031999999978
2012_2,2,23.652799999999957
2012_3,3,47.45873600000004
2012_4,4,51.11392000000001
2012_5,5,203.33852799999994
2012_6,6,204.24876799999979
2012_7,7,201.91089599999987
2012_8,8,80.44607999999994
2012_9,9,38.91779199999996
2012_10,10,12.205008000000099
2012_11,11,14.688015999999955
2012_12,12,26.23355199999999
2013_1,1,38.23163199999992
2013_2,2,47.260224
2013_3,3,35.90331200000009
2013_4,4,161.32622400000002
2013_5,5,59.09967999999998
2013_6,6,74.1782720000001
2013_7,7,63.464287999999954
2013_8,8,46.46123199999994
2013_9,9,16.25900799999999
2013_10,10,78.80913600000001
2013_11,11,31.079968000000036
2013_12,12,73.24387199999998
2014_1,1,114.85435200000006
2014_2,2,118.72528000000007
2014_3,3,140.5713120000001
2014_4,4,163.21649600000012
2014_5,5,50.63808000000006
2014_6,6,67.19483199999985
2014_7,7,46.308960000000084
2014_8,8,33.22667199999998
2014_9,9,25.188639999999943
2014_10,10,15.926752000000015
2014_11,11,66.98833599999996
2014_12,12,97.70247999999995
2015_1,1,87.25887999999992
2015_2,2,128.63899199999992
2015_3,3,96.09257600000001
2015_4,4,177.95169600000006
2015_5,5,178.99292800000038
2015_6,6,257.24652800000024
2015_7,7,96.22195200000014
2015_8,8,65.34783999999993
2015_9,9,48.09806400000001
2015_10,10,19.23151999999998
2015_11,11,46.36377599999996
2015_12,12,103.09785600000009
2016_1,1,73.36945600000004
2016_2,2,37.99174399999991
2016_3,3,115.19985599999998
2016_4,4,53.03359999999992
2016_5,5,49.66494400000009
2016_6,6,58.32448000000012
2016_7,7,52.39649600000013
2016_8,8,91.23534399999984
2016_9,9,19.001231999999938
2016_10,10,16.876591999999953
2016_11,11,23.264319999999973
2016_12,12,67.55820800000004
2017_1,1,81.33216839677046
2017_2,2,103.69624759707807
2017_3,3,120.41858900422925
2017_4,4,41.72455594002302
2017_5,5,69.87844290657459
2017_6,6,57.09926566705097
2017_7,7,52.123598615916706
2017_8,8,81.17813148788902
2017_9,9,69.26332564398305
2017_10,10,90.79865436370615
2017_11,11,71.41322183775462
2017_12,12,39.657458669742375
2018_1,1,17.90329873125718
2018_2,2,115.26255670895816
2018_3,3,28.156893502499088
2018_4,4,51.528781237985385
2018_5,5,99.54923875432526
2018_6,6,107.39351018838894
2018_7,7,214.2790503652444
2018_8,8,218.28878123798543
2018_9,9,53.8971011149558
2018_10,10,16.485324875048093
2018_11,11,31.685436370626796
2018_12,12,71.50420607458666
2019_1,1,83.59009227220302
2019_2,2,155.89838139177255
2019_3,3,113.91532871972348
2019_4,4,144.8915570934255
2019_5,5,117.54892733564016
2019_6,6,91.20550173010392
2019_7,7,46.79597078046905
2019_8,8,44.05739331026548
2019_9,9,26.16858515955414
2019_10,10,55.653702422145386
2019_11,11,13.809700115340235
2019_12,12,43.302848904267556
2020_1,1,98.64123029603994
2020_2,2,89.77008458285272
2020_3,3,119.14803152633598
2020_4,4,35.55853133410234
2020_5,5,215.2458823529414
2020_6,6,255.11692810457507
2020_7,7,334.3813187235679
2020_8,8,144.04430603613974
2020_9,9,53.41525182622062
2020_10,10,78.75841983852374
2020_11,11,78.25118800461367
2020_12,12,47.789231064974985
