date,month,CRPS_6
2011_1,1,360.342037037037
2011_2,2,583.306851851852
2011_3,3,525.9500617283948
2011_4,4,505.23493827160473
2011_5,5,428.77120370370375
2011_6,6,425.1868209876541
2011_7,7,166.22379629629594
2011_8,8,64.0946604938274
2011_9,9,35.87398148148152
2011_10,10,22.155524691358043
2011_11,11,65.5737037037037
2011_12,12,21.057962962962947
2012_1,1,33.64537037037031
2012_2,2,47.673518518518506
2012_3,3,58.82339506172826
2012_4,4,60.401604938271475
2012_5,5,55.90342592592596
2012_6,6,56.13126543209876
2012_7,7,71.22824074074072
2012_8,8,79.53910493827189
2012_9,9,76.92175925925926
2012_10,10,70.97108024691354
2012_11,11,74.99592592592595
2012_12,12,56.04574074074074
2013_1,1,16.947592592592514
2013_2,2,122.75685185185179
2013_3,3,59.593395061728216
2013_4,4,73.04493827160482
2013_5,5,73.5767592592593
2013_6,6,68.53126543209879
2013_7,7,59.028240740740756
2013_8,8,109.71021604938298
2013_9,9,31.410648148148184
2013_10,10,13.051080246913582
2013_11,11,19.46925925925926
2013_12,12,38.18907407407404
2014_1,1,97.59314814814806
2014_2,2,232.66685185185185
2014_3,3,252.59117283950593
2014_4,4,269.67938271604925
2014_5,5,210.15120370370386
2014_6,6,159.7090432098766
2014_7,7,128.5149074074073
2014_8,8,64.0946604938274
2014_9,9,47.583981481481516
2014_10,10,28.542191358024713
2014_11,11,14.44925925925925
2014_12,12,45.889074074074
2015_1,1,95.06870370370359
2015_2,2,165.66685185185185
2015_3,3,331.8267283950615
2015_4,4,424.7316049382714
2015_5,5,445.26009259259257
2015_6,6,292.773487654321
2015_7,7,236.24379629629627
2015_8,8,121.63021604938297
2015_9,9,36.933981481481524
2015_10,10,83.81108024691353
2015_11,11,106.30259259259256
2015_12,12,24.44462962962963
2016_1,1,57.73870370370364
2016_2,2,53.3768518518518
2016_3,3,105.27228395061712
2016_4,4,162.85493827160485
2016_5,5,160.11787037037044
2016_6,6,146.18348765432106
2016_7,7,81.15268518518513
2016_8,8,115.85688271604957
2016_9,9,30.757314814814848
2016_10,10,24.315524691358046
2016_11,11,18.739259259259264
2016_12,12,28.991296296296255
2017_1,1,120.97092592592588
2017_2,2,47.673518518518534
2017_3,3,64.25895061728374
2017_4,4,116.43827160493817
2017_5,5,117.91120370370378
2017_6,6,80.03682098765432
2017_7,7,55.09046296296293
2017_8,8,101.78466049382743
2017_9,9,70.10398148148155
2017_10,10,14.561080246913587
2017_11,11,73.36925925925928
2017_12,12,146.47240740740745
2018_1,1,100.48981481481476
2018_2,2,57.30240740740743
2018_3,3,62.61561728395043
2018_4,4,64.4160493827159
2018_5,5,59.846759259259315
2018_6,6,53.839043209876564
2018_7,7,53.552685185185084
2018_8,8,88.84688271604966
2018_9,9,94.37620370370371
2018_10,10,94.42108024691369
2018_11,11,35.601481481481464
2018_12,12,31.093518518518493
2019_1,1,91.68203703703696
2019_2,2,137.9168518518519
2019_3,3,306.1867283950616
2019_4,4,281.7093827160493
2019_5,5,254.91231481481492
2019_6,6,160.01237654320983
2019_7,7,130.37490740740728
2019_8,8,64.09466049382738
2019_9,9,130.96953703703707
2019_10,10,122.50108024691367
2019_11,11,54.98814814814818
2019_12,12,34.77018518518521
2020_1,1,14.85759259259251
2020_2,2,49.712407407407426
2020_3,3,64.82339506172815
2020_4,4,85.99938271604921
2020_5,5,85.32675925925933
2020_6,6,81.093487654321
2020_7,7,108.70379629629608
2020_8,8,128.2457716049385
2020_9,9,46.77731481481487
2020_10,10,23.938858024691367
2020_11,11,74.88037037037034
2020_12,12,92.37240740740741
