date,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,mean,obs
2011_1,223.39000000000004,290.75000000000006,164.99,229.35999999999999,280.78,224.09,326.49,286.2,192.33,313.08000000000004,244.87,408.4100000000001,264.15000000000003,182.10999999999999,215.49,200.85000000000002,138.67999999999998,207.25,198.66000000000003,196.32,188.20000000000002,217.69000000000003,180.41000000000003,291.6,209.62999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,379.99
2011_2,339.45000000000005,594.46,384.53999999999996,378.35999999999996,269.73,417.04999999999995,401.07000000000005,393.4,416.81,288.85,339.28,451.71999999999997,336.70000000000005,431.58,198.63,286.65,216.07999999999998,346.16999999999996,590.22,358.91999999999996,418.11,357.21000000000004,478.38,373.84000000000003,355.79999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,376.99,791.76
2011_3,469.78999999999996,570.1,754.06,537.43,513.0200000000001,582.74,719.7500000000001,609.8199999999999,350.5900000000001,469.77,352.58000000000004,527.7400000000001,845.32,520.5400000000001,360.71000000000004,537.66,574.8499999999999,387.53000000000003,762.03,637.1200000000001,577.6500000000001,551.51,396.59,751.79,635.7700000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,559.8199999999999,1316.67
2011_4,676.5699999999999,695.1199999999999,1191.0,958.6300000000001,541.4300000000001,915.38,551.59,998.37,635.0800000000002,711.78,705.1700000000001,991.57,657.81,501.15999999999997,562.51,465.78999999999996,642.05,687.6499999999999,607.03,718.95,641.4300000000001,632.3000000000001,743.28,621.86,712.69,,,,,,,,,,,,,,,,,,,,,,,,,,,710.69,1558.49
2011_5,886.18,621.75,897.9200000000001,723.19,487.89000000000004,723.3199999999999,698.4100000000002,489.81,708.7900000000001,1011.68,595.51,660.0500000000001,1078.22,358.9200000000001,646.5100000000001,563.0999999999999,569.9000000000001,607.8,425.50000000000006,840.5999999999999,812.01,674.47,727.1999999999999,871.29,867.54,,,,,,,,,,,,,,,,,,,,,,,,,,,701.89,1536.43
2011_6,419.53,429.9200000000001,545.8399999999999,519.33,801.3299999999999,755.6300000000001,594.92,673.82,820.66,738.26,945.2100000000002,914.5500000000001,787.6600000000001,674.22,632.7299999999999,774.03,837.5100000000001,768.9100000000001,1143.42,733.19,805.51,626.7,604.8399999999999,644.7100000000002,637.39,,,,,,,,,,,,,,,,,,,,,,,,,,,713.1900000000002,1455.6
2011_7,520.36,389.84,750.99,561.99,492.11999999999995,351.1000000000001,634.6,545.17,689.3800000000001,477.3500000000001,393.96000000000004,631.8600000000001,432.88000000000005,596.82,352.6600000000001,380.99,468.8,626.72,535.09,544.7100000000002,536.03,841.52,331.5,482.79,674.23,,,,,,,,,,,,,,,,,,,,,,,,,,,529.74,1099.3899999999999
2011_8,558.7099999999999,497.5800000000001,517.5,418.45,435.76,440.51,470.95000000000016,480.3000000000001,427.16,388.83,351.07,460.46,591.56,490.14000000000004,284.8399999999999,490.77,409.03,507.32,302.96000000000004,463.0699999999998,328.14000000000004,617.4000000000002,276.14,517.27,450.87,,,,,,,,,,,,,,,,,,,,,,,,,,,447.08,544.89
2011_9,414.69999999999993,290.14,319.18,324.42,314.56,262.88,223.96,162.70999999999998,382.9099999999999,370.23999999999995,243.67999999999998,441.97,138.13,231.3,340.78999999999996,379.72,355.69,190.99000000000004,194.25,449.1799999999999,235.52,222.48000000000002,397.67,340.9600000000001,217.63999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,297.84000000000003,282.14
2011_10,129.5,123.92999999999999,174.98999999999998,162.75000000000003,198.87000000000003,179.58,119.3,146.52999999999997,128.41,164.64,112.63,229.20999999999998,181.95999999999998,130.65,259.17,220.39999999999998,139.14,109.60999999999999,169.14,190.97,188.7,116.44000000000001,149.54999999999998,168.65999999999997,118.61000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,160.51000000000002,142.83000000000004
2011_11,157.16000000000003,225.36,173.58000000000004,177.87,255.65000000000003,191.94,206.75,268.99,280.8,263.52,269.40999999999997,256.25,229.3,155.48000000000002,282.03,211.67999999999998,147.63000000000002,213.94,177.41000000000003,243.11000000000004,300.63,139.15,179.87,262.04999999999995,219.43,,,,,,,,,,,,,,,,,,,,,,,,,,,219.54,159.91
2011_12,220.14000000000004,216.4,210.32000000000002,194.76999999999998,193.16000000000003,270.46000000000004,188.15999999999997,226.26999999999998,237.38000000000002,216.71000000000004,144.29999999999998,167.24,149.41000000000003,253.63000000000002,221.21000000000004,165.25,245.72,190.97,225.22999999999996,218.92000000000002,194.7,191.01,249.81,214.82,252.23000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,210.31,221.65
2012_1,206.99,247.41000000000003,281.41999999999996,241.22000000000003,290.82,258.70000000000005,268.97999999999996,218.43000000000004,206.61,252.5,296.82,214.29000000000002,279.58,412.4,258.96999999999997,301.0400000000001,297.17,279.39,171.15000000000003,239.2,202.76999999999998,227.92,408.68999999999994,221.85,353.43000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,265.53999999999996,252.13
2012_2,437.8399999999999,320.29999999999995,318.05,390.80999999999995,248.34,305.52,306.94,398.91999999999996,257.92,267.59999999999997,411.7799999999999,211.57,308.70000000000005,268.69,380.15999999999997,305.5,377.65000000000003,236.07999999999998,369.96000000000004,257.79,243.04000000000002,355.55999999999995,388.34000000000003,301.18,374.59000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,321.6700000000001,326.8
2012_3,642.7,535.02,545.65,364.4,476.59000000000003,539.5699999999999,762.75,627.99,442.29999999999995,396.26,533.12,534.9100000000001,484.76000000000005,496.87,659.3299999999999,554.47,719.4799999999998,678.3800000000001,504.12,621.5600000000001,529.35,367.4,815.69,752.1700000000001,327.87,,,,,,,,,,,,,,,,,,,,,,,,,,,556.5,651.1399999999999
2012_4,586.03,642.89,699.83,782.1,628.9099999999999,926.3899999999999,737.54,896.0599999999998,792.6899999999999,498.77000000000004,752.55,287.79,825.07,335.96999999999997,992.46,605.23,572.7,869.9100000000001,619.0800000000002,878.6899999999999,484.63,837.74,758.6800000000001,872.31,598.69,,,,,,,,,,,,,,,,,,,,,,,,,,,699.2300000000001,920.4999999999999
