date,month,CRPS_2
2011_1,1,5.182143999999983
2011_2,2,22.699023999999973
2011_3,3,32.89763200000003
2011_4,4,108.627184
2011_5,5,219.87579199999996
2011_6,6,615.1068320000002
2011_7,7,528.010576
2011_8,8,54.99963199999992
2011_9,9,23.745824000000034
2011_10,10,15.081280000000003
2011_11,11,39.72748799999998
2011_12,12,39.305184
2012_1,1,45.036288000000006
2012_2,2,23.789216
2012_3,3,19.18623999999998
2012_4,4,15.550096000000103
2012_5,5,44.48899199999996
2012_6,6,65.29363199999997
2012_7,7,214.48033599999985
2012_8,8,81.58798400000002
2012_9,9,36.95215999999999
2012_10,10,13.878240000000016
2012_11,11,7.693936000000011
2012_12,12,8.68140799999998
2013_1,1,7.673215999999982
2013_2,2,30.043712000000006
2013_3,3,17.151599999999995
2013_4,4,11.951280000000015
2013_5,5,38.8124
2013_6,6,111.01854400000002
2013_7,7,87.14777600000006
2013_8,8,26.1496000000001
2013_9,9,25.47955199999999
2013_10,10,29.18443200000003
2013_11,11,7.203839999999978
2013_12,12,24.983920000000005
2014_1,1,33.38784000000001
2014_2,2,45.40131199999999
2014_3,3,43.92624000000002
2014_4,4,41.95328
2014_5,5,67.25638400000004
2014_6,6,118.21710399999986
2014_7,7,35.83923200000008
2014_8,8,23.631551999999857
2014_9,9,64.40604799999997
2014_10,10,48.95720000000001
2014_11,11,16.374304
2014_12,12,27.772784000000012
2015_1,1,38.688991999999985
2015_2,2,50.784192000000004
2015_3,3,26.46823999999999
2015_4,4,92.32809599999997
2015_5,5,71.29356800000002
2015_6,6,117.64664000000013
2015_7,7,40.15744000000008
2015_8,8,97.78855999999993
2015_9,9,53.12646399999997
2015_10,10,38.099552
2015_11,11,17.109647999999986
2015_12,12,48.219312
2016_1,1,19.92328000000001
2016_2,2,15.027696000000017
2016_3,3,39.15801599999998
2016_4,4,26.07478399999998
2016_5,5,124.4467360000001
2016_6,6,53.02060799999987
2016_7,7,39.234991999999906
2016_8,8,86.371616
2016_9,9,18.103216000000053
2016_10,10,15.212416000000026
2016_11,11,6.444608000000009
2016_12,12,9.105728
2017_1,1,19.44373702422144
2017_2,2,39.72424067666279
2017_3,3,23.11043060361397
2017_4,4,63.088623606305234
2017_5,5,93.65137639369468
2017_6,6,84.80584775086503
2017_7,7,116.67732410611306
2017_8,8,58.3765090349866
2017_9,9,36.92717031910801
2017_10,10,42.457143406382144
2017_11,11,20.523667820069182
2017_12,12,18.030342176086098
2018_1,1,12.537985390234546
2018_2,2,8.19656286043832
2018_3,3,12.90425221068816
2018_4,4,80.88573241061138
2018_5,5,28.543617839292423
2018_6,6,26.819307958477452
2018_7,7,114.45612456747389
2018_8,8,157.72788927335642
2018_9,9,53.15639753940789
2018_10,10,26.383917723952358
2018_11,11,7.978508266051509
2018_12,12,38.542129950019216
2019_1,1,31.95322568242984
2019_2,2,49.98987697039598
2019_3,3,27.000657439446382
2019_4,4,53.19513264129189
2019_5,5,32.00712418300653
2019_6,6,64.99131487889282
2019_7,7,30.222902729719365
2019_8,8,36.30515186466738
2019_9,9,22.30538638985
2019_10,10,38.00214148404452
2019_11,11,10.495182622068448
2019_12,12,7.767104959630917
2020_1,1,16.508339100346028
2020_2,2,39.43211457131868
2020_3,3,104.22858131487885
2020_4,4,15.443129565551647
2020_5,5,33.515244136870315
2020_6,6,38.11172625913116
2020_7,7,339.66900422914216
2020_8,8,203.26320645905435
2020_9,9,38.39177623990768
2020_10,10,15.889584775086497
2020_11,11,16.10547866205307
2020_12,12,31.774659746251444
