date,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,mean,obs
2011_1,69.75,65.00999999999999,39.78,60.57,43.529999999999994,55.10000000000001,36.83,30.129999999999995,106.18,66.75,113.21000000000001,72.59,92.79000000000002,65.39999999999999,152.57,93.1,95.85,188.92,80.44999999999999,82.95
2011_2,108.85999999999999,76.13,73.65,100.93,58.53999999999999,116.31000000000002,137.39999999999998,58.83,92.89000000000001,171.07000000000002,273.76000000000005,137.20999999999998,146.64000000000001,141.17000000000002,165.31,102.68,132.59,211.74,128.1,245.65
2011_3,195.70000000000005,158.7,111.67000000000002,127.09,259.47,175.93,249.11,124.31,55.81,267.9800000000001,350.68,210.23,181.58,222.25,262.35,159.11,206.57999999999998,259.67,198.8,329.13
2011_4,320.67,330.41,156.39,288.73,386.53999999999996,363.23,354.11,260.11,240.19,326.0700000000001,465.48,495.82,304.79999999999995,332.19,260.62,196.27,255.94,225.53,309.07,711.26
2011_5,580.0,437.6700000000001,392.27,459.27,662.3300000000002,589.5400000000001,423.38,417.85,422.23,388.97000000000014,621.33,823.6400000000001,574.0699999999999,1121.18,529.8399999999999,491.5899999999999,682.7,293.21,550.62,1119.4300000000003
2011_6,830.22,572.1700000000001,942.1400000000001,547.37,611.7500000000001,971.5800000000003,654.2299999999999,644.97,482.78,899.45,795.22,976.6600000000001,756.19,1110.4100000000003,799.97,650.77,762.1700000000001,469.8699999999999,748.78,1261.45
2011_7,764.0699999999999,407.1500000000001,895.5500000000001,369.07,569.3400000000001,903.5700000000003,861.87,784.4200000000001,338.76,895.69,964.5899999999999,810.3200000000002,848.8900000000001,1024.4500000000003,1009.6299999999999,619.68,703.9300000000002,793.6799999999998,753.6,990.3199999999999
2011_8,480.76,433.24000000000007,646.23,214.17000000000002,275.46999999999997,660.0600000000002,811.56,598.0300000000001,231.55,738.01,657.11,408.84000000000003,576.86,186.13000000000005,745.1099999999998,307.37,268.21000000000004,684.6899999999999,495.75,468.0599999999999
2011_9,139.73,228.84000000000003,62.040000000000006,107.88000000000002,167.34,216.98000000000002,477.89000000000004,314.25,163.75000000000003,137.35999999999999,418.16,183.54000000000002,356.21000000000004,148.68,373.64999999999986,101.50000000000001,150.33999999999997,422.54999999999995,231.71000000000004,252.15999999999997
2011_10,70.38,197.14000000000001,44.260000000000005,96.28,87.51,86.75,138.82,36.190000000000005,116.93000000000002,110.63999999999999,104.07,51.260000000000005,88.42999999999998,123.67,58.35,59.55,121.77000000000002,57.59000000000001,91.64,127.89000000000003
2011_11,55.25,52.669999999999995,23.83,40.279999999999994,90.58,42.74000000000001,19.289999999999992,36.14,55.39,101.10000000000002,95.14999999999999,60.300000000000004,37.34,97.22999999999999,40.91,66.96000000000001,93.99000000000001,76.07999999999998,60.29,87.99000000000001
2011_12,59.22,39.99999999999999,20.13,32.309999999999995,48.36,44.16000000000001,10.399999999999999,27.319999999999993,99.72,94.36000000000001,83.28999999999999,59.56,40.93,64.37,45.2,57.22,58.40000000000001,113.63,55.47,33.760000000000005
2012_1,69.75,65.00999999999999,39.78,60.57,43.529999999999994,55.10000000000001,36.83,30.129999999999995,106.18,66.75,113.21000000000001,72.59,92.79000000000002,65.39999999999999,152.57,93.1,95.85,188.92,80.44999999999999,83.07999999999998
2012_2,108.85999999999999,76.13,73.65,100.93,58.53999999999999,116.31000000000002,137.39999999999998,58.83,92.89000000000001,171.07000000000002,273.76000000000005,137.20999999999998,146.64000000000001,141.17000000000002,165.31,102.68,132.59,211.74,128.1,191.67
2012_3,195.70000000000005,158.7,111.67000000000002,127.09,259.47,175.93,249.11,124.31,55.81,267.9800000000001,350.68,210.23,181.58,222.25,262.35,159.11,206.57999999999998,259.67,198.8,237.19
2012_4,320.67,330.41,156.39,288.73,386.53999999999996,363.23,354.11,260.11,240.19,326.0700000000001,465.48,495.82,304.79999999999995,332.19,260.62,196.27,255.94,225.53,309.07,254.88
2012_5,580.0,437.6700000000001,392.27,459.27,662.3300000000002,589.5400000000001,423.38,417.85,422.23,388.97000000000014,621.33,823.6400000000001,574.0699999999999,1121.18,529.8399999999999,491.5899999999999,682.7,293.21,550.62,463.2499999999999
2012_6,830.22,572.1700000000001,942.1400000000001,547.37,611.7500000000001,971.5800000000003,654.2299999999999,644.97,482.78,899.45,795.22,976.6600000000001,756.19,1110.4100000000003,799.97,650.77,762.1700000000001,469.8699999999999,748.78,751.4499999999998
2012_7,764.0699999999999,407.1500000000001,895.5500000000001,369.07,569.3400000000001,903.5700000000003,861.87,784.4200000000001,338.76,895.69,964.5899999999999,810.3200000000002,848.8900000000001,1024.4500000000003,1009.6299999999999,619.68,703.9300000000002,793.6799999999998,753.6,834.5099999999999
2012_8,480.76,433.24000000000007,646.23,214.17000000000002,275.46999999999997,660.0600000000002,811.56,598.0300000000001,231.55,738.01,657.11,408.84000000000003,576.86,186.13000000000005,745.1099999999998,307.37,268.21000000000004,684.6899999999999,495.75,560.04
2012_9,139.73,228.84000000000003,62.040000000000006,107.88000000000002,167.34,216.98000000000002,477.89000000000004,314.25,163.75000000000003,137.35999999999999,418.16,183.54000000000002,356.21000000000004,148.68,373.64999999999986,101.50000000000001,150.33999999999997,422.54999999999995,231.71000000000004,273.36
2012_10,70.38,197.14000000000001,44.260000000000005,96.28,87.51,86.75,138.82,36.190000000000005,116.93000000000002,110.63999999999999,104.07,51.260000000000005,88.42999999999998,123.67,58.35,59.55,121.77000000000002,57.59000000000001,91.64,151.07000000000002
2012_11,55.25,52.669999999999995,23.83,40.279999999999994,90.58,42.74000000000001,19.289999999999992,36.14,55.39,101.10000000000002,95.14999999999999,60.300000000000004,37.34,97.22999999999999,40.91,66.96000000000001,93.99000000000001,76.07999999999998,60.29,125.77000000000001
2012_12,59.22,39.99999999999999,20.13,32.309999999999995,48.36,44.16000000000001,10.399999999999999,27.319999999999993,99.72,94.36000000000001,83.28999999999999,59.56,40.93,64.37,45.2,57.22,58.40000000000001,113.63,55.47,118.83000000000003
2013_1,69.75,65.00999999999999,39.78,60.57,43.529999999999994,55.10000000000001,36.83,30.129999999999995,106.18,66.75,113.21000000000001,72.59,92.79000000000002,65.39999999999999,152.57,93.1,95.85,188.92,80.44999999999999,121.14000000000001
2013_2,108.85999999999999,76.13,73.65,100.93,58.53999999999999,116.31000000000002,137.39999999999998,58.83,92.89000000000001,171.07000000000002,273.76000000000005,137.20999999999998,146.64000000000001,141.17000000000002,165.31,102.68,132.59,211.74,128.1,165.51
2013_3,195.70000000000005,158.7,111.67000000000002,127.09,259.47,175.93,249.11,124.31,55.81,267.9800000000001,350.68,210.23,181.58,222.25,262.35,159.11,206.57999999999998,259.67,198.8,219.45999999999998
2013_4,320.67,330.41,156.39,288.73,386.53999999999996,363.23,354.11,260.11,240.19,326.0700000000001,465.48,495.82,304.79999999999995,332.19,260.62,196.27,255.94,225.53,309.07,290.26
2013_5,580.0,437.6700000000001,392.27,459.27,662.3300000000002,589.5400000000001,423.38,417.85,422.23,388.97000000000014,621.33,823.6400000000001,574.0699999999999,1121.18,529.8399999999999,491.5899999999999,682.7,293.21,550.62,671.5699999999999
2013_6,830.22,572.1700000000001,942.1400000000001,547.37,611.7500000000001,971.5800000000003,654.2299999999999,644.97,482.78,899.45,795.22,976.6600000000001,756.19,1110.4100000000003,799.97,650.77,762.1700000000001,469.8699999999999,748.78,691.49
2013_7,764.0699999999999,407.1500000000001,895.5500000000001,369.07,569.3400000000001,903.5700000000003,861.87,784.4200000000001,338.76,895.69,964.5899999999999,810.3200000000002,848.8900000000001,1024.4500000000003,1009.6299999999999,619.68,703.9300000000002,793.6799999999998,753.6,708.8199999999999
2013_8,480.76,433.24000000000007,646.23,214.17000000000002,275.46999999999997,660.0600000000002,811.56,598.0300000000001,231.55,738.01,657.11,408.84000000000003,576.86,186.13000000000005,745.1099999999998,307.37,268.21000000000004,684.6899999999999,495.75,281.09999999999997
2013_9,139.73,228.84000000000003,62.040000000000006,107.88000000000002,167.34,216.98000000000002,477.89000000000004,314.25,163.75000000000003,137.35999999999999,418.16,183.54000000000002,356.21000000000004,148.68,373.64999999999986,101.50000000000001,150.33999999999997,422.54999999999995,231.71000000000004,211.66
2013_10,70.38,197.14000000000001,44.260000000000005,96.28,87.51,86.75,138.82,36.190000000000005,116.93000000000002,110.63999999999999,104.07,51.260000000000005,88.42999999999998,123.67,58.35,59.55,121.77000000000002,57.59000000000001,91.64,97.13000000000001
