date,month,CRPS_3
2011_1,1,5.905919999999984
2011_2,2,56.639232000000014
2011_3,3,108.24542399999997
2011_4,4,411.1662400000002
2011_5,5,632.4968640000003
2011_6,6,707.290512
2011_7,7,471.6084640000001
2011_8,8,42.02956799999986
2011_9,9,22.90075199999999
2011_10,10,20.363952000000033
2011_11,11,20.959151999999992
2011_12,12,34.622911999999985
2012_1,1,10.748543999999974
2012_2,2,22.867583999999987
2012_3,3,37.742560000000026
2012_4,4,24.006623999999924
2012_5,5,88.88153599999993
2012_6,6,186.87372799999986
2012_7,7,174.13759999999996
2012_8,8,76.37000000000003
2012_9,9,48.27775999999996
2012_10,10,38.865840000000034
2012_11,11,18.017040000000012
2012_12,12,31.961200000000076
2013_1,1,11.649104000000026
2013_2,2,11.87355199999999
2013_3,3,15.242784
2013_4,4,22.22140800000002
2013_5,5,146.92110399999999
2013_6,6,79.16400000000003
2013_7,7,58.77206399999996
2013_8,8,42.52336000000001
2013_9,9,43.123583999999965
2013_10,10,15.882464000000027
2013_11,11,8.720720000000002
2013_12,12,6.3238399999999935
2014_1,1,24.946975999999996
2014_2,2,36.74056000000007
2014_3,3,56.44531200000003
2014_4,4,33.527279999999934
2014_5,5,95.0720640000001
2014_6,6,63.40057599999987
2014_7,7,52.58787199999996
2014_8,8,35.01497599999996
2014_9,9,66.96937600000004
2014_10,10,61.158720000000024
2014_11,11,12.116736000000026
2014_12,12,12.309567999999992
2015_1,1,35.17271999999997
2015_2,2,33.499167999999955
2015_3,3,48.33336000000003
2015_4,4,68.74374400000008
2015_5,5,75.98097599999998
2015_6,6,196.58563199999986
2015_7,7,122.59014399999987
2015_8,8,112.20252799999984
2015_9,9,16.096912000000053
2015_10,10,51.21616
2015_11,11,11.585887999999997
2015_12,12,9.420944000000016
2016_1,1,26.849184000000037
2016_2,2,11.426800000000043
2016_3,3,31.034015999999976
2016_4,4,47.73710400000005
2016_5,5,44.239872000000176
2016_6,6,44.526016000000126
2016_7,7,68.61051199999977
2016_8,8,72.95060799999999
2016_9,9,15.822527999999991
2016_10,10,25.456160000000008
2016_11,11,10.753520000000012
2016_12,12,9.262079999999996
2017_1,1,20.656174548250714
2017_2,2,21.665367166474404
2017_3,3,47.91836216839666
2017_4,4,64.0793694732795
2017_5,5,79.31309880815067
2017_6,6,107.21321799307971
2017_7,7,43.75520569011893
2017_8,8,82.4082314494424
2017_9,9,31.328450595924636
2017_10,10,24.096689734717444
2017_11,11,14.515221068819738
2017_12,12,7.876128412149177
2018_1,1,10.808815840061484
2018_2,2,64.66974240676663
2018_3,3,136.38642445213392
2018_4,4,67.11848904267583
2018_5,5,46.57698577470204
2018_6,6,80.06776239907717
2018_7,7,132.19422145328733
2018_8,8,209.5095501730106
2018_9,9,80.69475586312957
2018_10,10,54.9048019992311
2018_11,11,7.475128796616641
2018_12,12,9.90479046520573
2019_1,1,14.269577085736245
2019_2,2,36.41853902345254
2019_3,3,54.72670511341791
2019_4,4,43.817850826605195
2019_5,5,70.20256055363333
2019_6,6,128.06058439061908
2019_7,7,47.20298346789703
2019_8,8,40.32758169934665
2019_9,9,35.201910803537054
2019_10,10,16.943567858515916
2019_11,11,46.93457131872354
2019_12,12,34.4637408688966
2020_1,1,10.864167627835453
2020_2,2,61.45954248366016
2020_3,3,46.44901960784302
2020_4,4,15.961691657055013
2020_5,5,33.64729334871194
2020_6,6,174.0325182622065
2020_7,7,348.3299769319494
2020_8,8,121.29025759323342
2020_9,9,22.157935409457906
2020_10,10,16.15821991541714
2020_11,11,11.240565167243354
2020_12,12,35.19381007304884
