catchment,date,month,leadtime,CRPS,CRPS_ref,CRPSS,count
A,2011_9,9,5,49.669,42.216,-0.177,0.0
A,2011_10,10,5,59.734,12.537,-3.765,0.0
A,2011_11,11,5,120.446,26.893,-3.479,0.0
A,2011_12,12,5,44.456,46.85,0.051,1.0
A,2012_1,1,5,52.75,18.617,-1.833,0.0
A,2012_2,2,5,49.718,28.498,-0.745,0.0
A,2012_3,3,5,35.175,43.965,0.2,1.0
A,2012_4,4,5,114.289,55.866,-1.046,0.0
A,2012_5,5,5,223.37,57.746,-2.868,0.0
A,2012_6,6,5,188.184,56.375,-2.338,0.0
A,2012_7,7,5,189.91,59.356,-2.2,0.0
A,2012_8,8,5,78.744,74.335,-0.059,0.0
A,2012_9,9,5,29.742,65.53,0.546,1.0
A,2012_10,10,5,19.824,65.537,0.698,1.0
A,2012_11,11,5,36.562,70.715,0.483,1.0
A,2012_12,12,5,38.473,59.39,0.352,1.0
A,2013_1,1,5,31.455,33.799,0.069,1.0
A,2013_2,2,5,88.39,14.685,-5.019,0.0
A,2013_3,3,5,112.412,105.547,-0.065,0.0
A,2013_4,4,5,95.353,57.184,-0.667,0.0
A,2013_5,5,5,71.497,70.559,-0.013,0.0
A,2013_6,6,5,60.871,77.888,0.218,1.0
A,2013_7,7,5,67.513,63.065,-0.071,0.0
A,2013_8,8,5,59.445,107.647,0.448,1.0
A,2013_9,9,5,10.379,31.285,0.668,1.0
A,2013_10,10,5,95.302,11.721,-7.131,0.0
A,2013_11,11,5,69.55,19.165,-2.629,0.0
A,2013_12,12,5,109.624,12.149,-8.023,0.0
A,2014_1,1,5,156.384,42.831,-2.651,0.0
A,2014_2,2,5,152.804,89.533,-0.707,0.0
A,2014_3,3,5,215.657,237.94,0.094,1.0
A,2014_4,4,5,72.549,245.504,0.704,1.0
A,2014_5,5,5,51.206,269.038,0.81,1.0
A,2014_6,6,5,57.367,158.087,0.637,1.0
A,2014_7,7,5,41.447,127.287,0.674,1.0
A,2014_8,8,5,22.801,63.877,0.643,1.0
A,2014_9,9,5,17.453,48.916,0.643,1.0
A,2014_10,10,5,16.457,41.919,0.607,1.0
A,2014_11,11,5,115.97,15.547,-6.459,0.0
A,2014_12,12,5,106.242,12.149,-7.745,0.0
A,2015_1,1,5,168.558,45.67,-2.691,0.0
A,2015_2,2,5,170.853,88.28,-0.935,0.0
A,2015_3,3,5,97.517,163.65,0.404,1.0
A,2015_4,4,5,257.134,316.215,0.187,1.0
A,2015_5,5,5,271.287,447.931,0.394,1.0
A,2015_6,6,5,257.021,386.647,0.335,1.0
A,2015_7,7,5,69.921,245.024,0.715,1.0
A,2015_8,8,5,92.821,112.986,0.178,1.0
A,2015_9,9,5,99.774,29.726,-2.356,0.0
A,2015_10,10,5,25.57,98.66,0.741,1.0
A,2015_11,11,5,88.584,78.369,-0.13,0.0
A,2015_12,12,5,89.57,37.79,-1.37,0.0
A,2016_1,1,5,83.572,19.224,-3.347,0.0
A,2016_2,2,5,79.112,45.616,-0.734,0.0
A,2016_3,3,5,35.275,44.943,0.215,1.0
A,2016_4,4,5,43.358,98.901,0.562,1.0
A,2016_5,5,5,75.669,189.449,0.601,1.0
A,2016_6,6,5,55.587,136.948,0.594,1.0
A,2016_7,7,5,57.299,99.887,0.426,1.0
A,2016_8,8,5,75.03,114.126,0.343,1.0
A,2016_9,9,5,28.917,31.336,0.077,1.0
A,2016_10,10,5,36.429,39.181,0.07,1.0
A,2016_11,11,5,61.107,11.563,-4.285,0.0
A,2016_12,12,5,83.264,21.415,-2.888,0.0
A,2017_1,1,5,139.658,51.198,-1.728,0.0
A,2017_2,2,5,153.481,113.836,-0.348,0.0
A,2017_3,3,5,42.643,43.965,0.03,1.0
A,2017_4,4,5,80.57,56.997,-0.414,0.0
A,2017_5,5,5,37.925,118.452,0.68,1.0
A,2017_6,6,5,51.223,81.426,0.371,1.0
A,2017_7,7,5,45.429,56.91,0.202,1.0
A,2017_8,8,5,95.59,100.283,0.047,1.0
A,2017_9,9,5,94.803,74.65,-0.27,0.0
A,2017_10,10,5,109.901,12.942,-7.492,0.0
A,2017_11,11,5,84.031,24.426,-2.44,0.0
A,2017_12,12,5,20.672,73.583,0.719,1.0
A,2018_1,1,5,54.583,145.385,0.625,1.0
A,2018_2,2,5,50.236,107.15,0.531,1.0
A,2018_3,3,5,49.292,52.651,0.064,1.0
A,2018_4,4,5,141.448,60.029,-1.356,0.0
A,2018_5,5,5,134.234,52.879,-1.539,0.0
A,2018_6,6,5,157.993,59.773,-1.643,0.0
A,2018_7,7,5,219.759,52.636,-3.175,0.0
A,2018_8,8,5,210.926,94.502,-1.232,0.0
A,2018_9,9,5,34.005,82.71,0.589,1.0
A,2018_10,10,5,22.829,90.06,0.747,1.0
A,2018_11,11,5,62.379,35.687,-0.748,0.0
A,2018_12,12,5,105.722,18.881,-4.599,0.0
A,2019_1,1,5,153.551,40.203,-2.819,0.0
A,2019_2,2,5,191.276,73.525,-1.602,0.0
A,2019_3,3,5,180.432,156.58,-0.152,0.0
A,2019_4,4,5,198.743,311.295,0.362,1.0
A,2019_5,5,5,87.982,286.39,0.693,1.0
A,2019_6,6,5,72.605,192.131,0.622,1.0
A,2019_7,7,5,51.069,128.571,0.603,1.0
A,2019_8,8,5,41.118,69.11,0.405,1.0
A,2019_9,9,5,28.097,106.752,0.737,1.0
A,2019_10,10,5,64.415,141.45,0.545,1.0
A,2019_11,11,5,38.135,87.919,0.566,1.0
A,2019_12,12,5,87.545,29.543,-1.963,0.0
A,2020_1,1,5,88.207,34.215,-1.578,0.0
A,2020_2,2,5,121.031,38.089,-2.178,0.0
A,2020_3,3,5,75.753,63.825,-0.187,0.0
A,2020_4,4,5,183.428,73.991,-1.479,0.0
A,2020_5,5,5,260.448,106.158,-1.453,0.0
A,2020_6,6,5,213.744,75.978,-1.813,0.0
A,2020_7,7,5,329.898,113.939,-1.895,0.0
A,2020_8,8,5,120.379,139.933,0.14,1.0
A,2020_9,9,5,75.509,38.243,-0.974,0.0
A,2020_10,10,5,122.471,19.218,-5.373,0.0
A,2020_11,11,5,55.228,10.332,-4.345,0.0
A,2020_12,12,5,38.036,68.85,0.448,1.0
A,2011_1,1,6,266.458,360.342,0.261,1.0
A,2011_2,2,6,580.318,583.307,0.005,1.0
A,2011_3,3,6,664.002,525.95,-0.262,0.0
A,2011_4,4,6,728.028,505.235,-0.441,0.0
A,2011_5,5,6,697.35,428.771,-0.626,0.0
A,2011_6,6,6,652.703,425.187,-0.535,0.0
A,2011_7,7,6,488.623,166.224,-1.94,0.0
A,2011_8,8,6,41.796,64.095,0.348,1.0
A,2011_9,9,6,75.686,35.874,-1.11,0.0
A,2011_10,10,6,75.565,22.156,-2.411,0.0
A,2011_11,11,6,75.439,65.574,-0.15,0.0
A,2011_12,12,6,70.172,21.058,-2.332,0.0
A,2012_1,1,6,123.302,33.645,-2.665,0.0
A,2012_2,2,6,36.264,47.674,0.239,1.0
A,2012_3,3,6,111.963,58.823,-0.903,0.0
A,2012_4,4,6,142.574,60.402,-1.36,0.0
A,2012_5,5,6,229.51,55.903,-3.106,0.0
A,2012_6,6,6,189.95,56.131,-2.384,0.0
A,2012_7,7,6,184.109,71.228,-1.585,0.0
A,2012_8,8,6,71.433,79.539,0.102,1.0
A,2012_9,9,6,29.106,76.922,0.622,1.0
A,2012_10,10,6,28.263,70.971,0.602,1.0
A,2012_11,11,6,64.284,74.996,0.143,1.0
A,2012_12,12,6,23.633,56.046,0.578,1.0
A,2013_1,1,6,40.14,16.948,-1.368,0.0
A,2013_2,2,6,58.7,122.757,0.522,1.0
A,2013_3,3,6,82.532,59.593,-0.385,0.0
A,2013_4,4,6,60.76,73.045,0.168,1.0
A,2013_5,5,6,63.772,73.577,0.133,1.0
A,2013_6,6,6,62.285,68.531,0.091,1.0
A,2013_7,7,6,62.449,59.028,-0.058,0.0
A,2013_8,8,6,82.829,109.71,0.245,1.0
A,2013_9,9,6,22.19,31.411,0.294,1.0
A,2013_10,10,6,145.316,13.051,-10.134,0.0
A,2013_11,11,6,102.204,19.469,-4.25,0.0
A,2013_12,12,6,155.61,38.189,-3.075,0.0
A,2014_1,1,6,219.552,97.593,-1.25,0.0
A,2014_2,2,6,290.219,232.667,-0.247,0.0
A,2014_3,3,6,164.921,252.591,0.347,1.0
A,2014_4,4,6,46.928,269.679,0.826,1.0
A,2014_5,5,6,47.525,210.151,0.774,1.0
A,2014_6,6,6,61.932,159.709,0.612,1.0
A,2014_7,7,6,39.677,128.515,0.691,1.0
A,2014_8,8,6,21.143,64.095,0.67,1.0
A,2014_9,9,6,29.541,47.584,0.379,1.0
A,2014_10,10,6,47.119,28.542,-0.651,0.0
A,2014_11,11,6,146.146,14.449,-9.115,0.0
A,2014_12,12,6,166.155,45.889,-2.621,0.0
A,2015_1,1,6,208.932,95.069,-1.198,0.0
A,2015_2,2,6,228.347,165.667,-0.378,0.0
A,2015_3,3,6,161.362,331.827,0.514,1.0
A,2015_4,4,6,325.008,424.732,0.235,1.0
A,2015_5,5,6,286.431,445.26,0.357,1.0
A,2015_6,6,6,201.249,292.773,0.313,1.0
A,2015_7,7,6,86.125,236.244,0.635,1.0
A,2015_8,8,6,140.341,121.63,-0.154,0.0
A,2015_9,9,6,96.122,36.934,-1.603,0.0
A,2015_10,10,6,70.703,83.811,0.156,1.0
A,2015_11,11,6,100.992,106.303,0.05,1.0
A,2015_12,12,6,108.941,24.445,-3.457,0.0
A,2016_1,1,6,132.425,57.739,-1.294,0.0
A,2016_2,2,6,33.649,53.377,0.37,1.0
A,2016_3,3,6,82.387,105.272,0.217,1.0
A,2016_4,4,6,64.504,162.855,0.604,1.0
A,2016_5,5,6,53.016,160.118,0.669,1.0
A,2016_6,6,6,58.605,146.183,0.599,1.0
A,2016_7,7,6,55.786,81.153,0.313,1.0
A,2016_8,8,6,99.616,115.857,0.14,1.0
A,2016_9,9,6,36.454,30.757,-0.185,0.0
A,2016_10,10,6,84.757,24.316,-2.486,0.0
A,2016_11,11,6,79.945,18.739,-3.266,0.0
A,2016_12,12,6,147.403,28.991,-4.084,0.0
A,2017_1,1,6,192.085,120.971,-0.588,0.0
A,2017_2,2,6,35.965,47.674,0.246,1.0
A,2017_3,3,6,48.841,64.259,0.24,1.0
A,2017_4,4,6,57.938,116.438,0.502,1.0
A,2017_5,5,6,40.071,117.911,0.66,1.0
A,2017_6,6,6,50.939,80.037,0.364,1.0
A,2017_7,7,6,42.137,55.09,0.235,1.0
A,2017_8,8,6,113.89,101.785,-0.119,0.0
A,2017_9,9,6,114.26,70.104,-0.63,0.0
A,2017_10,10,6,109.415,14.561,-6.514,0.0
A,2017_11,11,6,41.735,73.369,0.431,1.0
A,2017_12,12,6,43.09,146.472,0.706,1.0
A,2018_1,1,6,30.078,100.49,0.701,1.0
A,2018_2,2,6,52.095,57.302,0.091,1.0
A,2018_3,3,6,123.741,62.616,-0.976,0.0
A,2018_4,4,6,165.226,64.416,-1.565,0.0
A,2018_5,5,6,174.216,59.847,-1.911,0.0
A,2018_6,6,6,146.743,53.839,-1.726,0.0
A,2018_7,7,6,197.554,53.553,-2.689,0.0
A,2018_8,8,6,164.793,88.847,-0.855,0.0
A,2018_9,9,6,29.489,94.376,0.688,1.0
A,2018_10,10,6,42.485,94.421,0.55,1.0
A,2018_11,11,6,87.93,35.601,-1.47,0.0
A,2018_12,12,6,169.531,31.094,-4.452,0.0
A,2019_1,1,6,186.918,91.682,-1.039,0.0
A,2019_2,2,6,237.308,137.917,-0.721,0.0
A,2019_3,3,6,237.91,306.187,0.223,1.0
A,2019_4,4,6,150.497,281.709,0.466,1.0
A,2019_5,5,6,70.346,254.912,0.724,1.0
A,2019_6,6,6,73.246,160.012,0.542,1.0
A,2019_7,7,6,44.689,130.375,0.657,1.0
A,2019_8,8,6,39.527,64.095,0.383,1.0
A,2019_9,9,6,31.423,130.97,0.76,1.0
A,2019_10,10,6,115.739,122.501,0.055,1.0
A,2019_11,11,6,97.911,54.988,-0.781,0.0
A,2019_12,12,6,77.384,34.77,-1.226,0.0
A,2020_1,1,6,140.848,14.858,-8.48,0.0
A,2020_2,2,6,94.914,49.712,-0.909,0.0
A,2020_3,3,6,115.924,64.823,-0.788,0.0
A,2020_4,4,6,224.414,85.999,-1.609,0.0
A,2020_5,5,6,217.829,85.327,-1.553,0.0
A,2020_6,6,6,212.921,81.093,-1.626,0.0
A,2020_7,7,6,297.064,108.704,-1.733,0.0
A,2020_8,8,6,100.247,128.246,0.218,1.0
A,2020_9,9,6,110.628,46.777,-1.365,0.0
A,2020_10,10,6,114.237,23.939,-3.772,0.0
A,2020_11,11,6,41.856,74.88,0.441,1.0
A,2020_12,12,6,21.705,92.372,0.765,1.0
