date,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,mean,obs
2011_1,48.15,69.68,27.58,43.9,61.02,35.15,24.45,75.56,35.77,52.69,38.89,70.36,80.04,58.7,76.13,54.69,20.88,82.35,35.04,54.21,48.52,74.06,23.72,63.84,55.56,,,,,,,,,,,,,,,,,,,,,,,,,,,52.41999999999999,50.86
2011_2,148.06,138.22,91.17,121.71000000000001,142.53,90.27,66.51,220.38,92.68,71.44,143.1,114.04,201.97,132.39,73.23,103.98,66.63,123.84,176.14,198.32,154.78,45.87,99.00999999999999,133.7,96.32,,,,,,,,,,,,,,,,,,,,,,,,,,,121.83,80.5
2011_3,164.23,151.8,186.84,102.2,114.29,199.76,127.68,139.41,95.99,107.7,78.44,103.69,101.26,213.45,110.39,234.9,87.84,64.38,128.32,179.53999999999996,197.84000000000003,133.54,256.34,161.81,274.34000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,148.64999999999998,197.24
2011_4,185.06,196.13,296.4100000000001,295.24,168.12,94.38,155.58,134.04,170.59,186.28000000000003,103.78,162.3,134.67,129.08,152.27,118.82,137.31,145.68,156.85,187.31,123.74,138.99,145.88,204.1,179.04,,,,,,,,,,,,,,,,,,,,,,,,,,,164.05000000000004,297.03999999999996
2011_5,252.91000000000003,283.87,297.69,303.04,342.58,205.26,219.99,237.32,302.5,439.73,314.39,144.94,282.98,140.94,205.87,323.15000000000003,290.97,123.63,174.2,259.58,194.24,277.52,490.27,462.89,322.4599999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,275.71,546.11
2011_6,276.1,192.68,258.61,274.4,230.07,307.3,307.39,279.3399999999999,326.68,408.3,552.86,492.94000000000005,439.46,229.87,335.07,183.32,219.95,330.58,633.78,289.96,366.95,220.1,212.26,253.14,226.08,,,,,,,,,,,,,,,,,,,,,,,,,,,313.92999999999995,987.5400000000002
2011_7,218.68,223.99,365.91,223.58,291.33,220.95,353.45,246.52,361.97,219.25,222.18,261.11,172.34,331.44,143.99,186.32,267.8,292.8,332.69,279.9,325.5,501.89,207.88,315.84,354.39,,,,,,,,,,,,,,,,,,,,,,,,,,,276.86,847.23
2011_8,360.06,429.28,380.51,356.6,301.43,330.44,363.62,355.26,316.88,308.48,239.4,308.09,405.93,375.0,156.83,376.64,231.89,368.25,232.9,342.8,223.35,489.6,205.13,358.25,373.31,,,,,,,,,,,,,,,,,,,,,,,,,,,327.62999999999994,416.9999999999999
2011_9,364.33,231.94,276.5,225.63,291.89,161.34,176.63,84.09,220.67,225.47,211.58,427.66,105.09,211.71,234.21,230.5,287.53,152.22,148.76,492.02,177.79,164.67,266.95,304.58,122.75,,,,,,,,,,,,,,,,,,,,,,,,,,,231.84999999999997,194.14999999999998
2011_10,73.44,102.07,43.51,161.13,139.94,82.69,69.01,46.82,67.19,101.64,65.77,231.65,75.63,72.86,210.72,124.88000000000001,119.54,56.81,73.81,148.96,120.45,68.98,87.85,96.71,57.41,,,,,,,,,,,,,,,,,,,,,,,,,,,99.96000000000001,109.07000000000002
2011_11,121.06,130.81,72.36,124.13,164.5,101.13,136.59,211.51,141.01,167.79,201.97,200.41,177.29,123.92,172.43,142.04,112.04,108.6,134.46,150.28,155.66,63.34,79.42,191.77,76.33,,,,,,,,,,,,,,,,,,,,,,,,,,,138.41999999999996,76.83000000000001
2011_12,40.55,78.4,136.82,83.03,72.6,94.21,96.67000000000002,70.96,93.04,56.31,63.03,68.37,88.22,65.88,57.46,45.34,164.98,54.82,95.19,162.76,103.03,61.05,77.29,116.47,141.08,,,,,,,,,,,,,,,,,,,,,,,,,,,87.47999999999999,29.980000000000004
2012_1,46.16,45.62,89.15,103.91,138.06,58.28,49.76,122.34,83.85,114.36,34.7,48.519999999999996,67.94,125.39,77.83,84.13,109.34,57.910000000000004,55.25,92.53,36.94,58.57,65.13,61.26,77.65,,,,,,,,,,,,,,,,,,,,,,,,,,,76.17,14.94
2012_2,168.91,147.39,110.57,75.06,71.41,108.78,102.40000000000002,81.44,54.74,83.51,129.04,66.39,123.28,101.82,100.23000000000002,132.96,173.38000000000002,156.57,144.22,114.67,55.43,126.1,184.93,92.82,114.95,,,,,,,,,,,,,,,,,,,,,,,,,,,112.89000000000001,71.91999999999999
2012_3,85.7,138.28,171.69,168.04,144.33,121.72,229.11,194.12,194.87,123.59,189.21,154.99,99.37,166.98,152.6,162.24,194.52,97.74,159.48000000000002,214.03999999999996,115.32,128.06,189.52000000000004,161.07,108.98,,,,,,,,,,,,,,,,,,,,,,,,,,,154.60999999999996,187.89
