date,month,CRPS_4
2011_1,1,76.13861111111113
2011_2,2,117.46768518518516
2011_3,3,352.0629320987654
2011_4,4,564.7329629629629
2011_5,5,443.7743827160492
2011_6,6,391.2079320987656
2011_7,7,132.73043209876533
2011_8,8,65.6213580246913
2011_9,9,46.434506172839505
2011_10,10,18.757129629629645
2011_11,11,10.666172839506189
2011_12,12,12.236018518518499
2012_1,1,42.55972222222228
2012_2,2,18.887685185185184
2012_3,3,19.09959876543212
2012_4,4,43.50296296296277
2012_5,5,54.36660493827175
2012_6,6,53.470154320987874
2012_7,7,57.558209876543074
2012_8,8,67.10358024691352
2012_9,9,62.76117283950617
2012_10,10,50.14268518518519
2012_11,11,66.87061728395068
2012_12,12,53.76824074074073
2013_1,1,36.57972222222226
2013_2,2,26.65212962962962
2013_3,3,15.131820987654322
2013_4,4,101.02851851851834
2013_5,5,56.90660493827174
2013_6,6,75.07904320987676
2013_7,7,72.65598765432095
2013_8,8,112.99691358024684
2013_9,9,34.62339506172839
2013_10,10,9.628240740740736
2013_11,11,15.785061728395092
2013_12,12,11.35935185185184
2014_1,1,11.443055555555581
2014_2,2,40.01435185185185
2014_3,3,93.32182098765436
2014_4,4,234.19518518518504
2014_5,5,242.2266049382717
2014_6,6,217.2623765432101
2014_7,7,128.23932098765425
2014_8,8,65.62135802469128
2014_9,9,52.29117283950616
2014_10,10,48.23157407407405
2014_11,11,10.359506172839517
2014_12,12,12.074907407407387
2015_1,1,10.853055555555585
2015_2,2,43.64768518518516
2015_3,3,85.58848765432099
2015_4,4,150.4807407407405
2015_5,5,336.2066049382717
2015_6,6,389.6068209876546
2015_7,7,330.12487654320984
2015_8,8,120.35802469135801
2015_9,9,34.927839506172845
2015_10,10,74.01824074074074
2015_11,11,95.83061728395063
2015_12,12,13.660462962962946
2016_1,1,28.306388888888925
2016_2,2,21.43879629629629
2016_3,3,64.30848765432101
2016_4,4,49.48629629629609
2016_5,5,121.7199382716051
2016_6,6,168.67682098765454
2016_7,7,94.45154320987648
2016_8,8,140.8113580246913
2016_9,9,34.443395061728395
2016_10,10,40.56935185185185
2016_11,11,14.735061728395067
2016_12,12,15.834907407407393
2017_1,1,11.765277777777811
2017_2,2,48.95879629629628
2017_3,3,115.67737654320983
2017_4,4,46.28407407407393
2017_5,5,55.453271604938394
2017_6,6,80.02570987654339
2017_7,7,60.418209876543145
2017_8,8,103.59802469135802
2017_9,9,65.87228395061729
2017_10,10,13.667129629629628
2017_11,11,10.35950617283952
2017_12,12,22.38824074074072
2018_1,1,73.12861111111116
2018_2,2,155.545462962963
2018_3,3,101.258487654321
2018_4,4,47.98518518518499
2018_5,5,51.023271604938415
2018_6,6,83.22570987654343
2018_7,7,51.377098765431995
2018_8,8,84.59913580246915
2018_9,9,93.21228395061732
2018_10,10,76.27601851851855
2018_11,11,28.267283950617283
2018_12,12,16.82157407407407
2019_1,1,11.788611111111145
2019_2,2,31.6976851851852
2019_3,3,89.21515432098762
2019_4,4,163.36518518518506
2019_5,5,317.21660493827164
2019_6,6,222.9790432098768
2019_7,7,154.7437654320987
2019_8,8,71.14024691358019
2019_9,9,75.54006172839502
2019_10,10,109.88824074074078
2019_11,11,109.48061728395064
2019_12,12,53.07490740740743
2020_1,1,28.946388888888976
2020_2,2,18.66768518518517
2020_3,3,59.65959876543211
2020_4,4,53.92407407407386
2020_5,5,79.77438271604952
2020_6,6,95.9779320987656
2020_7,7,104.10043209876535
2020_8,8,146.25135802469129
2020_9,9,45.3645061728395
2020_10,10,35.14712962962962
2020_11,11,11.141728395061733
2020_12,12,10.599351851851836
