date,month,CRPS_6
2011_1,1,266.45847999999995
2011_2,2,580.3175520000002
2011_3,3,664.0021599999999
2011_4,4,728.0276959999998
2011_5,5,697.3503999999998
2011_6,6,652.7029439999997
2011_7,7,488.6228
2011_8,8,41.796112000000065
2011_9,9,75.68646399999996
2011_10,10,75.56545600000004
2011_11,11,75.43876799999995
2011_12,12,70.17152000000004
2012_1,1,123.30174400000006
2012_2,2,36.26411200000001
2012_3,3,111.96276799999995
2012_4,4,142.57428800000002
2012_5,5,229.51035199999993
2012_6,6,189.95004799999973
2012_7,7,184.10872000000023
2012_8,8,71.43291200000004
2012_9,9,29.10627199999994
2012_10,10,28.26348799999998
2012_11,11,64.28368000000006
2012_12,12,23.632512000000006
2013_1,1,40.14031999999994
2013_2,2,58.69969600000017
2013_3,3,82.53150399999977
2013_4,4,60.760416000000234
2013_5,5,63.77158399999993
2013_6,6,62.28462400000005
2013_7,7,62.44892800000005
2013_8,8,82.82888000000008
2013_9,9,22.190352000000072
2013_10,10,145.31643200000002
2013_11,11,102.20350400000004
2013_12,12,155.60951999999992
2014_1,1,219.55159999999992
2014_2,2,290.21915200000024
2014_3,3,164.92075200000005
2014_4,4,46.928416
2014_5,5,47.525167999999866
2014_6,6,61.93227199999987
2014_7,7,39.67676799999998
2014_8,8,21.143008000000002
2014_9,9,29.541184000000136
2014_10,10,47.118799999999986
2014_11,11,146.1464320000001
2014_12,12,166.15503999999987
2015_1,1,208.93241599999993
2015_2,2,228.34683199999978
2015_3,3,161.3619520000001
2015_4,4,325.0080639999998
2015_5,5,286.4311040000002
2015_6,6,201.24915200000018
2015_7,7,86.12513600000003
2015_8,8,140.34140799999992
2015_9,9,96.12164799999995
2015_10,10,70.70268800000002
2015_11,11,100.99196800000006
2015_12,12,108.9414719999998
2016_1,1,132.42460799999998
2016_2,2,33.648927999999984
2016_3,3,82.38702400000022
2016_4,4,64.50374400000018
2016_5,5,53.015743999999884
2016_6,6,58.604607999999885
2016_7,7,55.78647999999998
2016_8,8,99.61627199999985
2016_9,9,36.45355200000002
2016_10,10,84.75696000000015
2016_11,11,79.94510400000003
2016_12,12,147.40281599999997
2017_1,1,192.0853210303729
2017_2,2,35.96494809688561
2017_3,3,48.840895809304314
2017_4,4,57.93817377931532
2017_5,5,40.071264898115686
2017_6,6,50.93939638600507
2017_7,7,42.13673587081934
2017_8,8,113.89033448673565
2017_9,9,114.25958861976166
2017_10,10,109.41490580545934
2017_11,11,41.73542868127636
2017_12,12,43.09046905036531
2018_1,1,30.077981545559425
2018_2,2,52.09549788542863
2018_3,3,123.74124951941585
2018_4,4,165.2260592079971
2018_5,5,174.2164282968085
2018_6,6,146.74347558631302
2018_7,7,197.55411764705858
2018_8,8,164.79287581699344
2018_9,9,29.488742791234316
2018_10,10,42.484617454824956
2018_11,11,87.929780853518
2018_12,12,169.53141099577084
2019_1,1,186.91800076893477
2019_2,2,237.30776239907763
2019_3,3,237.91013071895463
2019_4,4,150.4973971549407
2019_5,5,70.34562091503255
2019_6,6,73.24622837370218
2019_7,7,44.68860822760486
2019_8,8,39.526539792387894
2019_9,9,31.422898885044305
2019_10,10,115.73948096885795
2019_11,11,97.91109957708568
2019_12,12,77.38361399461726
2020_1,1,140.84761245674724
2020_2,2,94.91359861591675
2020_3,3,115.92388696655136
2020_4,4,224.41432525951598
2020_5,5,217.82867743175711
2020_6,6,212.92066897347206
2020_7,7,297.063567858516
2020_8,8,100.24683583237204
2020_9,9,110.62770088427524
2020_10,10,114.23660130718955
2020_11,11,41.856009227220284
2020_12,12,21.70451364859673
