date,month,CRPS_5
2011_1,1,115.50023999999998
2011_2,2,365.52996799999966
2011_3,3,681.9476959999998
2011_4,4,759.1002719999999
2011_5,5,736.605584
2011_6,6,655.648928
2011_7,7,497.33652800000016
2011_8,8,59.68614399999982
2011_9,9,27.974735999999986
2011_10,10,12.064559999999958
2011_11,11,36.168896000000046
2011_12,12,8.30193599999999
2012_1,1,12.407999999999952
2012_2,2,19.152175999999976
2012_3,3,61.62593599999987
2012_4,4,128.731312
2012_5,5,238.46332800000005
2012_6,6,200.42739199999988
2012_7,7,175.32278400000035
2012_8,8,97.26548800000013
2012_9,9,61.56817600000003
2012_10,10,39.74756800000003
2012_11,11,18.173200000000044
2012_12,12,15.384671999999984
2013_1,1,16.476239999999983
2013_2,2,17.632031999999974
2013_3,3,157.58409599999976
2013_4,4,101.55726399999998
2013_5,5,68.94119999999982
2013_6,6,67.24057600000012
2013_7,7,56.79579199999999
2013_8,8,38.960304
2013_9,9,37.35838399999999
2013_10,10,30.90063999999993
2013_11,11,10.592319999999994
2013_12,12,43.71390400000007
2014_1,1,82.69790399999997
2014_2,2,64.63472000000007
2014_3,3,160.38422400000013
2014_4,4,67.51702400000013
2014_5,5,45.43857599999997
2014_6,6,58.11468799999989
2014_7,7,42.23345599999995
2014_8,8,26.895343999999753
2014_9,9,47.44409599999994
2014_10,10,30.41152000000002
2014_11,11,43.47779200000001
2014_12,12,42.13932799999988
2015_1,1,91.73966400000003
2015_2,2,83.0639039999999
2015_3,3,54.088064
2015_4,4,249.52175999999986
2015_5,5,260.0297439999999
2015_6,6,254.05412799999996
2015_7,7,75.7440320000001
2015_8,8,60.391696000000096
2015_9,9,23.036320000000067
2015_10,10,34.16067200000005
2015_11,11,15.072624000000033
2015_12,12,25.976000000000006
2016_1,1,23.54897600000008
2016_2,2,23.67715199999997
2016_3,3,43.43457599999991
2016_4,4,47.56766400000002
2016_5,5,64.57460800000008
2016_6,6,60.55934399999998
2016_7,7,63.02158400000009
2016_8,8,62.644752000000096
2016_9,9,19.932384000000013
2016_10,10,12.884815999999972
2016_11,11,10.499727999999976
2016_12,12,24.787071999999977
2017_1,1,76.52078431372544
2017_2,2,72.00567474048445
2017_3,3,58.09860822760476
2017_4,4,82.91681276432111
2017_5,5,43.64780469050383
2017_6,6,52.86490965013458
2017_7,7,45.57395232602836
2017_8,8,90.19608996539807
2017_9,9,44.2812072279893
2017_10,10,42.0855824682814
2017_11,11,16.882310649750156
2017_12,12,30.64479815455601
2018_1,1,125.82116109188766
2018_2,2,122.99858515955403
2018_3,3,85.51392541330264
2018_4,4,154.47611303344883
2018_5,5,157.71783544790458
2018_6,6,167.56239907727806
2018_7,7,199.19126874279146
2018_8,8,233.26747020376786
2018_9,9,69.08485198000771
2018_10,10,32.11625913110346
2018_11,11,9.74386774317566
2018_12,12,31.77868512110725
2019_1,1,78.20668204536716
2019_2,2,88.70362937331798
2019_3,3,129.2280353710114
2019_4,4,193.10264513648596
2019_5,5,89.68156862745079
2019_6,6,74.6794579008074
2019_7,7,50.78205690119198
2019_8,8,41.842056901192095
2019_9,9,45.82075355632445
2019_10,10,14.712606689734752
2019_11,11,24.276378316032336
2019_12,12,17.958788927335615
2020_1,1,19.757846981930214
2020_2,2,42.22031526336043
2020_3,3,45.253402537485684
2020_4,4,181.69973087274138
2020_5,5,282.0036831987695
2020_6,6,208.51186851211082
2020_7,7,309.3210688196848
2020_8,8,113.96113417916202
2020_9,9,30.01354094579004
2020_10,10,61.80592464436769
2020_11,11,10.577489427143444
2020_12,12,13.325347943098762
