date,month,CRPS_5
2011_1,1,55.12683200000004
2011_2,2,243.37427199999985
2011_3,3,602.805328
2011_4,4,754.9009280000004
2011_5,5,701.1927360000002
2011_6,6,629.3249759999999
2011_7,7,509.7100160000001
2011_8,8,53.08603199999995
2011_9,9,49.66868800000001
2011_10,10,59.73375999999992
2011_11,11,120.44622400000002
2011_12,12,44.45552000000001
2012_1,1,52.7501600000001
2012_2,2,49.718112000000026
2012_3,3,35.17531199999998
2012_4,4,114.28913600000017
2012_5,5,223.3702559999998
2012_6,6,188.18407999999965
2012_7,7,189.91043200000018
2012_8,8,78.74368000000008
2012_9,9,29.742464000000005
2012_10,10,19.823727999999967
2012_11,11,36.561984000000024
2012_12,12,38.473264
2013_1,1,31.454544000000105
2013_2,2,88.38990400000006
2013_3,3,112.41198400000032
2013_4,4,95.353424
2013_5,5,71.49726400000024
2013_6,6,60.87091200000022
2013_7,7,67.51287999999981
2013_8,8,59.44545599999994
2013_9,9,10.378639999999894
2013_10,10,95.301872
2013_11,11,69.550432
2013_12,12,109.62428799999992
2014_1,1,156.38414399999982
2014_2,2,152.80433599999998
2014_3,3,215.65748799999994
2014_4,4,72.54888000000001
2014_5,5,51.20625600000008
2014_6,6,57.36723199999976
2014_7,7,41.44728000000009
2014_8,8,22.800575999999886
2014_9,9,17.453487999999986
2014_10,10,16.457167999999964
2014_11,11,115.97012799999999
2014_12,12,106.24177599999982
2015_1,1,168.55836799999986
2015_2,2,170.8529759999999
2015_3,3,97.5171999999999
2015_4,4,257.1344959999998
2015_5,5,271.28673599999985
2015_6,6,257.02129599999984
2015_7,7,69.92104000000012
2015_8,8,92.82086400000004
2015_9,9,99.7738879999999
2015_10,10,25.57015999999986
2015_11,11,88.58364799999998
2015_12,12,89.57011199999998
2016_1,1,83.57247999999994
2016_2,2,79.111872
2016_3,3,35.27496000000015
2016_4,4,43.35760000000002
2016_5,5,75.66928000000014
2016_6,6,55.58655999999995
2016_7,7,57.29878400000004
2016_8,8,75.0298560000001
2016_9,9,28.916592000000044
2016_10,10,36.42852799999994
2016_11,11,61.10718399999999
2016_12,12,83.264464
2017_1,1,139.65777393310262
2017_2,2,153.48056132256826
2017_3,3,42.64342945021134
2017_4,4,80.56957708573627
2017_5,5,37.92470588235277
2017_6,6,51.2234678969631
2017_7,7,45.42933871587864
2017_8,8,95.58951172625893
2017_9,9,94.80311803152632
2017_10,10,109.90120722798933
2017_11,11,84.03136101499423
2017_12,12,20.671510957324145
2018_1,1,54.58322568242993
2018_2,2,50.23649750096101
2018_3,3,49.291760861207194
2018_4,4,141.44823913879276
2018_5,5,134.23427143406394
2018_6,6,157.99267204921222
2018_7,7,219.7585890042293
2018_8,8,210.9261168781241
2018_9,9,34.0045866974239
2018_10,10,22.829419454056037
2018_11,11,62.37863514033065
2018_12,12,105.72238369857737
2019_1,1,153.55118800461355
2019_2,2,191.27600153787012
2019_3,3,180.43199923106482
2019_4,4,198.74264513648603
2019_5,5,87.98216070742052
2019_6,6,72.6045482506729
2019_7,7,51.06936178392917
2019_8,8,41.11792772010759
2019_9,9,28.09731257208768
2019_10,10,64.41483275663194
2019_11,11,38.13453287197236
2019_12,12,87.54455594002314
2020_1,1,88.20668204536716
2020_2,2,121.0305574778929
2020_3,3,75.75320261437925
2020_4,4,183.42824298346818
2020_5,5,260.4475893886965
2020_6,6,213.7444713571703
2020_7,7,329.8976662821992
2020_8,8,120.37865820838168
2020_9,9,75.50942714340627
2020_10,10,122.47086889657834
2020_11,11,55.22774702037686
2020_12,12,38.03584006151478
